 345.89202 15.542 R
 347.87200 15.476 R
 365.84131 15.616 R
 372.79103 15.526 R
 376.68938 15.537 R
 379.87614 15.454 R
 383.80228 15.461 R
 386.78594 15.392 R
 389.81290 15.586 R
 393.68555 15.587 R
 396.73940 15.615 R
 399.82086 15.522 R
 402.76792 15.436 R
 403.68541 15.552 R
 404.79289 15.623 R
 407.70265 15.566 R
 410.83131 15.476 R
 416.72383 15.585 R
 423.77664 15.651 R
 427.71379 15.644 R
 429.71156 15.434 R
 431.81534 15.648 R
 433.73952 15.451 R
 435.77270 15.612 R
 438.60887 15.566 R
 446.84608 15.650 R
 449.74876 15.526 R
 451.70014 15.524 R
 457.67820 15.559 R
 476.67821 15.538 R
 482.67120 15.470 R
 485.71900 15.670 R
 491.60401 15.470 R
 495.59201 15.499 R
 498.62222 15.417 R
 503.60784 15.534 R
 508.60077 15.649 R
 512.62059 15.638 R
 517.56582 15.413 R
 535.57779 15.654 R
 563.49953 15.479 R
 686.83537 15.424 R
 705.89396 15.464 R
 706.84925 15.439 R
 733.84608 15.442 R
 743.79665 15.618 R
 751.71905 15.574 R
 756.71078 15.422 R
 761.67191 15.546 R
 763.72198 15.431 R
 774.73073 15.584 R
 777.67069 15.614 R
 778.77897 15.550 R
 781.78213 15.633 R
 787.72085 15.443 R
 789.74253 15.628 R
 795.82075 15.501 R
 796.58825 15.587 R
 797.83253 15.616 R
 800.83380 15.638 R
 806.66334 15.411 R
 810.72070 15.430 R
 820.75011 15.644 R
 823.62709 15.594 R
 826.83077 15.566 R
 829.68956 15.407 R
 829.80996 15.440 R
 836.66183 15.475 R
 846.74420 15.621 R
 856.69111 15.425 R
 866.59553 15.635 R
 872.56956 15.469 R
 877.53969 15.588 R
 880.56091 15.496 R
 892.55681 15.569 R
 896.53574 15.580 R
 902.54081 15.430 R
 907.51776 15.525 R
 952.47314 15.433 R
1069.78977 15.588 R
1087.66421 15.457 R
1115.64626 15.547 R
1122.74097 15.473 R
1124.60284 15.651 R
1126.58681 15.489 R
1147.61472 15.656 R
1155.61662 15.639 R
1167.63108 15.531 R
1182.60954 15.632 R
1183.59443 15.428 R
1184.56782 15.508 R
1185.58202 15.625 R
1197.55525 15.653 R
1198.57524 15.490 R
1208.59091 15.611 R
1213.61310 15.587 R
1224.56281 15.647 R
1232.57394 15.640 R
1240.54778 15.590 R
1246.56841 15.549 R
1340.91523 15.509 R
1342.91485 15.570 R
1349.88883 15.480 R
1393.90409 15.643 R
1398.79950 15.473 R
1407.88499 15.524 R
1416.77387 15.650 R
1417.81817 15.528 R
1438.77964 15.527 R
1442.73971 15.538 R
1447.70536 15.649 R
1448.85925 15.460 R
1453.79000 15.472 R
1455.66628 15.649 R
1459.66513 15.648 R
1461.64151 15.505 R
1462.63950 15.624 R
1464.62557 15.425 R
1467.64284 15.609 R
1469.60971 15.533 R
1471.58969 15.570 R
1475.61833 15.520 R
1476.60232 15.450 R
1477.59241 15.568 R
1478.57840 15.660 R
1480.58257 15.467 R
1481.56685 15.591 R
1482.56124 15.666 R
1485.64560 15.623 R
1490.61603 15.624 R
1491.57722 15.433 R
1492.56290 15.524 R
1493.59449 15.631 R
1494.56507 15.606 R
1495.55396 15.447 R
1496.58415 15.541 R
1497.56813 15.652 R
1498.57512 15.561 R
1500.56319 15.546 R
1501.55828 15.650 R
1502.56026 15.524 R
1504.56984 15.575 R
1506.63101 15.458 R
1509.54847 15.662 R
1510.55175 15.456 R
1511.56384 15.487 R
1523.66089 15.550 R
1525.56806 15.548 R
1526.58205 15.467 R
1528.81903 15.659 R
1530.61201 15.464 R
1532.56778 15.663 R
1535.58535 15.589 R
1539.63721 15.624 R
1546.68145 15.543 R
1548.60693 15.563 R
1550.60462 15.557 R
1552.59120 15.531 R
1553.58960 15.457 R
1554.57279 15.569 R
1558.57637 15.586 R
1561.57915 15.474 R
1563.59324 15.647 R
1565.57953 15.500 R
1567.57083 15.641 R
1569.55982 15.529 R
1571.55961 15.601 R
1573.57131 15.547 R
1575.61791 15.548 R
1577.58640 15.556 R
1579.58810 15.507 R
1581.57480 15.581 R
1583.56300 15.476 R
1585.56570 15.588 R
1587.56621 15.443 R
1589.58581 15.613 R
1591.57532 15.419 R
1593.56892 15.620 R
1595.57083 15.425 R
1599.56864 15.431 R
1603.56836 15.455 R
1606.55938 15.492 R
1609.53450 15.651 R
1612.54152 15.591 R
1615.52624 15.483 R
1618.52797 15.425 R
1620.53818 15.609 R
1623.50591 15.513 R
1625.50353 15.583 R
1627.50785 15.538 R
1629.50417 15.554 R
1633.49381 15.499 R
1639.49648 15.599 R
1643.48423 15.600 R
1653.48745 15.424 R
1656.48399 15.533 R
1660.47354 15.487 R
1664.47220 15.443 R
1726.93083 15.454 R
1731.88007 15.598 R
1732.87148 15.670 R
1752.84898 15.492 R
1757.88279 15.465 R
1761.86560 15.483 R
1765.78780 15.503 R
1769.78000 15.530 R
1773.77699 15.545 R
1775.75729 15.546 R
1779.75458 15.509 R
1783.74376 15.469 R
1785.72845 15.596 R
1788.71224 15.479 R
1789.77094 15.609 R
1794.77741 15.594 R
1795.71870 15.426 R
1804.70483 15.578 R
1809.71859 15.657 R
1811.70027 15.490 R
1813.69635 15.669 R
1815.68333 15.494 R
1817.67161 15.647 R
1821.69177 15.625 R
1823.67925 15.541 R
1825.64433 15.603 R
1827.67100 15.532 R
1830.65257 15.435 R
1831.63315 15.553 R
1832.65714 15.659 R
1834.64522 15.446 R
1835.65780 15.559 R
1836.64049 15.643 R
1838.65576 15.476 R
1842.77521 15.506 R
1843.66480 15.624 R
1844.64588 15.642 R
1846.75256 15.527 R
1849.61742 15.428 R
1854.56585 15.531 R
1856.59282 15.550 R
1859.55938 15.660 R
1861.60605 15.453 R
1864.55641 15.484 R
1865.55229 15.476 R
1867.82976 15.625 R
1868.84255 15.431 R
1869.55954 15.504 R
1870.54993 15.623 R
1872.60320 15.434 R
1874.55277 15.633 R
1875.55966 15.634 R
1879.56510 15.594 R
1880.83479 15.469 R
1881.56698 15.554 R
1882.84276 15.674 R
1883.55965 15.544 R
1884.56374 15.443 R
1885.84762 15.618 R
1887.55790 15.473 R
1889.56468 15.578 R
1890.55727 15.648 R
1893.57273 15.603 R
1894.72092 15.636 R
1896.72940 15.527 R
1898.57058 15.625 R
1900.71725 15.541 R
1902.60073 15.602 R
1904.59601 15.543 R
1906.57250 15.568 R
1908.71738 15.584 R
1910.57956 15.505 R
1911.66945 15.463 R
1913.61454 15.660 R
1916.56971 15.610 R
1917.77290 15.637 R
1920.57229 15.595 R
1922.57257 15.430 R
1923.57317 15.515 R
1925.58266 15.625 R
1927.63455 15.544 R
1929.57584 15.597 R
1931.59793 15.549 R
1933.59142 15.544 R
1933.69012 15.521 R
1935.61612 15.562 R
1937.62221 15.491 R
1938.60901 15.453 R
1942.60120 15.490 R
1943.64270 15.605 R
1945.60050 15.435 R
1946.61950 15.525 R
1947.62260 15.658 R
1948.61780 15.622 R
1952.61301 15.610 R
1955.59421 15.635 R
1957.59822 15.441 R
1959.58842 15.644 R
1961.58933 15.457 R
1964.54294 15.488 R
1966.54275 15.584 R
1968.55576 15.442 R
1970.54267 15.595 R
1973.54879 15.485 R
1975.55760 15.628 R
1977.54682 15.524 R
1979.54433 15.607 R
1981.52115 15.531 R
1992.50775 15.469 R
1994.50677 15.656 R
1998.49111 15.651 R
2001.52194 15.617 R
2007.50631 15.433 R
2010.49695 15.565 R
2015.49301 15.460 R
2018.49855 15.507 R
2019.50136 15.471 R
2020.49267 15.602 R
2021.54199 15.681 R
2024.56553 15.636 R
2028.47338 15.638 R
2032.47043 15.643 R
2046.46702 15.484 R
2053.46251 15.441 R
2095.87086 15.417 R
2123.81739 15.514 R
2128.78150 15.648 R
2131.78020 15.545 R
2134.76760 15.450 R
2140.78179 15.656 R
2143.74968 15.608 R
2155.73403 15.668 R
2161.70500 15.452 R
2164.69878 15.501 R
2171.68562 15.639 R
2173.66660 15.504 R
2174.66449 15.618 R
2177.65357 15.513 R
2180.64614 15.433 R
2184.62730 15.439 R
2186.63617 15.662 R
2187.63446 15.554 R
2188.62935 15.444 R
2191.60562 15.505 R
2192.62950 15.455 R
2193.61669 15.587 R
2195.60457 15.456 R
2198.76963 15.635 R
2199.78062 15.417 R
2201.57599 15.614 R
2201.77699 15.629 R
2203.58237 15.443 R
2206.57233 15.613 R
2208.57130 15.521 R
2211.56336 15.447 R
2214.56932 15.552 R
2215.77220 15.466 R
2216.58299 15.574 R
2217.78698 15.644 R
2219.54615 15.453 R
2223.76699 15.495 R
2225.56087 15.654 R
2226.78145 15.412 R
2227.77444 15.526 R
2228.58273 15.628 R
2230.56790 15.417 R
2232.55847 15.631 R
2233.76805 15.544 R
2234.77544 15.438 R
2235.56893 15.528 R
2237.54760 15.583 R
2239.54497 15.540 R
2241.57685 15.541 R
2243.55192 15.546 R
2243.76862 15.585 R
2245.57429 15.484 R
2248.75325 15.643 R
2250.74663 15.496 R
2254.56248 15.518 R
2256.56746 15.657 R
2257.85444 15.464 R
2258.73103 15.536 R
2260.74121 15.541 R
2261.72060 15.441 R
2263.72288 15.640 R
2265.58566 15.450 R
2266.85594 15.627 R
2269.69942 15.455 R
2293.69584 15.584 R
2296.67463 15.493 R
2299.61382 15.455 R
2303.59821 15.463 R
2305.60511 15.648 R
2306.61601 15.635 R
2309.60980 15.656 R
2314.60170 15.572 R
2316.59671 15.548 R
2318.60021 15.504 R
2320.58231 15.563 R
2322.56342 15.487 R
2324.55052 15.586 R
2328.54754 15.611 R
2330.54755 15.419 R
2335.57087 15.528 R
2344.51513 15.656 R
2346.51435 15.447 R
2349.51467 15.471 R
2351.50819 15.589 R
2354.50852 15.480 R
