2990.69556 15.539 0.005
3008.83448 15.595 0.005
3326.76714 15.536 0.005
3336.77285 15.791 0.005
3351.74057 15.679 0.005
3356.70433 15.810 0.005
3361.67795 15.630 0.005
3370.74334 15.522 0.005
3376.72365 15.778 0.005
3385.75020 15.669 0.005
3391.64079 15.778 0.005
3406.66615 15.679 0.005
3714.79712 15.823 0.005
3721.84773 15.660 0.005
3728.69070 15.554 0.005
3737.74503 15.527 0.005
3746.67224 15.541 0.005
3754.60077 15.758 0.005
3763.63829 15.631 0.005
3773.69086 15.762 0.005
4058.75784 15.611 0.005
4070.75307 15.785 0.005
4077.78804 15.603 0.005
4098.71278 15.752 0.005
4105.76469 15.822 0.005
4112.76754 15.667 0.005
4132.71158 15.592 0.005
4371.89599 15.668 0.005
4380.87310 15.583 0.005
4394.76593 15.609 0.005
4421.84675 15.824 0.005
4452.73184 15.826 0.005
4459.71674 15.688 0.006
4467.74093 15.775 0.005
4477.81787 15.510 0.005
4482.75763 15.654 0.005
4486.79435 15.558 0.005
4511.62029 15.758 0.005
