5261.52711 16.798 0.009
5445.84384 16.853 0.008
5499.73086 16.732 0.008
5522.72870 16.890 0.010
5539.73217 16.871 0.008
5540.81633 16.853 0.008
5541.68249 16.940 0.010
5542.74089 16.910 0.008
5544.75993 16.915 0.008
5545.74919 16.921 0.009
5553.74219 16.722 0.008
5557.67129 16.932 0.008
5562.70721 16.868 0.008
5565.67248 16.729 0.008
5575.70666 16.907 0.008
5589.64207 16.903 0.008
5590.62056 16.938 0.010
5592.66164 16.912 0.008
5594.66082 16.920 0.009
5597.62009 16.760 0.008
5642.50407 16.889 0.008
5643.50183 16.845 0.008
5644.50457 16.829 0.008
5645.50332 16.796 0.010
5646.51630 16.798 0.009
5648.51896 16.729 0.008
5652.51499 16.867 0.009
5805.84359 16.917 0.008
5864.70756 16.687 0.007
5872.74243 16.905 0.008
5873.73765 16.912 0.008
5885.69624 16.842 0.010
5960.71005 16.918 0.008
5965.62031 16.717 0.008
5974.61345 16.884 0.009
6008.61122 16.903 0.008
6018.52105 16.822 0.008
6165.91709 16.757 0.008
6171.88289 16.852 0.008
6196.87494 16.834 0.008
6199.82391 16.715 0.009
6210.87804 16.936 0.008
6212.83083 16.830 0.008
6215.86981 16.815 0.009
6221.82694 16.874 0.008
6224.85054 16.903 0.008
6229.78745 16.806 0.008
6232.82211 16.768 0.008
6233.82864 16.705 0.007
6238.83123 16.848 0.008
6239.80526 16.932 0.008
6241.80217 16.932 0.008
6248.78747 16.771 0.008
6251.77809 16.819 0.008
6257.81637 16.877 0.009
6278.76682 16.872 0.008
6286.72292 16.822 0.008
6294.81416 16.950 0.008
6312.68525 16.804 0.008
6317.69640 16.718 0.008
6323.66962 16.923 0.008
6340.63186 16.932 0.008
6347.60194 16.755 0.008
6371.55947 16.908 0.008
6378.54255 16.787 0.008
6387.53480 16.937 0.008
6396.54063 16.769 0.008
6416.50181 16.735 0.008
6692.70444 16.908 0.007
6698.68745 16.769 0.009
6700.56083 16.844 0.008
6702.68685 16.765 0.009
6703.70408 16.795 0.012
6704.71327 16.796 0.010
6736.61575 16.893 0.010
6956.85084 16.896 0.008
6987.79028 16.921 0.010
6997.76821 16.706 0.008
7016.78242 16.693 0.008
7024.76022 16.932 0.009
7028.71341 16.767 0.008
7042.74073 16.910 0.008
7046.74192 16.823 0.008
7051.73248 16.819 0.008
7062.66461 16.740 0.008
7065.70877 16.738 0.008
7066.70444 16.709 0.008
7067.69813 16.773 0.008
7071.72546 16.862 0.008
7072.70615 16.917 0.011
7074.67195 16.871 0.010
7075.65176 16.890 0.009
7076.65689 16.846 0.009
7078.63559 16.805 0.010
7103.57196 16.916 0.008
7110.50848 16.723 0.008
7126.52790 16.803 0.008
7131.53246 16.806 0.009
7134.50272 16.911 0.010
7137.53264 16.904 0.009
7143.49729 16.790 0.010
7377.81717 16.869 0.008
7385.72885 16.897 0.009
7390.75067 16.922 0.008
7399.75528 16.794 0.011
7404.74488 16.920 0.008
7416.68902 16.847 0.008
7439.65726 16.897 0.009
