title  Photometry data for S010103278914 from search centered on 05:39:25.59_-70:20:58.9 using the apass calibration catalog
REFNumber	X_IMAGE	Y_IMAGE	MAG_ISO	ra	dec	magcal_iso	magcal_iso_rms	magcal_local	magcal_local_rms	Date	FLUX_ISO	MAG_APER	MAG_AUTO	KRON_RADIUS	BACKGROUND	FLUX_MAX	THETA_J2000	ELLIPTICITY	ISOAREA_WORLD	FWHM_IMAGE	FWHM_WORLD	plate_dist	Blendedmag	limiting_mag_local	magcal_local_error	dradRMS2	magcor_local	extinction	gsc_bin_index	series	plateNumber	NUMBER	versionId	AFLAGS	BFLAGS	ISO0	ISO1	ISO2	ISO3	ISO4	ISO5	ISO6	ISO7	npoints_local	rejectFlag	local_bin_index	seriesId	exposureNumber	solutionNumber	spatial_bin	mosaicNumber	quality	plateVersionId	magdep_bin	magcal_magdep	magcal_magdep_rms	ra_2	dec_2	RaPM	DecPM	A2FLAGS	B2FLAGS	timeAccuracy	maskIndex	catalogNumber
---------	-------	-------	-------	--	---	----------	--------------	------------	----------------	----	--------	--------	--------	-----------	----------	--------	-----------	-----------	-------------	----------	----------	----------	----------	------------------	------------------	--------	------------	----------	-------------	------	-----------	------	---------	------	------	----	----	----	----	----	----	----	----	-------------	----------	---------------	--------	--------------	--------------	-----------	------------	-------	--------------	----------	-------------	-----------------	----	-----	----	-----	-------	-------	-----------	----------	-------------
12010103278914	6904.398000	7842.126000	-10.375600	84.856451	-70.349979	14.915633	0.386796	14.426617	0.417570	2411621.895655	14133.420000	-10.017000	-10.812600	3.500000	3889.270000	890.227100	29.090000	0.544000	0.000006	8.330000	0.004566	1.994300	0.000000	14.558493	0.121789	1.747695	0.019856	0.401000	4916655	b	5710	585047	130	729216	1382940672	18	15	15	13	11	7	6	5	143	0	869	6	-1	1	2	0	896	130	1318	14.426617	99.000000	84.855985	-70.349548	7.400000	-4.200000	0	0	0.000000	0	2
12010103278914	7102.083000	6963.818000	-10.919600	84.850931	-70.347813	15.999582	0.232859	15.592497	0.150651	2412697.848078	23326.130000	-9.688600	-11.162800	3.500000	4731.038000	710.797000	-49.370000	0.463000	0.000020	14.630000	0.008016	2.378300	14.700000	15.940448	0.150780	1.718653	-0.051155	0.440000	4916655	b	10208	419651	136	10166400	1382940675	65	59	47	27	16	8	5	2	42	0	770	6	0	0	2	0	896	136	2887	15.592497	99.000000	84.856003	-70.349552	7.400000	-4.200000	0	0	0.000700	0	2
12010103278914	8716.229000	15030.434000	-9.918800	84.853801	-70.350320	15.438361	0.239568	15.152038	0.558395	2413846.797150	9279.038000	-9.163900	-10.780700	6.780000	3775.260000	809.869800	-26.520000	0.289000	0.000009	10.500000	0.005754	2.222000	0.000000	15.549328	0.123228	1.283683	-0.089677	0.336000	4916655	b	17677	1323370	136	729216	1382940672	31	26	21	11	6	3	1	1	37	0	1725	6	0	0	2	0	896	136	1472	15.152038	99.000000	84.856022	-70.349556	7.400000	-4.200000	0	0	0.000700	0	2
12010103278914	11363.312000	9134.671000	-13.160800	84.856167	-70.350065	15.745240	0.109781	15.436716	0.104917	2413847.841001	183786.800000	-12.442000	-13.333300	3.500000	4921.544000	820.973600	7.250000	0.260000	0.000017	23.750000	0.004321	1.846400	0.000000	15.990333	0.081047	99.000000	-0.010196	0.320000	4916655	a	2130	1050654	130	753664	1114505218	496	461	384	302	213	150	88	28	46	4	714	1	0	0	4	0	896	130	1700	15.436716	99.000000	84.856022	-70.349556	7.400000	-4.200000	0	0	0.007500	0	2
12010103278914	13561.643000	15773.516000	-14.191100	84.854826	-70.349524	15.647840	0.195787	15.279361	0.198037	2413877.807790	474708.300000	-13.648100	-14.253800	3.500000	4736.247000	2653.321000	-14.790000	0.345000	0.000017	17.060000	0.003107	1.012500	0.000000	16.513966	0.157400	99.000000	0.025159	0.319000	4916655	a	2172	1150757	130	753792	1114507267	497	425	345	277	207	135	93	48	137	4	1267	1	0	0	1	0	768	130	1408	15.222801	0.181509	84.856023	-70.349556	7.400000	-4.200000	0	0	0.007500	0	2
12010103278914	13688.477000	2181.490000	-13.918800	84.854755	-70.348937	16.447920	0.177464	15.826245	0.255228	2413894.748692	369433.000000	-13.184400	-14.148200	3.500000	5284.574000	1303.627000	-0.000000	0.148000	0.000016	20.810000	0.003783	2.645200	0.000000	15.993462	0.163322	99.000000	0.291194	0.318000	4916655	a	2188	94346	130	761856	1114505219	423	379	317	260	205	149	94	24	53	4	167	1	0	0	6	0	896	130	2009	15.826245	99.000000	84.856023	-70.349556	7.400000	-4.200000	0	0	0.007500	0	2
12010103278914	12174.425000	7797.238000	-13.550000	84.855011	-70.348796	15.722936	0.105853	15.263777	0.122574	2413948.573589	263015.900000	-13.065600	-13.699100	3.500000	4863.884000	1655.684000	0.540000	0.200000	0.000013	17.270000	0.003142	1.912900	0.000000	16.020626	0.117432	1.677219	0.132799	0.319000	4916655	a	2202	344853	130	9109632	1382940674	368	315	252	204	154	93	56	27	39	0	615	1	1	0	4	0	896	130	1349	15.263777	99.000000	84.856024	-70.349556	7.400000	-4.200000	0	0	0.000000	0	2
12010103278914	11812.755000	7230.814000	-14.128300	84.855177	-70.349334	16.007271	0.126554	15.565295	0.119182	2413956.582605	448051.800000	-13.440500	-14.166500	3.500000	4746.416000	1942.839000	-31.530000	0.303000	0.000017	23.660000	0.004302	2.030000	0.000000	16.376995	0.144056	2.133554	0.103175	0.318000	4916655	a	2209	622800	130	753792	1382940675	515	466	383	297	211	146	94	50	63	4	565	1	1	0	4	0	896	130	2470	15.565295	99.000000	84.856024	-70.349556	7.400000	-4.200000	0	0	0.000000	0	2
12010103278914	1441.622000	17734.268000	-14.276600	84.853301	-70.348529	16.753820	0.472845	15.976615	0.212093	2414639.707630	513635.200000	-12.949200	-14.445100	3.500000	6017.405000	1147.447000	-24.960000	0.542000	0.000025	52.180000	0.009473	3.240000	0.000000	16.102392	0.552436	99.000000	0.459205	0.318000	4916655	a	3428	758946	130	9166976	1244528642	680	589	459	351	229	128	50	10	37	4	1401	1	0	0	9	0	904	130	1804	15.976615	99.000000	84.856035	-70.349558	7.400000	-4.200000	0	0	0.007500	0	2
