title  Photometry data for S013200152428 from search centered on 05:40:52.42_-67:19:48.8 using the apass calibration catalog
REFNumber	X_IMAGE	Y_IMAGE	MAG_ISO	ra	dec	magcal_iso	magcal_iso_rms	magcal_local	magcal_local_rms	Date	FLUX_ISO	MAG_APER	MAG_AUTO	KRON_RADIUS	BACKGROUND	FLUX_MAX	THETA_J2000	ELLIPTICITY	ISOAREA_WORLD	FWHM_IMAGE	FWHM_WORLD	plate_dist	Blendedmag	limiting_mag_local	magcal_local_error	dradRMS2	magcor_local	extinction	gsc_bin_index	series	plateNumber	NUMBER	versionId	AFLAGS	BFLAGS	ISO0	ISO1	ISO2	ISO3	ISO4	ISO5	ISO6	ISO7	npoints_local	rejectFlag	local_bin_index	seriesId	exposureNumber	solutionNumber	spatial_bin	mosaicNumber	quality	plateVersionId	magdep_bin	magcal_magdep	magcal_magdep_rms	ra_2	dec_2	RaPM	DecPM	A2FLAGS	B2FLAGS	timeAccuracy	maskIndex	catalogNumber
---------	-------	-------	-------	--	---	----------	--------------	------------	----------------	----	--------	--------	--------	-----------	----------	--------	-----------	-----------	-------------	----------	----------	----------	----------	------------------	------------------	--------	------------	----------	-------------	------	-----------	------	---------	------	------	----	----	----	----	----	----	----	----	-------------	----------	---------------	--------	--------------	--------------	-----------	------------	-------	--------------	----------	-------------	-----------------	----	-----	----	-----	-------	-------	-----------	----------	-------------
12013200152428	6609.375000	13345.807000	-10.606400	85.218545	-67.330789	15.813703	0.237838	15.358290	0.234739	2411621.895614	17480.160000	-10.231700	-11.024400	4.240000	3794.439000	1015.469000	31.680000	0.529000	0.000007	9.250000	0.005070	1.749300	0.000000	15.611088	0.165116	1.915052	-0.055767	0.371000	6520961	b	5710	994269	130	4726912	1349386243	23	22	21	19	15	14	8	5	137	0	1518	6	0	0	1	0	640	130	3046	15.358290	99.000000	85.218865	-67.330235	-5.900000	0.700000	0	0	0.000700	0	2
12013200152428	7161.081000	12370.443000	-12.258200	85.215640	-67.329634	15.287564	0.309528	14.838809	0.199643	2412446.499935	80037.910000	-10.719000	-13.119500	3.500000	5029.461000	1099.863000	-73.910000	0.370000	0.000030	20.100000	0.011021	1.139100	15.340000	14.992790	0.163370	2.704035	0.059875	0.296000	6520961	b	8872	249597	136	9970304	1886257155	78	66	55	39	24	18	8	1	36	0	1420	6	0	0	1	0	640	136	1432	14.838809	99.000000	85.218855	-67.330235	-5.900000	0.700000	0	0	1.000000	0	2
12013200152428	6787.895000	12467.425000	-11.287600	85.214464	-67.329225	15.720648	0.196455	15.174037	0.195746	2412697.847939	32735.600000	-10.041000	-11.453800	3.500000	5007.369000	612.412400	-24.200000	0.326000	0.000024	12.650000	0.006935	1.349900	15.340000	15.817248	0.127387	1.389575	0.081471	0.423000	6520961	b	10208	722463	136	9961600	1349386242	76	70	60	46	33	23	14	5	169	0	1419	6	0	0	1	0	640	136	2616	15.174037	99.000000	85.218852	-67.330235	-5.900000	0.700000	0	0	0.000700	0	2
12013200152428	7902.065000	11339.755000	-9.888700	85.219072	-67.331408	15.623376	0.298222	15.250211	0.280071	2413176.648556	9025.367000	-9.769100	-10.797400	4.080000	3873.542000	725.883900	-23.440000	0.675000	0.000005	7.150000	0.003920	0.503800	0.000000	15.418091	0.176619	1.321587	-0.002915	0.309000	6520961	b	12705	266829	136	8921216	1349386242	17	14	11	9	5	5	3	1	216	0	1272	6	0	0	1	0	4736	136	2193	15.250211	99.000000	85.218847	-67.330234	-5.900000	0.700000	0	0	0.000700	0	2
12013200152428	9855.210000	25686.547000	-13.576400	85.217410	-67.329034	15.546437	0.142212	15.298952	0.141993	2413847.841134	269512.800000	-12.253300	-13.886900	4.240000	4801.681000	831.674300	-38.590000	0.425000	0.000027	45.390000	0.008247	2.483500	15.340000	15.713905	0.077899	1.906181	-0.081755	0.300000	6520961	a	2130	2998991	130	110632960	1349386243	804	740	615	465	309	173	59	7	31	0	2012	1	0	0	6	0	640	130	1897	15.298952	99.000000	85.218839	-67.330234	-5.900000	0.700000	0	0	0.007500	0	2
12013200152428	12683.662000	18755.072000	-13.940800	85.217960	-67.330466	16.210672	0.153434	15.734706	0.148370	2413894.748979	376971.700000	-13.562900	-14.115300	4.370000	4776.643000	2282.422000	61.030000	0.295000	0.000012	16.250000	0.002957	1.300200	0.000000	16.007410	0.148152	0.771624	0.157466	0.297000	6520961	a	2188	1022777	130	67641344	1349386243	358	346	318	275	237	185	125	61	84	0	1466	1	0	0	2	0	640	130	2207	15.734706	99.000000	85.218838	-67.330234	-5.900000	0.700000	0	0	0.007500	0	2
12013200152428	17961.584000	5867.141000	-13.710600	85.218331	-67.330778	16.686110	0.264470	16.165470	0.264470	2413896.570973	304954.700000	-13.318900	-13.942100	3.760000	4522.774000	1893.994000	-18.170000	0.363000	0.000014	15.460000	0.002813	1.795900	0.000000	16.204014	99.000000	2.081762	0.329478	0.414000	6520961	a	2190	447423	130	344498176	1349124099	439	402	317	275	243	194	123	53	29	5	473	1	0	0	3	0	640	130	1264	16.165470	99.000000	85.218838	-67.330234	-5.900000	0.700000	0	0	0.007500	0	2
12013200152428	18998.666000	5611.309000	-11.779800	85.218391	-67.330244	16.188318	0.209706	15.917854	0.208224	2413901.764955	51513.640000	-11.889700	-12.560900	6.940000	3887.700000	1170.226000	54.270000	0.312000	0.000004	13.690000	0.002492	1.830200	0.000000	16.058008	0.111564	0.841212	0.070525	0.304000	6520961	a	2191	355913	130	532480	1349386243	107	102	88	60	32	14	6	2	66	0	424	1	0	0	3	0	640	130	2057	15.917854	99.000000	85.218838	-67.330234	-5.900000	0.700000	0	0	0.007500	0	2
12013200152428	18637.254000	15385.683000	-12.637400	85.217727	-67.329869	15.711191	0.108053	15.459624	0.080739	2413952.548818	113485.600000	-12.195400	-13.066500	5.120000	4798.721000	895.515100	-51.010000	0.490000	0.000010	22.770000	0.004147	0.101700	0.000000	15.749957	0.067198	0.616688	-0.006293	0.300000	6520961	a	2204	1519709	130	8921088	1349386243	286	258	220	174	120	78	43	15	92	0	1224	1	0	0	1	0	640	130	2166	15.459624	99.000000	85.218838	-67.330234	-5.900000	0.700000	0	0	0.007500	0	2
