Normed_Mag,Band,Survey
10.010997191999987,I,OGLE3/OGLE4
10.075281023999986,I,OGLE3/OGLE4
10.069060007999987,I,OGLE3/OGLE4
10.079428367999986,I,OGLE3/OGLE4
10.084958159999987,I,OGLE3/OGLE4
10.082193263999986,I,OGLE3/OGLE4
10.151315663999986,I,OGLE3/OGLE4
10.153389335999986,I,OGLE3/OGLE4
10.160992799999987,I,OGLE3/OGLE4
10.166522591999986,I,OGLE3/OGLE4
10.168596263999987,I,OGLE3/OGLE4
10.174126055999986,I,OGLE3/OGLE4
10.240483559999985,I,OGLE3/OGLE4
10.243939679999986,I,OGLE3/OGLE4
10.085649383999986,I,OGLE3/OGLE4
10.074589799999986,I,OGLE3/OGLE4
10.057309199999986,I,OGLE3/OGLE4
10.037263703999987,I,OGLE3/OGLE4
10.019983103999987,I,OGLE3/OGLE4
10.005467399999986,I,OGLE3/OGLE4
10.024130447999987,I,OGLE3/OGLE4
10.025512895999986,I,OGLE3/OGLE4
10.032425135999986,I,OGLE3/OGLE4
10.036572479999986,I,OGLE3/OGLE4
10.049705735999986,I,OGLE3/OGLE4
10.096017743999987,I,OGLE3/OGLE4
10.099473863999986,I,OGLE3/OGLE4
10.100856311999985,I,OGLE3/OGLE4
9.944639687999986,I,OGLE3/OGLE4
9.938418671999987,I,OGLE3/OGLE4
9.931506431999987,I,OGLE3/OGLE4
9.985421903999987,I,OGLE3/OGLE4
9.988878023999987,I,OGLE3/OGLE4
9.999937607999987,I,OGLE3/OGLE4
10.063530215999986,I,OGLE3/OGLE4
10.073207351999987,I,OGLE3/OGLE4
10.075281023999986,I,OGLE3/OGLE4
10.141638527999987,I,OGLE3/OGLE4
10.150624439999987,I,OGLE3/OGLE4
10.158227903999986,I,OGLE3/OGLE4
10.159610351999987,I,OGLE3/OGLE4
10.235644991999987,I,OGLE3/OGLE4
10.238409887999985,I,OGLE3/OGLE4
10.245322127999986,I,OGLE3/OGLE4
10.092561623999988,I,OGLE3/OGLE4
9.945330911999987,I,OGLE3/OGLE4
9.946713359999986,I,OGLE3/OGLE4
10.013070863999987,I,OGLE3/OGLE4
10.013070863999987,I,OGLE3/OGLE4
10.022747999999986,I,OGLE3/OGLE4
10.019291879999987,I,OGLE3/OGLE4
10.181038295999986,I,OGLE3/OGLE4
10.194862775999987,I,OGLE3/OGLE4
10.253616815999985,I,OGLE3/OGLE4
10.246704575999987,I,OGLE3/OGLE4
10.252234367999987,I,OGLE3/OGLE4
10.244630903999987,I,OGLE3/OGLE4
9.971597423999984,I,OGLE3/OGLE4
9.961229063999987,I,OGLE3/OGLE4
9.963993959999986,I,OGLE3/OGLE4
9.970214975999987,I,OGLE3/OGLE4
9.977127215999985,I,OGLE3/OGLE4
10.036572479999986,I,OGLE3/OGLE4
10.053853079999985,I,OGLE3/OGLE4
10.057309199999986,I,OGLE3/OGLE4
10.106386103999986,I,OGLE3/OGLE4
10.111224671999986,I,OGLE3/OGLE4
10.129196495999988,I,OGLE3/OGLE4
10.133343839999986,I,OGLE3/OGLE4
10.206613583999985,I,OGLE3/OGLE4
10.217673167999987,I,OGLE3/OGLE4
10.225276631999986,I,OGLE3/OGLE4
10.224585407999985,I,OGLE3/OGLE4
10.216290719999986,I,OGLE3/OGLE4
10.178273399999986,I,OGLE3/OGLE4
10.158919127999985,I,OGLE3/OGLE4
10.142329751999986,I,OGLE3/OGLE4
9.935653775999986,I,OGLE3/OGLE4
9.941874791999986,I,OGLE3/OGLE4
9.997172711999985,I,OGLE3/OGLE4
9.997863935999987,I,OGLE3/OGLE4
10.001320055999987,I,OGLE3/OGLE4
10.002702503999986,I,OGLE3/OGLE4
10.006158623999987,I,OGLE3/OGLE4
10.004084951999987,I,OGLE3/OGLE4
10.070442455999986,I,OGLE3/OGLE4
10.078045919999987,I,OGLE3/OGLE4
10.070442455999986,I,OGLE3/OGLE4
10.079428367999986,I,OGLE3/OGLE4
10.154771783999987,I,OGLE3/OGLE4
10.165831367999987,I,OGLE3/OGLE4
10.176199727999986,I,OGLE3/OGLE4
10.242557231999985,I,OGLE3/OGLE4
10.242557231999985,I,OGLE3/OGLE4
10.247395799999985,I,OGLE3/OGLE4
10.245322127999986,I,OGLE3/OGLE4
10.073898575999987,I,OGLE3/OGLE4
10.059382871999986,I,OGLE3/OGLE4
10.048323287999986,I,OGLE3/OGLE4
10.030351463999986,I,OGLE3/OGLE4
10.015835759999987,I,OGLE3/OGLE4
9.955699271999986,I,OGLE3/OGLE4
9.955008047999986,I,OGLE3/OGLE4
9.962611511999986,I,OGLE3/OGLE4
9.962611511999986,I,OGLE3/OGLE4
9.968832527999988,I,OGLE3/OGLE4
10.022747999999986,I,OGLE3/OGLE4
10.033116359999987,I,OGLE3/OGLE4
10.032425135999986,I,OGLE3/OGLE4
10.040028599999987,I,OGLE3/OGLE4
10.092561623999988,I,OGLE3/OGLE4
10.106386103999986,I,OGLE3/OGLE4
10.100856311999985,I,OGLE3/OGLE4
10.108459775999986,I,OGLE3/OGLE4
10.190715431999987,I,OGLE3/OGLE4
10.191406655999987,I,OGLE3/OGLE4
10.195553999999985,I,OGLE3/OGLE4
10.204539911999985,I,OGLE3/OGLE4
10.246704575999987,I,OGLE3/OGLE4
10.237027439999986,I,OGLE3/OGLE4
9.959846615999988,I,OGLE3/OGLE4
9.946713359999986,I,OGLE3/OGLE4
9.981274559999987,I,OGLE3/OGLE4
9.983348231999987,I,OGLE3/OGLE4
9.988878023999987,I,OGLE3/OGLE4
9.990260471999987,I,OGLE3/OGLE4
9.989569247999986,I,OGLE3/OGLE4
10.061456543999986,I,OGLE3/OGLE4
10.062838991999985,I,OGLE3/OGLE4
10.069060007999987,I,OGLE3/OGLE4
10.127122823999986,I,OGLE3/OGLE4
10.133343839999986,I,OGLE3/OGLE4
10.136799959999985,I,OGLE3/OGLE4
10.150624439999987,I,OGLE3/OGLE4
10.216290719999986,I,OGLE3/OGLE4
10.164448919999986,I,OGLE3/OGLE4
10.140256079999986,I,OGLE3/OGLE4
10.096708967999986,I,OGLE3/OGLE4
10.088414279999986,I,OGLE3/OGLE4
9.938418671999987,I,OGLE3/OGLE4
9.941183567999987,I,OGLE3/OGLE4
9.949478255999987,I,OGLE3/OGLE4
10.006849847999987,I,OGLE3/OGLE4
10.016526983999986,I,OGLE3/OGLE4
10.015144535999987,I,OGLE3/OGLE4
10.014453311999986,I,OGLE3/OGLE4
10.022747999999986,I,OGLE3/OGLE4
10.082884487999985,I,OGLE3/OGLE4
10.092561623999988,I,OGLE3/OGLE4
10.108459775999986,I,OGLE3/OGLE4
10.114680791999985,I,OGLE3/OGLE4
10.116063239999987,I,OGLE3/OGLE4
10.217673167999987,I,OGLE3/OGLE4
10.205922359999986,I,OGLE3/OGLE4
10.196245223999986,I,OGLE3/OGLE4
9.941183567999987,I,OGLE3/OGLE4
9.937036223999986,I,OGLE3/OGLE4
9.934271327999987,I,OGLE3/OGLE4
10.003393727999986,I,OGLE3/OGLE4
10.071133679999987,I,OGLE3/OGLE4
10.080119591999987,I,OGLE3/OGLE4
10.075972247999987,I,OGLE3/OGLE4
10.081502039999988,I,OGLE3/OGLE4
10.152006887999987,I,OGLE3/OGLE4
10.154771783999987,I,OGLE3/OGLE4
10.157536679999986,I,OGLE3/OGLE4
10.165140143999986,I,OGLE3/OGLE4
10.234262543999986,I,OGLE3/OGLE4
10.244630903999987,I,OGLE3/OGLE4
10.246704575999987,I,OGLE3/OGLE4
10.247395799999985,I,OGLE3/OGLE4
10.085649383999986,I,OGLE3/OGLE4
10.071824903999985,I,OGLE3/OGLE4
10.059382871999986,I,OGLE3/OGLE4
9.954316823999987,I,OGLE3/OGLE4
9.951551927999986,I,OGLE3/OGLE4
9.955699271999986,I,OGLE3/OGLE4
9.959155391999985,I,OGLE3/OGLE4
10.024821671999986,I,OGLE3/OGLE4
10.031042687999987,I,OGLE3/OGLE4
10.031042687999987,I,OGLE3/OGLE4
10.037263703999987,I,OGLE3/OGLE4
10.093944071999987,I,OGLE3/OGLE4
10.097400191999986,I,OGLE3/OGLE4
10.099473863999986,I,OGLE3/OGLE4
10.183111967999986,I,OGLE3/OGLE4
10.193480327999985,I,OGLE3/OGLE4
10.194862775999987,I,OGLE3/OGLE4
