Normed_Mag,Band,Survey
10.388044888000001,I,OGLE3/OGLE4
10.488966804,I,OGLE3/OGLE4
10.115693964,I,OGLE3/OGLE4
10.19242227,I,OGLE3/OGLE4
10.289887956,I,OGLE3/OGLE4
10.484128082,I,OGLE3/OGLE4
10.115002718,I,OGLE3/OGLE4
10.209012174,I,OGLE3/OGLE4
10.404634792,I,OGLE3/OGLE4
10.44127083,I,OGLE3/OGLE4
10.409473514,I,OGLE3/OGLE4
10.126062654,I,OGLE3/OGLE4
10.135740098000001,I,OGLE3/OGLE4
10.335510192000001,I,OGLE3/OGLE4
10.144726296,I,OGLE3/OGLE4
10.331362716000001,I,OGLE3/OGLE4
10.260855624,I,OGLE3/OGLE4
10.36177754,I,OGLE3/OGLE4
10.269150576,I,OGLE3/OGLE4
10.170302398,I,OGLE3/OGLE4
10.370763738,I,OGLE3/OGLE4
10.306477860000001,I,OGLE3/OGLE4
10.464773194,I,OGLE3/OGLE4
10.4723769,I,OGLE3/OGLE4
10.227675816,I,OGLE3/OGLE4
10.317537796,I,OGLE3/OGLE4
10.421224696000001,I,OGLE3/OGLE4
10.465464440000002,I,OGLE3/OGLE4
10.1267539,I,OGLE3/OGLE4
10.217998372,I,OGLE3/OGLE4
10.33067147,I,OGLE3/OGLE4
10.419842204000002,I,OGLE3/OGLE4
10.436432108000002,I,OGLE3/OGLE4
10.139196328,I,OGLE3/OGLE4
10.325832748000002,I,OGLE3/OGLE4
10.415694728,I,OGLE3/OGLE4
10.24772195,I,OGLE3/OGLE4
10.345878882000001,I,OGLE3/OGLE4
10.410856006,I,OGLE3/OGLE4
10.255325656,I,OGLE3/OGLE4
10.1613162,I,OGLE3/OGLE4
10.218689618,I,OGLE3/OGLE4
10.15785997,I,OGLE3/OGLE4
10.26845933,I,OGLE3/OGLE4
10.359703802,I,OGLE3/OGLE4
10.464773194,I,OGLE3/OGLE4
10.18896604,I,OGLE3/OGLE4
10.165463676,I,OGLE3/OGLE4
10.166154922,I,OGLE3/OGLE4
10.364542524,I,OGLE3/OGLE4
10.11984144,I,OGLE3/OGLE4
10.290579202,I,OGLE3/OGLE4
10.289887956,I,OGLE3/OGLE4
10.488275558,I,OGLE3/OGLE4
10.203482206,I,OGLE3/OGLE4
10.197952238000001,I,OGLE3/OGLE4
10.415003482000001,I,OGLE3/OGLE4
10.227675816,I,OGLE3/OGLE4
10.40670853,I,OGLE3/OGLE4
10.450257028000001,I,OGLE3/OGLE4
10.31339032,I,OGLE3/OGLE4
10.222837094,I,OGLE3/OGLE4
10.152330002,I,OGLE3/OGLE4
10.269150576,I,OGLE3/OGLE4
10.363851278,I,OGLE3/OGLE4
10.177906104,I,OGLE3/OGLE4
10.48274559,I,OGLE3/OGLE4
10.295417924,I,OGLE3/OGLE4
10.442653322,I,OGLE3/OGLE4
10.395648594,I,OGLE3/OGLE4
10.338966422,I,OGLE3/OGLE4
10.44472706,I,OGLE3/OGLE4
10.157168724000002,I,OGLE3/OGLE4
10.31339032,I,OGLE3/OGLE4
10.258781886,I,OGLE3/OGLE4
10.364542524,I,OGLE3/OGLE4
10.181362334,I,OGLE3/OGLE4
10.381132428,I,OGLE3/OGLE4
10.484128082,I,OGLE3/OGLE4
10.489658050000001,I,OGLE3/OGLE4
10.113620226,I,OGLE3/OGLE4
10.213159650000001,I,OGLE3/OGLE4
10.459243226,I,OGLE3/OGLE4
10.229749554,I,OGLE3/OGLE4
10.33067147,I,OGLE3/OGLE4
10.3341277,I,OGLE3/OGLE4
10.440579584,I,OGLE3/OGLE4
10.342422652,I,OGLE3/OGLE4
10.35140885,I,OGLE3/OGLE4
10.314772812000001,I,OGLE3/OGLE4
10.151638756,I,OGLE3/OGLE4
10.355556326,I,OGLE3/OGLE4
10.263620608,I,OGLE3/OGLE4
10.279519266000001,I,OGLE3/OGLE4
10.480671852,I,OGLE3/OGLE4
10.17859735,I,OGLE3/OGLE4
10.27882802,I,OGLE3/OGLE4
10.380441182,I,OGLE3/OGLE4
10.477215622000001,I,OGLE3/OGLE4
10.281593004000001,I,OGLE3/OGLE4
10.184127318000002,I,OGLE3/OGLE4
10.117076456,I,OGLE3/OGLE4
10.298182908,I,OGLE3/OGLE4
10.488966804,I,OGLE3/OGLE4
10.214542141999999,I,OGLE3/OGLE4
10.410856006,I,OGLE3/OGLE4
10.125371408,I,OGLE3/OGLE4
10.317537796,I,OGLE3/OGLE4
10.432284632,I,OGLE3/OGLE4
10.464081948,I,OGLE3/OGLE4
10.121223932,I,OGLE3/OGLE4
10.332745208,I,OGLE3/OGLE4
10.44127083,I,OGLE3/OGLE4
10.131592622000001,I,OGLE3/OGLE4
10.338966422,I,OGLE3/OGLE4
10.439197092,I,OGLE3/OGLE4
10.34104016,I,OGLE3/OGLE4
10.139196328,I,OGLE3/OGLE4
