  2450478.73774   17.452    0.022
  2450499.71855   16.797    0.017
  2450800.81204   16.790    0.017
  2450818.80677   16.965    0.014
  2450820.75312   17.394    0.025
  2450827.83823   17.430    0.029
  2450846.72463   16.804    0.013
  2450851.74159   17.154    0.014
  2450880.71422   16.867    0.017
  2450891.67135   17.196    0.020
  2451176.80908   17.105    0.015
  2451184.81169   17.291    0.025
  2451186.73603   17.904    0.031
  2451191.73689   17.330    0.018
  2451206.72649   17.790    0.028
  2451208.73635   16.974    0.020
  2451215.70024   17.095    0.020
  2451222.64699   17.563    0.021
  2451233.65973   17.796    0.021
  2451245.57908   16.881    0.014
  2451252.58354   17.962    0.020
  2451518.78730   17.743    0.027
  2451532.77202   17.176    0.021
  2451607.61167   16.755    0.015
