    50 5:40:22.88 -70:49:48.7  1.61265  723.75032  0.20754  15.842  16.580  17.243   0.665   0.737  14.700   0.182  15.485  15.990  16.457   0.483   0.504   0.173   4.282  FO
  3078 5:39:59.17 -70:46:41.6  3.54056  725.07261  0.54907  15.508  16.480  17.339   0.862   0.970  14.005   0.182  15.151  15.890  16.552   0.680   0.737   0.430   4.634  FU
  6114 5:40:00.85 -70:42:36.2  2.79241  722.55597  0.44598  15.920  16.913  17.816   0.906   0.993  14.382   0.182  15.563  16.323  17.030   0.724   0.760   0.394   4.485  FU
 14864 5:40:33.21 -70:32:24.2  1.88796  726.07546  0.27599  15.732  16.572  17.306   0.737   0.840  14.430   0.178  15.383  15.996  16.537   0.559   0.613   0.149   4.583  FO
 17714 5:40:02.00 -70:31:03.5  3.79768  724.10706  0.57952  15.128  15.933  16.575   0.644   0.806  13.879   0.178  14.779  15.357  15.806   0.466   0.578   0.443   4.477  FU
 17724 5:40:05.33 -70:30:11.7  2.31280  723.64504  0.36414  15.497  16.423  17.210   0.790   0.925  14.063   0.178  15.148  15.846  16.441   0.612   0.697   0.117   4.676  FO
 17739 5:40:32.16 -70:28:29.4  2.03828  724.17489  0.30926  15.477  16.209  16.853   0.646   0.732  14.343   0.178  15.128  15.632  16.084   0.468   0.504   0.088   4.606  FO
 20948 5:40:10.11 -70:27:45.8  2.02256  723.91836  0.30590  15.305  15.958  16.519   0.563   0.653  14.292   0.178  14.956  15.381  15.750   0.385   0.426   0.154   4.625  FO
 20966 5:40:13.18 -70:26:35.2  2.08029  724.31406  0.31812  15.487  16.233  16.894   0.664   0.747  14.329   0.179  15.138  15.656  16.125   0.486   0.519   0.114   5.142  FO
 20975 5:40:23.77 -70:25:44.2  3.04633  725.98704  0.48378  15.493  16.261  16.957   0.698   0.768  14.303   0.178  15.144  15.684  16.188   0.520   0.541   0.446   4.516  FU
 24980 5:40:31.29 -70:23:55.1  2.59515  724.64829  0.41416  15.042  15.747  16.334   0.590   0.704  13.951   0.173  14.703  15.186  15.587   0.417   0.483   0.097   4.582  FO
 24988 5:40:32.66 -70:23:19.1  4.11685  723.76372  0.61457  15.081  15.858  16.571   0.716   0.776  13.879   0.173  14.742  15.298  15.824   0.543   0.555   0.438   4.633  FU
 25000 5:40:11.00 -70:24:30.9  1.99024  724.92419  0.29891  15.453  16.159  16.758   0.603   0.705  14.360   0.173  15.114  15.598  16.011   0.430   0.484   0.141   4.798  FO
