HJD,mag,Band,Survey
2411298.849207,4.525203142952769,B,DASCH
2412697.847944,5.030680195665076,B,DASCH
2413875.8067779997,4.966282233928118,B,DASCH
2413877.807769,5.049678061120031,B,DASCH
2413894.748711,4.961892287644562,B,DASCH
2413948.573705,5.058240461280842,B,DASCH
2413956.582728,5.036170756175806,B,DASCH
2414168.911563,4.516199663059413,B,DASCH
2414253.7341,4.956782178452231,B,DASCH
2414961.770653,5.1275451543552695,B,DASCH
2415371.729328,5.01063047534247,B,DASCH
2415660.884147,3.9054732873154214,B,DASCH
2416009.566735,-5.982051005320572,B,DASCH
2416377.861489,4.902751675534292,B,DASCH
2416816.643711,5.0316018117171515,B,DASCH
2416820.5667009996,5.030668968180975,B,DASCH
2416820.650701,5.115571202954003,B,DASCH
2416820.746701,5.113536141264351,B,DASCH
2416820.837701,4.990599360564947,B,DASCH
2416823.637694,4.926017268088731,B,DASCH
2416855.572677,4.971181266419348,B,DASCH
2416856.556679,5.022803955175476,B,DASCH
2417563.7276790002,5.013158263191533,B,DASCH
2418644.794412,4.07854559630544,B,DASCH
2420774.782407,3.684898776234403,B,DASCH
2422609.887941,4.852210674674995,B,DASCH
2423465.596774,4.985581316742246,B,DASCH
2423486.544875,5.219280435952268,B,DASCH
2423489.538891,5.01475994399488,B,DASCH
2423490.5728970002,4.939192560288821,B,DASCH
2423527.510106,5.091104911171259,B,DASCH
2423529.516116,5.047023242307995,B,DASCH
2423667.868152,5.159749107395278,B,DASCH
2423681.879077,5.0596432552229675,B,DASCH
2423682.875071,5.070994562434508,B,DASCH
2423706.7779349997,5.038780985836698,B,DASCH
2423734.800791,5.154220694223862,B,DASCH
2423737.847778,4.981618656425053,B,DASCH
2423738.7847740003,5.03188666902806,B,DASCH
2423740.7897650003,5.108219767149818,B,DASCH
2423741.833761,5.136810395020812,B,DASCH
2423752.637723,5.100389398952404,B,DASCH
2423828.523765,4.958764631359236,B,DASCH
2423900.501147,5.081004666473849,B,DASCH
2424360.895302,4.973566946398216,B,DASCH
2424412.771075,4.939506288273134,B,DASCH
2424462.725803,5.018465013748265,B,DASCH
2424488.590128,4.940358614709043,B,DASCH
2424489.628948,4.983050641825842,B,DASCH
2424491.6311,4.975441615457851,B,DASCH
2424492.607591,5.003378803754156,B,DASCH
2424495.65826,4.8898243503402075,B,DASCH
2424501.613681,5.032954563158712,B,DASCH
2424527.712142,3.6915541080243153,B,DASCH
2424547.535353,4.9484270055694015,B,DASCH
2424637.498179,4.825663128125155,B,DASCH
2424802.830933,5.108074772212283,B,DASCH
2424824.682818,5.186361773352905,B,DASCH
2425177.4876139998,4.891470620294698,B,DASCH
2425189.578061,5.005200864031146,B,DASCH
2425201.492608,5.001321287096302,B,DASCH
2425210.5691130003,4.905125807243798,B,DASCH
2425288.277905,4.997734587103869,B,DASCH
2425332.246983,3.8906318364747183,B,DASCH
2425559.456663,4.936481604056279,B,DASCH
2425559.516568,4.889085261101091,B,DASCH
2425560.486478,5.010187470898364,B,DASCH
2425561.508675,5.0632889797032465,B,DASCH
2425562.418679,5.052332559146806,B,DASCH
2425563.546142,4.964480383122511,B,DASCH
2425564.524709,4.8473392297161295,B,DASCH
2425565.5136639997,4.900010565487307,B,DASCH
2425567.415394,4.97225108526156,B,DASCH
2425567.48638,4.883618759484862,B,DASCH
2425570.542237,5.033857252880446,B,DASCH
2425582.363304,4.870663205187895,B,DASCH
2425586.520662,4.940081456244374,B,DASCH
2425592.39138,4.988184809912676,B,DASCH
2425598.446321,4.880175771288925,B,DASCH
2425602.525426,5.090102136448395,B,DASCH
2425613.281672,4.852067925234281,B,DASCH
2425613.379672,4.8339756365683995,B,DASCH
2425614.440673,4.898854455410147,B,DASCH
2425615.323673,4.849379744755201,B,DASCH
2425615.421673,4.887347567347489,B,DASCH
2425616.412673,4.930427423843669,B,DASCH
2425617.347674,4.973583627231737,B,DASCH
2425621.285677,4.910601932417828,B,DASCH
2425621.349677,4.933729908095713,B,DASCH
2425622.411678,4.846057692602296,B,DASCH
2425623.38168,4.940196938937985,B,DASCH
2425624.348681,5.007851512634801,B,DASCH
2425642.31672,5.043865752993486,B,DASCH
2425644.343727,4.999827390140327,B,DASCH
2425645.3457299997,4.846835917643136,B,DASCH
2425649.271744,4.9535242833513315,B,DASCH
2425650.272747,5.025310891982636,B,DASCH
2425677.250871,3.637137700438557,B,DASCH
2425886.539002,4.994094315973011,B,DASCH
2425912.5568580003,5.060487882812636,B,DASCH
2425915.511843,5.154722402370555,B,DASCH
2425926.5257900003,5.068314401586928,B,DASCH
2425940.527735,5.184564092755677,B,DASCH
2425944.418565,4.944380941084601,B,DASCH
2425952.5117,4.91100515948969,B,DASCH
2425955.482694,5.043668470058566,B,DASCH
2425977.33291,4.887140340069508,B,DASCH
2425997.3586939997,5.074788810490182,B,DASCH
2426011.335732,5.093404620700438,B,DASCH
2426055.295941,5.119299369246111,B,DASCH
2426060.242969,5.047927856741289,B,DASCH
2426245.582038,5.182585168486531,B,DASCH
2426264.556929,5.057891767703185,B,DASCH
2426274.481875,5.0616285951973135,B,DASCH
2426303.576743,5.100756377289883,B,DASCH
2426304.3547400003,5.09410200785575,B,DASCH
2426308.517726,5.097882462145244,B,DASCH
2426322.342691,4.982811656807118,B,DASCH
2426323.336689,5.0426095579151955,B,DASCH
2426330.3396779997,5.00966234542769,B,DASCH
2426335.446674,5.14179764345855,B,DASCH
2426412.252895,4.965379864991644,B,DASCH
2426414.286906,5.0001751213622025,B,DASCH
2426421.248945,5.014209476488663,B,DASCH
2426426.235973,5.111507816065161,B,DASCH
2426441.229059,5.122819025119197,B,DASCH
2426444.2250759997,5.091869342445919,B,DASCH
2426452.22012,5.074526408147475,B,DASCH
2426453.220125,4.997348682436049,B,DASCH
2426454.21713,5.037195023511092,B,DASCH
2426455.2141360003,5.003685795248008,B,DASCH
2426456.214141,5.0568251567135745,B,DASCH
2426567.629253,5.041232106008612,B,DASCH
2426568.6222490002,4.999005859089381,B,DASCH
2426570.631241,5.092383882003012,B,DASCH
2426571.6112369997,5.098481368225725,B,DASCH
2426572.627233,5.058276389229965,B,DASCH
2426577.631211,4.972470502379422,B,DASCH
2426593.615133,4.962679173887424,B,DASCH
2426594.599127,5.039049803884605,B,DASCH
2426605.575037,4.956058807690854,B,DASCH
2426607.604885,5.138547447203893,B,DASCH
2426626.5179479998,4.969477255118051,B,DASCH
2426635.561898,5.029644700845688,B,DASCH
2426657.482639,5.167120111100324,B,DASCH
2426679.440709,5.154568746230999,B,DASCH
2426680.4765459998,5.022617578939396,B,DASCH
2426684.382697,5.071788505953091,B,DASCH
2426686.568693,5.0255684825464435,B,DASCH
2426689.390687,5.153196426888576,B,DASCH
2426689.545687,5.040119301941557,B,DASCH
2426710.334673,4.991936072743506,B,DASCH
2426710.408449,4.932208423607374,B,DASCH
