HJD,mag,Band,Survey
2412722.86608,4.111478052551094,B,DASCH
2413876.814076,4.292398873223533,B,DASCH
2413877.808069,4.344789279122311,B,DASCH
2413894.748947,4.491365094979567,B,DASCH
2413896.570934,4.169720753633655,B,DASCH
2413922.6937619997,4.420147058683195,B,DASCH
2413948.585799,4.288532786578885,B,DASCH
2413952.548628,4.195283194338525,B,DASCH
2413956.5826169997,4.40594301623643,B,DASCH
2414253.734363,4.542460852291209,B,DASCH
2414584.788225,4.381494709661619,B,DASCH
2414638.7128540003,4.176440177624952,B,DASCH
2414639.707847,4.4672690251383536,B,DASCH
2414961.77098,4.341239710977742,B,DASCH
2415290.868057,4.247135353933779,B,DASCH
2415309.874257,4.199898814375726,B,DASCH
2415380.627781,4.180567831641196,B,DASCH
2415726.71805,4.179888360937463,B,DASCH
2415739.6654990003,4.204356724674172,B,DASCH
2416816.643949,4.25879845619934,B,DASCH
2416820.65092,4.466075211871991,B,DASCH
2416820.7469200003,4.4455605818298665,B,DASCH
2416820.837919,4.467247594198244,B,DASCH
2416856.5566990003,4.403610890343474,B,DASCH
2417563.727834,4.302250511538546,B,DASCH
2417590.5836830004,4.4571132323271705,B,DASCH
2417933.606805,4.30512143324631,B,DASCH
2417966.59064,4.24788021648041,B,DASCH
2418630.802495,4.274988157673954,B,DASCH
2420015.8967069997,3.0061484670543743,B,DASCH
2420104.6878580004,3.1634372801656654,B,DASCH
2421204.719781,3.9535891731167325,B,DASCH
2421316.515527,4.039456356000609,B,DASCH
2421568.688207,3.0391507410449954,B,DASCH
2423465.596596,4.177474907374347,B,DASCH
2423486.544603,4.203568450736037,B,DASCH
2423487.566604,4.187888695733774,B,DASCH
2423489.538608,4.318093746148055,B,DASCH
2423490.5726099997,4.39961759183638,B,DASCH
2423529.51577,4.17812607824691,B,DASCH
2423667.8684099996,4.438859841222255,B,DASCH
2423682.875379,4.442397320118557,B,DASCH
2423683.871376,4.355635807618566,B,DASCH
2423706.778279,4.200433214100254,B,DASCH
2423734.8011040003,4.1748180203120375,B,DASCH
2423737.848082,4.351088876491973,B,DASCH
2423738.785076,4.4110650109226315,B,DASCH
2423740.790062,4.25589621234834,B,DASCH
2423741.834054,4.210889040072973,B,DASCH
2423752.637977,4.407532477627895,B,DASCH
2423828.523599,4.346357584329308,B,DASCH
2423875.526673,4.147046544242022,B,DASCH
2423900.500805,4.384359037233963,B,DASCH
2423907.4988490003,4.337729707645685,B,DASCH
2424051.819367,4.268954798521809,B,DASCH
2424053.78436,4.255247239520917,B,DASCH
2424056.833349,4.39988437956518,B,DASCH
2424065.80431,4.280029648956924,B,DASCH
2424081.749224,4.224249857453116,B,DASCH
2424084.690206,4.386594449140785,B,DASCH
2424360.895373,4.448950516946183,B,DASCH
2424408.850391,4.350537716673256,B,DASCH
2424408.895391,4.359528820316173,B,DASCH
2424412.771381,4.159462476967844,B,DASCH
2424418.800361,4.370872107013945,B,DASCH
2424462.7261220003,4.342241195294403,B,DASCH
2424489.629173,4.370997120831251,B,DASCH
2424491.631317,4.262981336099712,B,DASCH
2424492.6078029997,4.337101066735801,B,DASCH
2424493.598832,4.346127064345309,B,DASCH
2424495.658456,4.477611651786391,B,DASCH
2424501.613848,4.425308892937549,B,DASCH
2424547.535251,4.185929962758882,B,DASCH
2424549.562681,4.351473534391377,B,DASCH
2424637.497846,4.337018365287429,B,DASCH
2424802.8312770003,4.273123940640059,B,DASCH
2424824.683144,4.416247451850169,B,DASCH
2425189.5783869997,4.287976406402961,B,DASCH
2425201.4929049998,4.422614364352226,B,DASCH
2425210.569379,4.33694390650833,B,DASCH
2425288.277746,4.384121373603261,B,DASCH
2425543.552019,4.1283425538835195,B,DASCH
2425559.45698,4.25322806030469,B,DASCH
2425559.516884,4.362632734808718,B,DASCH
2425560.486792,4.332834111608845,B,DASCH
2425560.546697,4.353971887448003,B,DASCH
2425561.508986,4.403233101335132,B,DASCH
2425562.418988,4.413016325495178,B,DASCH
2425563.546449,4.320017585156358,B,DASCH
2425565.513965,4.204527073172479,B,DASCH
2425567.415689,4.30641333427702,B,DASCH
2425567.486674,4.319587043064668,B,DASCH
2425568.453811,4.360208565775548,B,DASCH
2425570.542522,4.421474403191779,B,DASCH
2425582.363544,4.369980799709897,B,DASCH
2425586.5208819997,4.18654211833022,B,DASCH
2425592.391573,4.2645210667198965,B,DASCH
2425593.316118,4.152820534067713,B,DASCH
2425593.5709740003,4.1562404175490535,B,DASCH
2425594.385752,4.324736788070756,B,DASCH
2425594.431114,4.266606187290306,B,DASCH
2425595.301641,4.336088866949085,B,DASCH
2425596.388934,4.296050100955802,B,DASCH
2425598.446482,4.46066857034023,B,DASCH
2425602.525564,4.270071954963933,B,DASCH
2425613.379749,4.2977835343039,B,DASCH
2425614.382743,4.1575433088054625,B,DASCH
2425614.4407430002,4.1162519318383355,B,DASCH
2425615.323738,4.23862891924411,B,DASCH
2425615.421737,4.275239284331137,B,DASCH
2425616.282732,4.312956914657161,B,DASCH
2425616.412732,4.324430160773803,B,DASCH
2425617.3477270002,4.432965508425179,B,DASCH
2425621.285706,4.205831887718384,B,DASCH
2425621.349706,4.152386420152672,B,DASCH
2425621.447706,4.149397628274306,B,DASCH
2425622.411701,4.271393529604028,B,DASCH
2425623.3816959998,4.335480557956742,B,DASCH
2425624.348692,4.347939352562784,B,DASCH
2425642.316624,4.133778319513378,B,DASCH
2425644.2786189998,4.334392250857072,B,DASCH
2425644.343618,4.312410425684367,B,DASCH
2425645.345616,4.392198914735095,B,DASCH
2425649.271607,4.254866428200507,B,DASCH
2425649.336607,4.130541148534253,B,DASCH
2425650.2726060003,4.256602334349388,B,DASCH
2425650.370605,4.186741041415339,B,DASCH
2425651.302604,4.2732731329539,B,DASCH
2425677.2506009997,4.19939189021544,B,DASCH
2425849.6454169997,4.300210176137852,B,DASCH
2425850.638417,4.318556159894267,B,DASCH
2425912.557196,4.310388498911714,B,DASCH
2425926.526102,4.232693647856311,B,DASCH
2425940.5280029997,4.267582119332222,B,DASCH
2425946.4769599997,4.1356972129201175,B,DASCH
2426011.335614,4.275030195287246,B,DASCH
2426055.29563,4.370004153939505,B,DASCH
2426060.242646,4.205345295475639,B,DASCH
2426245.58236,4.313465212595659,B,DASCH
2426264.5572740003,4.1724905652650035,B,DASCH
