HJD,mag,Band,Survey
2412697.848096,5.077094826763298,B,DASCH
2413847.840992,5.054018373238556,B,DASCH
2413877.807768,5.021542785318091,B,DASCH
2414253.734071,4.781523205423464,B,DASCH
2415371.729245,4.99602609185229,B,DASCH
2416494.5972619997,3.390068676524423,B,DASCH
2416816.643666,4.90053205191772,B,DASCH
2416820.7466450003,5.229369193199353,B,DASCH
2416823.637632,4.947362180785253,B,DASCH
2416855.572552,5.025318897327654,B,DASCH
2416856.556552,5.083594555219343,B,DASCH
2417590.583552,4.867832964787329,B,DASCH
2417965.606561,5.224983741653267,B,DASCH
2418630.802197,4.915749850558147,B,DASCH
2421626.57058,4.177851199010208,B,DASCH
2423465.596625,4.99573535075972,B,DASCH
2423486.5447380003,4.8500913541517034,B,DASCH
2423487.566745,4.98989299175637,B,DASCH
2423489.5387580004,5.095979549403854,B,DASCH
2423490.572765,5.214342873824737,B,DASCH
2423527.510041,5.081666954583578,B,DASCH
2423667.8682959997,4.877165177499849,B,DASCH
2423681.879204,4.93294263935163,B,DASCH
2423682.8751970003,4.918601546781091,B,DASCH
2423683.871189,5.000631200215011,B,DASCH
2423706.7780150003,5.0047813051718455,B,DASCH
2423734.800802,4.843510935436486,B,DASCH
2423737.847781,5.085709792727626,B,DASCH
2423740.789761,5.201668419345421,B,DASCH
2423741.8337540003,5.023641052255992,B,DASCH
2423752.637688,5.025175447978017,B,DASCH
2423900.501101,4.8654260255881505,B,DASCH
2423907.499153,4.970175750568806,B,DASCH
2424051.81917,4.989097296145094,B,DASCH
2424065.804064,4.859227284606794,B,DASCH
2424081.748939,4.945045858027923,B,DASCH
2424360.895449,5.068949913578587,B,DASCH
2424412.7712009996,5.032542916919597,B,DASCH
2424418.800157,4.940491341176906,B,DASCH
2424462.7258200003,5.1823856887995055,B,DASCH
2424488.590078,4.976230081602201,B,DASCH
2424489.628896,5.138961521387561,B,DASCH
2424493.598564,5.198548075791346,B,DASCH
2424494.703507,3.67374937141745,B,DASCH
2424495.658193,5.04094046746338,B,DASCH
2424501.613601,4.9449116944620775,B,DASCH
2424547.535207,4.979448726384712,B,DASCH
2424549.5626479997,4.952580471077788,B,DASCH
2424637.498149,5.010186591938017,B,DASCH
2424802.831013,4.865945068882267,B,DASCH
2424824.682845,4.8540512606404915,B,DASCH
2425177.487672,5.264867463844339,B,DASCH
2425179.516477,4.856988129914782,B,DASCH
2425189.578088,5.1154150150832,B,DASCH
2425201.492605,4.778516532671,B,DASCH
2425210.5690849996,5.024839878963684,B,DASCH
2425229.857718,3.441856453339388,B,DASCH
2425234.356623,5.067159998702519,B,DASCH
2425561.508684,5.161119322715623,B,DASCH
2425562.418686,4.926561704888254,B,DASCH
2425563.546147,5.0009936659824,B,DASCH
2425564.5247110003,4.918974258930598,B,DASCH
2425565.5136639997,5.260761546410382,B,DASCH
2425568.453511,5.212524140998967,B,DASCH
2425570.542223,4.915225363873533,B,DASCH
2425586.5206069998,5.034342437778899,B,DASCH
2425592.391312,4.935340292767013,B,DASCH
2425592.569644,3.7413860599713624,B,DASCH
2425593.31586,5.004109526744298,B,DASCH
2425594.385497,5.137791192430132,B,DASCH
2425594.430859,5.0412507407218605,B,DASCH
2425598.4462389997,5.30077110698183,B,DASCH
2425602.525335,4.99064578064253,B,DASCH
2425613.37956,5.2107784136457775,B,DASCH
2425614.317559,4.975236502736291,B,DASCH
2425614.382559,4.942438473978581,B,DASCH
2425614.4405590002,4.88998468232601,B,DASCH
2425615.3235580004,4.808503210335352,B,DASCH
2425615.421557,4.800477731542193,B,DASCH
2425616.412556,4.954639673683869,B,DASCH
2425617.347555,5.014004329874933,B,DASCH
2425622.411552,4.820855223977423,B,DASCH
2425623.381552,4.869948842694494,B,DASCH
2425624.3485520002,4.92017596743326,B,DASCH
2425644.34358,5.044485075276988,B,DASCH
2425645.345583,4.897164514395073,B,DASCH
2425849.64535,4.971221842143065,B,DASCH
2425915.511882,5.004179650421912,B,DASCH
2425940.527709,5.044563203940631,B,DASCH
2426060.242856,4.964176493839289,B,DASCH
2426245.582154,5.149547955311093,B,DASCH
2426264.557008,5.1016538037005965,B,DASCH
2426308.517693,5.025459785081763,B,DASCH
2426322.342623,4.903303057881494,B,DASCH
2426323.336619,5.024900716857503,B,DASCH
2426328.445599,5.08451801040764,B,DASCH
2426330.3395930002,4.980567183032672,B,DASCH
2426410.271749,5.153392269801624,B,DASCH
2426412.252762,4.793505068511558,B,DASCH
2426413.354769,4.913229240557359,B,DASCH
2426414.2867759997,5.047064281775507,B,DASCH
2426421.2488240004,4.968828671519858,B,DASCH
2426426.235861,5.1584968892925485,B,DASCH
2426427.254869,4.8376474432700185,B,DASCH
2426441.2289759996,5.012739862281802,B,DASCH
2426444.2249990003,5.008791803172337,B,DASCH
2426452.2200619997,4.976008823788362,B,DASCH
2426453.220069,5.114749960843917,B,DASCH
2426456.214092,5.151511418284267,B,DASCH
2426565.613413,5.129875542045291,B,DASCH
2426570.631394,4.9737062696070025,B,DASCH
2426571.61139,5.056389770299764,B,DASCH
2426572.6273849998,5.035498677960917,B,DASCH
2426577.631362,4.896500740953554,B,DASCH
2426593.610085,4.708623718854695,B,DASCH
2426593.6152729997,4.991479579987302,B,DASCH
2426594.599266,5.013180136513393,B,DASCH
2426607.605006,4.910787399619096,B,DASCH
2426626.518033,5.187567796555191,B,DASCH
2426679.440662,5.255070001343817,B,DASCH
2426680.476496,5.3081981330194665,B,DASCH
2426684.382638,5.006913193051068,B,DASCH
2426686.568628,5.081811684730981,B,DASCH
2426689.390616,5.179138226067292,B,DASCH
2426689.545615,5.072833292400939,B,DASCH
2426710.408335,5.272996367056991,B,DASCH
2426713.473555,4.883973258017728,B,DASCH
2426720.3699419997,4.872847288035847,B,DASCH
2426775.2857560003,5.178834356797634,B,DASCH
2426802.234392,5.092003953142449,B,DASCH
2426930.6444139997,4.830893476457695,B,DASCH
2426931.65441,4.761729436569462,B,DASCH
2426945.6352330004,4.9224644328392095,B,DASCH
2426946.623344,4.927683683730068,B,DASCH
2426946.629344,4.735561137240909,B,DASCH
2426948.611333,5.195377781124451,B,DASCH
2426956.619287,5.112298513922419,B,DASCH
2426960.603262,5.010420657729503,B,DASCH
2426977.615142,4.999619369980954,B,DASCH
2426989.5680509997,5.256981592007525,B,DASCH
2427059.353598,4.901199027353651,B,DASCH
2427089.359679,4.8672146596664545,B,DASCH
2427413.339645,4.953808115735184,B,DASCH
2427413.373645,4.953218628564014,B,DASCH
2427421.3116099997,5.012910528583939,B,DASCH
2427421.34361,4.9972053863940715,B,DASCH
2427422.271607,5.042051559524195,B,DASCH
2427426.295592,5.178354698034781,B,DASCH
2427426.3285919996,5.150462124715597,B,DASCH
2427426.362592,5.15511526299449,B,DASCH
2427426.37173,5.1613421815266705,B,DASCH
2427426.447592,5.0729178250534055,B,DASCH
2427426.554592,5.0801943573536965,B,DASCH
2427445.339897,4.955840101388766,B,DASCH
2427449.272552,5.066585881104525,B,DASCH
2427449.306552,5.044765890186882,B,DASCH
2427449.308197,4.963822353257368,B,DASCH
2427449.338552,5.033677383539617,B,DASCH
2427449.380552,4.990980068859098,B,DASCH
2427449.4058459997,5.030303762227586,B,DASCH
2427449.433552,4.951034227976441,B,DASCH
2427449.461552,4.913734515275506,B,DASCH
2427454.362553,5.157046385824107,B,DASCH
2427456.275554,5.179862197003748,B,DASCH
2427456.308555,5.155164253508987,B,DASCH
2427456.353554,5.138282698572309,B,DASCH
2427456.3865549997,5.1201584496045,B,DASCH
2427456.532555,5.0392578194001,B,DASCH
2427457.276555,4.878812283425161,B,DASCH
2427457.3085169997,4.8142783274560585,B,DASCH
2427457.310555,4.88182311877036,B,DASCH
2427457.348555,4.850704536081518,B,DASCH
2427457.381555,4.852488046968762,B,DASCH
2427457.40582,4.818649370027293,B,DASCH
2427457.435555,4.765413971538856,B,DASCH
2427457.468555,4.853604262220635,B,DASCH
2427457.501556,4.868290209589301,B,DASCH
2427457.503124,4.767676500790072,B,DASCH
2427457.534556,4.863848402941571,B,DASCH
2427660.634416,4.864703975848343,B,DASCH
2427670.646375,5.050623298563968,B,DASCH
2427691.631258,4.934859993605278,B,DASCH
2427700.624197,5.0411911836258065,B,DASCH
2427714.594093,4.986495675685695,B,DASCH
2427728.463985,4.80189109187546,B,DASCH
2427728.546984,4.870021527967636,B,DASCH
2427746.4818470003,5.179731555631756,B,DASCH
2427749.408825,5.274310465563499,B,DASCH
2427755.361783,5.303396742399318,B,DASCH
2427755.450782,5.251602881794969,B,DASCH
2427800.282569,5.239197715045666,B,DASCH
2427800.376569,5.213969521276348,B,DASCH
2427800.413568,5.189754758738293,B,DASCH
2427800.506568,5.19138425369434,B,DASCH
2427801.3205669997,5.282481635102385,B,DASCH
2427802.498564,5.100887566437908,B,DASCH
2427802.551564,5.095107005926701,B,DASCH
2427807.282557,5.206416016459456,B,DASCH
2427807.316557,5.1745926748006275,B,DASCH
2427807.364557,5.134246584616525,B,DASCH
2427807.398557,5.216550008572632,B,DASCH
2427807.548557,5.179748526202138,B,DASCH
2427808.315556,5.238150342673641,B,DASCH
2427810.310775,4.9861431361009805,B,DASCH
2427810.375875,4.939199336431837,B,DASCH
2427810.5732509997,4.846613347821855,B,DASCH
2427811.273554,4.903520153102598,B,DASCH
2427811.278264,4.818016655931566,B,DASCH
2427811.343364,4.837488944546646,B,DASCH
2427834.448576,4.804530495868916,B,DASCH
2428040.6453529997,5.267491818464061,B,DASCH
2428051.635291,4.86825114525748,B,DASCH
2428066.622192,4.887168848440475,B,DASCH
2428073.592605,4.992644465554231,B,DASCH
2428078.413104,5.2066407964671475,B,DASCH
2428082.610072,4.948658348123056,B,DASCH
2428125.3986380002,5.0588940501290525,B,DASCH
2428157.45959,4.918953445966922,B,DASCH
2428157.55559,4.895877953040504,B,DASCH
2428187.368356,4.84561272456824,B,DASCH
2428213.363571,5.319948171712163,B,DASCH
2428405.640354,4.909687834738163,B,DASCH
2428429.588208,4.922695296636284,B,DASCH
2428525.4479610003,4.911270260376361,B,DASCH
2428580.36363,4.8462937887795805,B,DASCH
2428631.2389060003,3.9666668595895325,B,DASCH
2428758.570408,4.876675912753761,B,DASCH
2428759.614404,4.96840280626312,B,DASCH
2428780.5853009997,4.963268728423608,B,DASCH
2428790.572383,4.828594764669629,B,DASCH
2428846.439816,5.268584979356172,B,DASCH
2428862.329559,4.725712442829803,B,DASCH
2428863.3987040003,4.966618975176433,B,DASCH
2428878.473468,4.901244495674295,B,DASCH
2428931.373579,4.833171055082643,B,DASCH
2428988.255115,4.9221394304064345,B,DASCH
2429014.241808,4.82236816633689,B,DASCH
2429016.276184,5.0915252549779195,B,DASCH
2429118.6334,4.836287876442866,B,DASCH
2429128.623389,4.9687633508338624,B,DASCH
2429129.635384,5.110264927271631,B,DASCH
2429134.636361,4.880133106119933,B,DASCH
2429134.640551,4.743718858403265,B,DASCH
2429141.641325,4.934480237068066,B,DASCH
2429142.59632,4.90600297956933,B,DASCH
2429158.613218,5.008740251062312,B,DASCH
2429160.614204,5.136422019619745,B,DASCH
2429188.5519919996,5.068271090763335,B,DASCH
2429202.384885,4.898716841285801,B,DASCH
2429203.398877,4.961419896850367,B,DASCH
2429203.455877,5.00267087065518,B,DASCH
2429204.483869,5.064747616112843,B,DASCH
2429205.5748610003,5.112232873036982,B,DASCH
2429217.447776,4.889110858051091,B,DASCH
2429219.341763,5.029265035240474,B,DASCH
2429220.399756,5.168392012622624,B,DASCH
2429221.33575,5.237592235047705,B,DASCH
2429221.537094,4.99385898203454,B,DASCH
2429224.39473,4.952069752969143,B,DASCH
2429229.4037,5.261316772241348,B,DASCH
2429247.456268,4.79703142495702,B,DASCH
2429253.34359,5.302194073298332,B,DASCH
2429254.3415599996,5.02595705481388,B,DASCH
2429339.314796,5.027614407121309,B,DASCH
2429349.241868,5.1921059832347085,B,DASCH
2429374.240847,4.9922214820924635,B,DASCH
2429501.610353,5.2451553458478335,B,DASCH
2429517.62426,4.9761599579245885,B,DASCH
2429518.630254,4.877718802333608,B,DASCH
2429519.613247,5.053595069577346,B,DASCH
2429526.598199,4.9440023280491925,B,DASCH
2429554.496987,5.295996933314179,B,DASCH
2429554.5959860003,5.1610242234816,B,DASCH
2429574.385835,5.150053550228679,B,DASCH
2429577.3838130003,5.101063355931103,B,DASCH
2429577.529154,4.936967226127533,B,DASCH
2429580.465537,4.683033699716871,B,DASCH
2429584.399764,5.249329145563315,B,DASCH
2429585.386758,4.941474673660699,B,DASCH
2429586.336751,4.901308215363086,B,DASCH
2429586.368779,4.8537963818853305,B,DASCH
2429586.417751,4.905462482912656,B,DASCH
2429600.429668,4.956468012492874,B,DASCH
2429601.389663,4.90190186512699,B,DASCH
