HJD,mag,Band,Survey
2411621.8956029997,4.644802028306619,B,DASCH
2412697.847995,4.658651911198695,B,DASCH
2413875.806866,4.809261206930633,B,DASCH
2413877.807856,4.5580512781077465,B,DASCH
2413894.748782,4.571930581568676,B,DASCH
2413948.573694,4.7210142106587085,B,DASCH
2413952.5486990004,4.445541318829414,B,DASCH
2413956.582704,4.63084196838629,B,DASCH
2414252.6060220003,4.627008888558699,B,DASCH
2414253.7341779997,4.5757639616061505,B,DASCH
2414596.887122,4.021510465420903,B,DASCH
2414961.770746,4.835151607730381,B,DASCH
2415371.729379,4.560323566736743,B,DASCH
2415380.627709,4.593072262387783,B,DASCH
2416093.677782,4.503827668663864,B,DASCH
2416377.861571,4.73174641388212,B,DASCH
2416816.6437830003,4.620377252171523,B,DASCH
2416820.566768,4.626267370139671,B,DASCH
2416820.650768,4.673822117170483,B,DASCH
2416820.837767,4.619425586832123,B,DASCH
2416823.637757,4.7057551425605935,B,DASCH
2416855.572692,4.4961903291577645,B,DASCH
2416856.556692,4.591754941406935,B,DASCH
2417563.727728,4.738562979559224,B,DASCH
2417590.583691,4.52882254337294,B,DASCH
2417965.606694,4.4529769172919575,B,DASCH
2418613.749762,3.3087764704962312,B,DASCH
2418630.802294,4.45923539279053,B,DASCH
2422609.888036,4.55599243870787,B,DASCH
2423465.596731,4.523459593965041,B,DASCH
2423486.5448040003,4.755925017910494,B,DASCH
2423490.572822,4.396296690348923,B,DASCH
2423529.51602,4.615978576918246,B,DASCH
2423667.868218,4.7458799951167,B,DASCH
2423681.8791569998,4.655466384095739,B,DASCH
2423682.875153,4.55013204151846,B,DASCH
2423683.871148,4.450450651099197,B,DASCH
2423706.7780299997,4.59432894097161,B,DASCH
2423732.678891,4.51986728246622,B,DASCH
2423734.8008810002,4.630661842454542,B,DASCH
2423737.847866,4.781232711321039,B,DASCH
2423738.7848610003,4.781568345973862,B,DASCH
2423740.7898509996,4.708354659965597,B,DASCH
2423741.833846,4.635112153808254,B,DASCH
2423752.637798,4.744317702868674,B,DASCH
2423828.523725,4.520769713384276,B,DASCH
2423875.526917,4.678403320034598,B,DASCH
2423900.50105,4.596312127480151,B,DASCH
2424051.819135,4.886258738345142,B,DASCH
2424053.784125,4.767578865484681,B,DASCH
2424056.83311,4.6380091792105285,B,DASCH
2424065.8040630003,4.746500528951571,B,DASCH
2424081.748977,4.58214672399763,B,DASCH
2424084.689961,4.599414196234731,B,DASCH
2424360.895314,4.418522729277153,B,DASCH
2424408.850174,4.456039958761327,B,DASCH
2424412.771156,4.706883631522992,B,DASCH
2424418.800126,4.648464889128707,B,DASCH
2424462.725894,4.737092251326504,B,DASCH
2424489.629016,4.718821177439682,B,DASCH
2424491.631166,4.604864806929416,B,DASCH
2424492.607656,4.547759782997344,B,DASCH
2424493.598688,4.455914771238762,B,DASCH
2424495.65832,4.528280064108494,B,DASCH
2424501.613734,4.669518008031373,B,DASCH
2424529.676566,4.521836058900222,B,DASCH
2424547.535332,4.665512007309305,B,DASCH
2424637.4980849996,4.70883589641325,B,DASCH
2424802.831028,4.755530241910081,B,DASCH
2424824.682911,4.586807782691487,B,DASCH
2425177.48771,4.764724770096139,B,DASCH
2425179.51652,4.740851479522077,B,DASCH
2425189.5781529997,4.871300480553044,B,DASCH
2425201.492694,4.798567730782547,B,DASCH
2425210.569191,4.724267885405844,B,DASCH
2425234.356757,4.710461833157159,B,DASCH
2425264.287272,4.746856878086545,B,DASCH
2425288.277868,4.654128048422853,B,DASCH
2425326.259095,3.583402470236426,B,DASCH
2425559.456754,4.590795470610493,B,DASCH
2425559.516658,4.5763595780204644,B,DASCH
2425560.486568,4.677001640075715,B,DASCH
2425560.5464729997,4.606074952980873,B,DASCH
2425561.508764,4.618823966220086,B,DASCH
2425562.418768,4.8177907702186555,B,DASCH
2425563.546231,4.752598392161001,B,DASCH
2425565.5137509997,4.618808055096115,B,DASCH
2425567.415479,4.644455886307776,B,DASCH
2425567.486465,4.645204909973961,B,DASCH
2425568.453604,4.612675067329994,B,DASCH
2425570.54232,4.582334655386419,B,DASCH
2425582.363376,4.522190906985765,B,DASCH
2425586.520729,4.811055561420725,B,DASCH
2425592.3914400004,4.640139768773217,B,DASCH
2425593.315989,4.517231739874865,B,DASCH
2425593.4932810003,4.400440487408778,B,DASCH
2425593.5708459998,4.420900391576222,B,DASCH
2425594.385627,4.528216119402724,B,DASCH
2425594.430989,4.5131056551982995,B,DASCH
2425595.301519,4.60460452495804,B,DASCH
2425596.3888169997,4.580808988744518,B,DASCH
2425598.446372,4.7451907132178786,B,DASCH
2425602.525471,4.709736826281874,B,DASCH
2425613.281701,4.729366049694075,B,DASCH
2425613.3797009997,4.796509491802443,B,DASCH
2425614.3176990002,4.730887213187683,B,DASCH
2425614.382699,4.718249878026155,B,DASCH
2425614.4406990004,4.6947515496000145,B,DASCH
2425615.323698,4.644284766672617,B,DASCH
2425615.421698,4.555408230269236,B,DASCH
2425616.282697,4.620344229084036,B,DASCH
2425616.348697,4.57401583943854,B,DASCH
2425616.412697,4.573629169105055,B,DASCH
2425617.347696,4.5633749000205475,B,DASCH
2425621.285693,4.663558541579501,B,DASCH
2425621.349693,4.634812844551666,B,DASCH
2425623.3816919997,4.813101191585606,B,DASCH
2425624.348691,4.799405016155287,B,DASCH
2425642.3167009996,4.484876319174807,B,DASCH
2425644.278704,4.70776504774901,B,DASCH
2425644.343704,4.501344632694723,B,DASCH
2425645.345706,4.633423773408006,B,DASCH
2425649.2717130003,4.787401424063623,B,DASCH
2425650.272715,4.876506119980552,B,DASCH
2425651.302717,4.650426160315552,B,DASCH
2425849.645254,4.628816752493673,B,DASCH
2425850.63825,4.653013068905335,B,DASCH
2425886.5390919996,4.501789843956026,B,DASCH
2425912.556953,4.7027455384509755,B,DASCH
2425926.52588,4.819857114865687,B,DASCH
2425940.527814,4.701840405643944,B,DASCH
2425944.4186400003,4.527607293753417,B,DASCH
2425977.332941,4.731220446161417,B,DASCH
2425997.3555400004,4.7222498745504975,B,DASCH
2425997.3586919997,4.711177833735856,B,DASCH
2426011.335707,4.743423677827434,B,DASCH
2426028.354752,4.584910756420297,B,DASCH
2426055.2958580004,4.582950085653224,B,DASCH
2426063.255873,4.581295929180008,B,DASCH
2426245.582124,4.618162603840686,B,DASCH
2426264.557024,4.819551501201489,B,DASCH
2426274.481971,4.6105213616060645,B,DASCH
2426303.576824,4.7066596749478515,B,DASCH
2426304.35482,4.665130440543886,B,DASCH
2426308.517802,4.560091204284788,B,DASCH
2426309.479897,4.801014441355452,B,DASCH
2426319.328761,4.471329348057953,B,DASCH
2426322.3427509996,4.651982148155967,B,DASCH
2426323.336748,4.6877902827577405,B,DASCH
2426328.445733,4.641228630030631,B,DASCH
2426329.340036,4.72869868311695,B,DASCH
2426329.467465,4.57452769729459,B,DASCH
2426330.339728,4.593227771108858,B,DASCH
2426335.446716,4.681644986386283,B,DASCH
2426410.2546900003,4.760381933881702,B,DASCH
2426410.271811,4.79547496853444,B,DASCH
2426412.25282,4.701838604384627,B,DASCH
2426413.354825,4.698990813403696,B,DASCH
2426414.286829,4.643672038294788,B,DASCH
2426421.248861,4.7641891956590765,B,DASCH
2426426.235886,4.639018184638202,B,DASCH
2426427.2548909998,4.53192641338684,B,DASCH
2426441.228964,4.60994916156288,B,DASCH
2426444.22498,4.70157922304291,B,DASCH
2426453.220029,4.53020380905956,B,DASCH
2426454.217034,4.60864715128623,B,DASCH
