Normed_Mag,Band,Survey
11.186963424000018,V,OGLE4
11.124060948000018,V,OGLE4
10.912542732000018,V,OGLE4
10.660241592000016,V,OGLE4
10.612546308000017,V,OGLE4
10.896644304000016,V,OGLE4
10.938809700000016,V,OGLE4
10.603560240000016,V,OGLE4
11.101941396000017,V,OGLE4
10.957473072000017,V,OGLE4
10.682361144000017,V,OGLE4
10.711393056000016,V,OGLE4
10.882819584000018,V,OGLE4
11.115766116000017,V,OGLE4
11.14548926400002,V,OGLE4
10.629135972000016,V,OGLE4
10.675448784000016,V,OGLE4
10.838580480000017,V,OGLE4
10.839271716000017,V,OGLE4
11.004477120000017,V,OGLE4
11.045260044000017,V,OGLE4
11.003785884000017,V,OGLE4
11.127517128000017,V,OGLE4
11.025214200000017,V,OGLE4
11.08327802400002,V,OGLE4
11.171064996000016,V,OGLE4
