Normed_Mag,Band,Survey
10.884184199999996,V,OGLE3/OGLE4
10.964321639999996,V,OGLE3/OGLE4
11.358791279999997,V,OGLE3/OGLE4
10.725981839999996,V,OGLE3/OGLE4
11.313195839999995,V,OGLE3/OGLE4
11.020970519999997,V,OGLE3/OGLE4
10.828226159999996,V,OGLE3/OGLE4
10.898000999999997,V,OGLE3/OGLE4
10.797138359999996,V,OGLE3/OGLE4
10.940833079999997,V,OGLE3/OGLE4
11.069329319999996,V,OGLE3/OGLE4
11.005081199999996,V,OGLE3/OGLE4
11.372608079999996,V,OGLE3/OGLE4
10.726672679999997,V,OGLE3/OGLE4
10.837207079999997,V,OGLE3/OGLE4
10.978829279999996,V,OGLE3/OGLE4
11.284180559999996,V,OGLE3/OGLE4
10.741871159999997,V,OGLE3/OGLE4
11.023733879999996,V,OGLE3/OGLE4
11.288325599999997,V,OGLE3/OGLE4
11.228913359999998,V,OGLE3/OGLE4
10.882111679999998,V,OGLE3/OGLE4
11.080382759999997,V,OGLE3/OGLE4
11.061039239999996,V,OGLE3/OGLE4
11.259310319999996,V,OGLE3/OGLE4
10.987119359999998,V,OGLE3/OGLE4
11.132886599999996,V,OGLE3/OGLE4
11.221314119999995,V,OGLE3/OGLE4
10.889020079999996,V,OGLE3/OGLE4
10.883493359999996,V,OGLE3/OGLE4
11.179172879999998,V,OGLE3/OGLE4
11.272436279999997,V,OGLE3/OGLE4
11.298688199999997,V,OGLE3/OGLE4
10.755687959999998,V,OGLE3/OGLE4
10.941523919999996,V,OGLE3/OGLE4
10.792302479999996,V,OGLE3/OGLE4
11.201970599999996,V,OGLE3/OGLE4
11.125287359999996,V,OGLE3/OGLE4
11.280035519999997,V,OGLE3/OGLE4
10.806119279999995,V,OGLE3/OGLE4
11.137031639999996,V,OGLE3/OGLE4
11.311814159999997,V,OGLE3/OGLE4
10.674859679999997,V,OGLE3/OGLE4
10.853787239999997,V,OGLE3/OGLE4
10.705256639999996,V,OGLE3/OGLE4
11.090745359999998,V,OGLE3/OGLE4
11.183317919999995,V,OGLE3/OGLE4
11.086600319999995,V,OGLE3/OGLE4
10.898000999999997,V,OGLE3/OGLE4
11.034096479999997,V,OGLE3/OGLE4
11.132195759999997,V,OGLE3/OGLE4
10.887638399999997,V,OGLE3/OGLE4
10.856550599999997,V,OGLE3/OGLE4
11.037550679999997,V,OGLE3/OGLE4
11.213714879999996,V,OGLE3/OGLE4
11.110088879999998,V,OGLE3/OGLE4
10.852405559999996,V,OGLE3/OGLE4
10.857932279999996,V,OGLE3/OGLE4
11.298688199999997,V,OGLE3/OGLE4
11.249638559999998,V,OGLE3/OGLE4
10.914581159999996,V,OGLE3/OGLE4
10.851023879999998,V,OGLE3/OGLE4
10.844115479999996,V,OGLE3/OGLE4
10.827535319999997,V,OGLE3/OGLE4
10.946359799999996,V,OGLE3/OGLE4
10.944287279999998,V,OGLE3/OGLE4
10.941523919999996,V,OGLE3/OGLE4
10.942905599999996,V,OGLE3/OGLE4
11.139104159999999,V,OGLE3/OGLE4
11.154302639999997,V,OGLE3/OGLE4
11.140485839999995,V,OGLE3/OGLE4
11.134959119999996,V,OGLE3/OGLE4
11.295233999999997,V,OGLE3/OGLE4
10.713546719999997,V,OGLE3/OGLE4
10.958794919999995,V,OGLE3/OGLE4
11.148085079999998,V,OGLE3/OGLE4
11.305596599999996,V,OGLE3/OGLE4
10.744634519999996,V,OGLE3/OGLE4
11.023733879999996,V,OGLE3/OGLE4
11.216478239999997,V,OGLE3/OGLE4
11.280726359999997,V,OGLE3/OGLE4
10.808882639999997,V,OGLE3/OGLE4
11.060348399999997,V,OGLE3/OGLE4
11.222695799999997,V,OGLE3/OGLE4
10.974684239999997,V,OGLE3/OGLE4
10.868294879999997,V,OGLE3/OGLE4
11.096962919999996,V,OGLE3/OGLE4
11.237203439999995,V,OGLE3/OGLE4
10.790229959999998,V,OGLE3/OGLE4
11.212333199999996,V,OGLE3/OGLE4
11.032023959999997,V,OGLE3/OGLE4
10.870367399999996,V,OGLE3/OGLE4
11.104562159999997,V,OGLE3/OGLE4
11.250329399999996,V,OGLE3/OGLE4
10.922180399999997,V,OGLE3/OGLE4
11.130123239999998,V,OGLE3/OGLE4
10.675550519999996,V,OGLE3/OGLE4
10.980210959999997,V,OGLE3/OGLE4
11.168810279999997,V,OGLE3/OGLE4
11.311814159999997,V,OGLE3/OGLE4
10.738416959999997,V,OGLE3/OGLE4
11.014062119999997,V,OGLE3/OGLE4
11.190917159999998,V,OGLE3/OGLE4
11.233058399999997,V,OGLE3/OGLE4
10.819936079999998,V,OGLE3/OGLE4
11.054130839999996,V,OGLE3/OGLE4
11.211642359999995,V,OGLE3/OGLE4
11.170191959999997,V,OGLE3/OGLE4
10.846878839999997,V,OGLE3/OGLE4
11.074165199999998,V,OGLE3/OGLE4
11.232367559999997,V,OGLE3/OGLE4
10.857932279999996,V,OGLE3/OGLE4
10.913199479999998,V,OGLE3/OGLE4
11.114233919999997,V,OGLE3/OGLE4
11.276581319999996,V,OGLE3/OGLE4
10.674859679999997,V,OGLE3/OGLE4
10.965703319999996,V,OGLE3/OGLE4
11.161901879999997,V,OGLE3/OGLE4
11.305596599999996,V,OGLE3/OGLE4
10.728054359999998,V,OGLE3/OGLE4
10.853787239999997,V,OGLE3/OGLE4
