    41 5:25:32.64 -70:13:02.2  3.37444  447.45002  0.52820  15.365  16.117  16.714   0.599   0.750  14.202   0.130  15.111  15.696  16.152   0.469   0.584   0.399   4.595  FU
    65 5:25:20.38 -70:15:09.4  1.67930  445.30360  0.22513  15.771  16.448  17.016   0.570   0.676  14.723   0.130  15.517  16.027  16.454   0.440   0.510   0.124   4.574  FO
  6353 5:25:28.55 -70:11:58.8  4.07697  441.58712  0.61034  15.076  15.815  16.448   0.636   0.738  13.933   0.130  14.821  15.394  15.886   0.506   0.572   0.415   4.740  FU
 13514 5:25:04.27 -70:06:29.4  5.00697  447.19159  0.69957  14.926  15.781  16.592   0.813   0.855  13.601   0.130  14.672  15.359  16.030   0.683   0.688   0.280   4.823  FU
 20960 5:25:10.65 -70:05:10.4  2.91645  446.70566  0.46485  14.754  15.361  15.799   0.441   0.606  13.814   0.130  14.499  14.939  15.237   0.311   0.439   0.090   3.697  FO
 36200 5:25:12.99 -69:56:51.2  3.47691  442.66546  0.54119  14.562  15.207  15.726   0.521   0.645  13.563   0.120  14.327  14.818  15.207   0.401   0.491   0.110   3.516  FO
 36266 5:25:29.41 -69:55:12.6  6.80634  438.53255  0.83291  14.593  15.522  16.404   0.886   0.927  13.156   0.120  14.358  15.133  15.885   0.766   0.773   0.257   5.236  FU
 44867 5:25:30.39 -69:52:15.6  7.18231  445.10551  0.85626  14.160  14.916  15.601   0.687   0.756  12.988   0.120  13.924  14.527  15.082   0.567   0.602   0.349   5.376  FU
 44876 5:25:28.93 -69:54:44.5  6.05525  442.03610  0.78213  14.606  15.430  16.160   0.733   0.824  13.329   0.120  14.371  15.042  15.642   0.613   0.670   0.414   4.898  FU
 45203 5:25:23.56 -69:52:32.6  1.15915  444.23919  0.06414  16.588  17.210  17.658   0.449   0.623  15.622   0.120  16.352  16.821  17.139   0.329   0.469   0.362   4.153  FU
 53458 5:25:15.39 -69:50:59.7  6.62008  443.59639  0.82086  14.517  15.352  16.136   0.786   0.834  13.225   0.120  14.282  14.964  15.617   0.666   0.681   0.366   5.224  FU
 53463 5:25:34.57 -69:50:08.2  5.39528  440.62897  0.73201  14.414  15.319  16.089   0.774   0.904  13.012   0.120  14.179  14.930  15.571   0.654   0.750   0.287   4.752  FO
