epoch,mag,errmag
2450471.69543,15.317,0.011
2450478.60529,15.285,0.014
2450479.67576,15.472,0.008
2450480.69878,15.542,0.007
2450481.69135,15.134,0.008
2450484.666,15.086,0.006
2450485.6572,15.294,0.007
2450490.67136,15.069,0.007
2450493.65707,15.466,0.008
2450498.64443,15.073,0.011
2450501.60939,15.559,0.008
2450515.70833,15.544,0.007
2450527.57184,15.27,0.008
2450538.60726,14.841,0.008
2450539.5539,15.022,0.006
2450541.62236,15.26,0.01
2450551.53603,15.283,0.006
2450552.54572,14.867,0.007
2450553.604,15.027,0.01
2450559.56385,14.864,0.013
2450559.57729,14.865,0.008
2450730.77769,15.154,0.008
2450821.67247,15.058,0.011
2450835.71045,15.058,0.007
2450845.6746,15.564,0.01
2450859.58858,15.558,0.011
2450881.64494,15.306,0.01
2450894.56845,15.554,0.01
2451182.73177,15.57,0.011
2451188.76682,15.421,0.008
2451190.73683,15.301,0.011
2451193.69019,15.056,0.01
2451205.64912,14.908,0.01
2451212.60575,14.927,0.01
2451220.65038,14.978,0.01
2451229.57654,15.193,0.01
2451239.54185,15.48,0.01
2451247.58674,14.994,0.007
2451291.49252,15.072,0.014
2451496.72316,15.246,0.008
2451511.79941,15.396,0.014
2451515.77327,14.997,0.01
2451524.68224,15.224,0.01
2451543.75527,14.966,0.011
2451550.74517,14.976,0.014
2451572.73004,15.079,0.007
2451573.74898,15.195,0.011
2451587.71956,15.162,0.008
2451612.64862,15.1,0.008
2451619.6661,15.093,0.011
2451622.62575,15.095,0.015
2451624.62305,15.479,0.007
2451631.60492,15.467,0.015
