epoch,mag,errmag
2450471.71028,15.283,0.013
2450478.62589,15.31,0.008
2450479.65568,15.463,0.01
2450481.67133,15.61,0.007
2450484.64597,15.266,0.008
2450485.67781,15.354,0.008
2450490.65135,15.163,0.008
2450498.66502,15.315,0.014
2450501.62999,15.614,0.01
2450515.72891,15.249,0.008
2450527.5924,15.687,0.007
2450538.63415,15.368,0.011
2450539.57446,15.506,0.013
2450541.64298,15.469,0.013
2450551.58141,15.317,0.008
2450552.56629,15.448,0.011
2450553.58395,15.61,0.01
2450559.59789,15.507,0.01
2450797.80135,15.488,0.011
2450821.69381,15.162,0.011
2450835.73176,15.279,0.015
2450845.69831,15.641,0.013
2450859.60989,15.358,0.008
2450881.66628,15.231,0.013
2450890.62001,15.513,0.01
2450894.58974,15.202,0.008
2451130.74851,15.501,0.013
2451178.80122,15.099,0.015
2451182.75307,15.667,0.015
2451190.75816,15.329,0.01
2451193.71147,15.317,0.01
2451205.67046,15.16,0.014
2451212.62708,15.225,0.013
2451220.6717,15.406,0.017
2451229.59785,15.659,0.008
2451239.56321,15.278,0.011
2451247.60802,15.462,0.013
2451496.74456,15.156,0.013
2451511.82075,15.356,0.011
2451515.7946,15.076,0.01
2451524.70357,15.311,0.007
2451543.77661,15.254,0.011
2451550.76646,15.301,0.015
2451572.75133,15.561,0.013
2451587.69877,15.408,0.008
2451618.63495,15.495,0.013
2451619.64536,15.638,0.014
2451622.60496,15.139,0.013
2451624.60232,15.387,0.011
2451631.58417,15.453,0.011
