epoch,mag,errmag
2450825.8591,15.79,0.011
2450844.80931,15.364,0.011
2450875.69842,15.739,0.01
2450900.68524,16.246,0.011
2451143.81633,16.152,0.014
2451152.83879,16.125,0.014
2451155.73476,15.753,0.014
2451156.84134,15.843,0.011
2451159.84854,16.183,0.01
2451160.79213,15.537,0.015
2451169.82927,15.689,0.008
2451205.80226,15.667,0.008
2451212.73778,15.669,0.011
2451232.71433,15.534,0.011
2451239.67922,15.764,0.011
2451258.54239,16.104,0.014
2451477.78357,15.327,0.015
2451495.79231,16.077,0.011
2451521.80015,15.544,0.013
2451522.8186,15.753,0.014
2451545.83006,16.026,0.013
2451551.79953,15.742,0.017
2451568.75619,16.218,0.011
2451576.74339,16.246,0.014
2451586.6978,15.596,0.02
2451593.68729,15.543,0.014
2451596.65297,16.168,0.015
2451615.63694,15.653,0.007
2451621.63714,15.371,0.01
2451624.65702,15.941,0.008
2451631.63907,15.875,0.014
2451658.59834,15.55,0.01
