epoch,mag,errmag
2450799.785,14.536,0.007
2450822.65545,15.01,0.014
2450825.80536,14.273,0.011
2450875.70939,14.434,0.014
2450894.63407,14.827,0.008
2451130.7945,14.591,0.014
2451143.76212,14.465,0.017
2451152.78384,14.197,0.007
2451156.77966,14.842,0.008
2451160.7363,14.176,0.008
2451166.71355,15.018,0.015
2451212.70495,14.515,0.013
2451221.71475,14.771,0.007
2451222.70893,14.894,0.006
2451233.72262,14.514,0.011
2451241.61404,14.664,0.008
2451259.6049,14.258,0.01
2451472.81679,14.313,0.008
2451477.75101,15.028,0.015
2451494.83918,14.89,0.006
2451499.74974,14.711,0.008
2451521.76686,14.294,0.017
2451524.80298,14.801,0.014
2451545.79712,14.216,0.013
2451562.68558,14.299,0.007
2451576.70915,14.911,0.01
2451583.69925,14.996,0.007
2451590.67147,14.846,0.017
2451593.64513,14.666,0.014
2451612.69278,14.464,0.007
2451618.58972,14.431,0.015
2451623.62353,14.898,0.008
2451629.6278,14.494,0.013
