epoch,mag,errmag
2450471.69811,14.381,0.011
2450478.60797,14.061,0.014
2450479.67844,14.069,0.011
2450480.70146,14.183,0.006
2450481.69403,14.291,0.011
2450484.66868,14.524,0.008
2450485.65988,14.505,0.008
2450490.67404,14.085,0.01
2450493.65975,14.39,0.007
2450498.64711,14.237,0.011
2450501.61207,14.07,0.007
2450515.71101,14.408,0.008
2450527.57452,14.484,0.011
2450538.60994,14.48,0.008
2450539.55658,14.516,0.01
2450541.62504,14.418,0.008
2450551.53871,14.517,0.008
2450552.5484,14.401,0.007
2450553.60668,14.243,0.007
2450559.56653,14.385,0.015
2450559.57997,14.375,0.008
2450730.78037,14.107,0.013
2450797.7827,14.044,0.014
2450821.67515,14.206,0.011
2450835.71313,14.48,0.01
2450845.67728,14.403,0.01
2450859.59126,14.484,0.008
2450881.64762,14.487,0.01
2450894.57113,14.207,0.011
2451182.73445,14.064,0.015
2451188.7695,14.528,0.01
2451190.73951,14.317,0.013
2451193.69287,14.052,0.007
2451205.6518,14.125,0.01
2451212.60843,14.305,0.01
2451220.65306,14.508,0.015
2451229.57922,14.341,0.007
2451239.54453,14.224,0.007
2451247.58942,14.097,0.01
2451496.72584,14.501,0.01
2451511.80209,14.055,0.01
2451515.77595,14.356,0.007
2451524.68492,14.158,0.007
2451543.75795,14.128,0.013
2451572.73272,14.543,0.011
2451587.72224,14.124,0.01
2451612.6513,14.159,0.011
2451619.66878,14.286,0.011
2451622.62843,14.067,0.011
2451624.62573,14.291,0.008
2451631.6076,14.127,0.011
