ID_OGLE,RAJ2000.0,DECJ2000.0,Survey,Band,N_epoch,HJD,mag,errmag
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,822.71891,16.149,0.015
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,826.81252,16.247,0.018
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,844.7655,16.158,0.01
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,875.63923,16.405,0.013
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,897.65666,16.379,0.011
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1090.85574,15.935,0.021
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1108.8617,15.782,0.014
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1131.74552,16.067,0.011
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1152.84924,15.794,0.014
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1153.74719,15.993,0.015
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1155.79835,16.4,0.015
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1157.81678,16.17,0.017
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1159.79219,16.321,0.017
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1194.75669,16.177,0.014
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1205.74702,16.102,0.013
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1207.76564,16.213,0.013
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1212.74756,16.037,0.011
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1214.77324,16.417,0.015
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1216.73303,16.101,0.017
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1234.68667,15.973,0.011
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1239.625,16.284,0.011
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1248.57029,15.946,0.013
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1258.55247,16.369,0.015
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1291.60278,16.356,0.02
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1471.86447,16.297,0.01
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1477.79427,15.913,0.013
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1492.83658,16.03,0.01
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1498.8194,16.241,0.008
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1521.81023,15.88,0.011
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1522.8287,16.21,0.015
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1545.8396,16.347,0.014
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1550.80936,15.82,0.014
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1551.80958,16.06,0.017
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1568.70076,16.366,0.018
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1579.74099,16.367,0.011
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1587.73369,15.751,0.011
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1593.69867,16.332,0.015
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1596.66845,16.231,0.013
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1615.64668,16.327,0.011
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1619.67848,16.38,0.014
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1622.63772,16.245,0.02
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1625.58162,16.105,0.01
OGLE-LMC-CEP-2926,05:41:18.93,-70:22:50.5,OGLE2,V,43,1631.64862,15.998,0.015
