ID_OGLE,RAJ2000.0,DECJ2000.0,Survey,Band,N_epoch,HJD,mag,errmag
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,822.69827,16.197,0.013
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,844.79856,16.054,0.014
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,875.68764,15.888,0.008
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,900.67441,16.386,0.01
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1087.86561,16.366,0.008
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1130.83927,15.757,0.011
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1143.80563,15.812,0.011
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1152.82806,15.528,0.008
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1155.72399,16.302,0.011
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1156.83061,15.87,0.01
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1159.83779,15.757,0.01
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1160.78142,16.171,0.013
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1169.81852,15.926,0.008
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1205.79149,16.149,0.008
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1212.72703,16.28,0.01
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1215.73191,16.232,0.011
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1232.70356,16.388,0.008
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1239.66845,15.893,0.013
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1258.53161,16.404,0.011
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1489.82682,16.294,0.013
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1495.7816,16.176,0.007
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1521.78939,16.24,0.013
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1522.80783,16.394,0.01
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1545.81931,15.517,0.011
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1551.7888,16.407,0.017
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1568.74541,15.67,0.01
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1576.73261,16.279,0.011
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1586.68704,16.337,0.013
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1593.67651,16.392,0.011
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1596.64222,16.394,0.013
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1615.62619,16.317,0.01
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1621.62634,16.221,0.014
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1624.64624,16.162,0.01
OGLE-LMC-CEP-2470,05:35:11.37,-69:57:46.9,OGLE2,V,34,1658.58713,15.5,0.01
