ID_OGLE,RAJ2000.0,DECJ2000.0,Survey,Band,N_epoch,HJD,mag,errmag
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,822.71637,15.125,0.015
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,826.80998,15.198,0.013
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,844.76296,15.024,0.007
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,875.63669,15.171,0.011
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,897.65412,14.485,0.008
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1090.8532,14.411,0.014
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1108.85916,14.576,0.01
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1131.74298,15.271,0.007
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1144.77007,14.983,0.017
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1152.8467,14.057,0.013
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1153.74465,14.272,0.014
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1155.79581,14.437,0.01
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1157.81424,14.616,0.011
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1159.78965,14.838,0.011
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1166.82342,15.108,0.015
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1194.75415,15.139,0.008
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1205.74448,14.555,0.01
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1207.7631,14.767,0.01
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1212.74502,15.285,0.007
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1214.7707,15.203,0.011
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1216.73049,14.723,0.011
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1221.72639,14.562,0.01
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1234.68413,14.275,0.007
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1239.62246,14.708,0.014
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1248.56775,15.158,0.007
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1258.54993,15.043,0.014
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1471.86193,15.279,0.008
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1477.79173,14.328,0.014
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1492.83404,14.195,0.004
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1498.81686,14.792,0.007
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1521.80769,15.196,0.013
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1522.82616,15.174,0.014
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1545.83706,14.641,0.013
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1550.80682,15.203,0.01
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1551.80704,15.273,0.014
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1568.69822,15.282,0.01
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1579.73845,14.8,0.01
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1587.73115,15.186,0.008
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1593.69613,14.563,0.013
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1596.66591,14.879,0.008
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1615.64414,15.214,0.007
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1619.67594,15.139,0.01
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1625.57908,14.533,0.007
OGLE-LMC-CEP-2937,05:41:27.51,-70:47:45.1,OGLE2,V,44,1631.64608,15.207,0.017
