epoch,mag,errmag
2450739.86731,13.974,0.007
2450744.77561,14.268,0.013
2450745.86026,14.218,0.011
2450750.80649,13.96,0.007
2450751.80733,13.988,0.011
2450752.86514,14.056,0.01
2450755.78936,14.244,0.004
2450766.84615,14.235,0.007
2450773.80174,13.964,0.006
2450776.82695,14.129,0.008
2450780.78733,14.21,0.004
2450782.81595,14.138,0.014
2450792.75351,14.187,0.01
2450795.83883,13.988,0.011
2450798.76314,14.049,0.015
2450817.76148,14.1,0.014
2450819.83819,13.96,0.008
2450827.69834,14.168,0.011
2450828.75796,14.137,0.011
2450829.70558,14.061,0.014
2450830.76368,13.968,0.008
2450831.60095,13.971,0.007
2450832.77055,14.0,0.014
2450833.59013,14.046,0.011
2450835.81191,14.224,0.008
2450841.76126,14.004,0.01
2450842.75118,13.965,0.007
2450846.77806,14.171,0.008
2450850.76892,14.174,0.01
2450855.71585,13.992,0.007
2450856.67786,14.069,0.008
2450857.73653,14.113,0.01
2450859.76642,14.249,0.013
2450860.6594,14.241,0.01
2450876.61156,13.984,0.01
2450876.71406,13.964,0.011
2450878.70157,13.974,0.007
2450880.63591,14.114,0.013
2450887.68015,14.014,0.008
2450893.71678,14.231,0.007
2450896.51852,14.19,0.014
2450900.572,13.969,0.014
2450919.57387,14.178,0.008
2450931.58488,14.178,0.006
2450934.53371,13.968,0.007
2450950.52687,14.168,0.013
2451079.81776,14.256,0.013
2451080.8214,14.197,0.011
2451083.83194,14.033,0.014
2451086.85538,14.036,0.008
2451093.84552,14.16,0.011
2451108.79541,13.975,0.01
2451126.77247,14.207,0.013
2451129.83678,14.014,0.008
2451131.84273,13.977,0.008
2451132.83235,14.015,0.007
2451137.81453,14.218,0.01
2451138.85584,14.178,0.015
2451142.78253,13.977,0.01
2451152.74018,14.031,0.008
2451154.75573,13.976,0.015
2451155.71198,14.014,0.01
2451157.76586,14.149,0.007
2451159.77159,14.26,0.008
2451163.83748,14.086,0.01
2451166.76986,13.994,0.015
2451167.79611,14.051,0.006
2451168.77874,14.11,0.007
2451171.74764,14.255,0.013
2451175.74504,14.045,0.006
2451179.79449,14.066,0.008
2451185.84025,14.176,0.011
2451187.79558,14.0,0.014
2451191.77074,14.121,0.013
2451192.82952,14.177,0.008
2451193.82148,14.236,0.011
2451194.69712,14.261,0.006
2451201.78562,14.0,0.006
2451202.79484,14.063,0.015
2451204.70142,14.199,0.007
2451206.80154,14.238,0.011
2451207.7118,14.182,0.013
2451211.76973,13.958,0.008
2451214.68386,14.083,0.013
2451215.58867,14.151,0.007
2451216.66509,14.236,0.015
2451217.74678,14.245,0.011
2451219.66047,14.195,0.014
2451220.76844,14.146,0.008
2451223.72293,13.959,0.01
2451226.61256,14.109,0.011
2451227.61737,14.19,0.01
2451233.57819,14.011,0.01
2451235.71598,13.986,0.01
2451240.71426,14.264,0.013
2451242.53219,14.165,0.01
2451244.66871,14.07,0.011
2451247.52653,13.994,0.008
2451248.62671,14.041,0.008
2451254.59575,14.179,0.013
2451256.63299,14.022,0.008
2451261.52601,14.137,0.01
2451264.537,14.228,0.007
2451267.55855,14.089,0.011
2451272.53883,14.099,0.007
2451274.57066,14.236,0.008
2451276.56914,14.202,0.011
2451279.55548,14.032,0.008
2451290.5368,14.105,0.015
2451315.53705,13.952,0.007
2451318.5196,14.101,0.007
2451330.5225,14.155,0.007
2451335.51565,14.169,0.01
2451431.87495,13.988,0.01
2451433.86987,14.095,0.008
2451436.78334,14.263,0.017
2451441.88034,13.983,0.014
2451443.90199,14.005,0.006
2451447.83299,14.254,0.007
2451449.87482,14.188,0.006
2451471.83084,14.248,0.014
2451476.72245,13.968,0.015
2451478.80085,14.026,0.015
2451484.78904,14.188,0.01
2451488.85303,13.951,0.01
2451491.79964,14.132,0.01
2451493.74165,14.236,0.013
2451496.63855,14.168,0.015
2451498.70561,14.036,0.015
2451500.84587,13.975,0.01
2451503.68118,14.14,0.008
2451505.78848,14.241,0.007
2451507.73944,14.176,0.007
2451508.69215,14.157,0.013
2451509.71744,14.081,0.01
2451511.71069,13.94,0.008
2451514.75907,14.117,0.007
2451517.72419,14.254,0.014
2451519.67777,14.171,0.011
2451522.75794,13.962,0.007
2451523.70288,13.977,0.006
2451525.67938,14.046,0.006
2451527.79885,14.219,0.011
2451528.80723,14.248,0.013
2451529.85043,14.235,0.013
2451531.82858,14.155,0.01
2451538.78497,14.178,0.015
2451542.80955,14.167,0.011
2451544.75145,14.036,0.015
2451547.82405,14.016,0.013
2451548.83356,14.074,0.015
2451549.84347,14.148,0.014
2451552.72004,14.246,0.014
2451553.79508,14.181,0.017
2451554.8103,14.157,0.011
2451555.85175,14.079,0.011
2451561.59167,14.166,0.011
2451562.79646,14.233,0.014
2451566.64442,14.143,0.013
2451568.66733,13.982,0.01
2451571.73057,14.053,0.017
2451575.69335,14.24,0.013
2451577.76046,14.168,0.013
2451579.73037,14.001,0.01
2451581.67833,13.975,0.013
2451584.65441,14.156,0.011
2451586.66328,14.247,0.017
2451589.76043,14.14,0.01
2451592.63714,13.951,0.013
2451593.55455,13.981,0.01
2451595.62712,14.113,0.013
2451596.74051,14.198,0.008
2451599.73238,14.188,0.007
2451600.66021,14.164,0.011
2451601.73835,14.105,0.01
2451602.71973,14.003,0.013
2451606.68632,14.089,0.007
2451609.6998,14.252,0.011
2451610.71739,14.234,0.01
2451611.69465,14.197,0.007
2451613.68537,14.083,0.011
2451615.6954,13.961,0.01
2451616.63234,13.981,0.008
2451617.67553,14.039,0.013
2451618.51684,14.095,0.015
2451620.54039,14.24,0.01
2451620.69025,14.252,0.007
2451622.68469,14.211,0.01
2451624.68276,14.136,0.008
2451625.6624,14.021,0.017
2451627.67894,13.965,0.01
2451629.6539,14.08,0.01
2451630.67089,14.141,0.008
2451634.62768,14.187,0.011
2451635.64121,14.158,0.008
2451644.56772,14.251,0.011
2451653.53473,14.142,0.01
2451654.58617,14.217,0.017
2451656.60291,14.232,0.014
2451658.53047,14.146,0.015
2451662.51552,13.981,0.011
2451665.55083,14.196,0.01
2451670.51017,14.149,0.011
2451782.90989,14.253,0.008
2451783.90102,14.209,0.01
2451813.82214,14.059,0.01
2451818.87454,14.19,0.008
2451826.87411,14.154,0.007
2451843.81014,14.117,0.007
2451844.82528,14.017,0.011
2451845.71626,13.973,0.015
2451850.72761,14.219,0.006
2451855.80186,14.067,0.007
2451860.77557,14.114,0.01
2451864.76181,14.195,0.011
2451866.80031,14.124,0.01
2451868.75839,13.95,0.01
2451869.79278,13.974,0.013
