epoch,mag,errmag
2450728.86008,13.753,0.011
2450729.84296,13.791,0.006
2450739.82763,13.844,0.01
2450742.83993,14.137,0.015
2450744.8128,13.82,0.006
2450745.82234,13.734,0.013
2450746.86042,13.797,0.015
2450752.82931,13.964,0.01
2450759.7381,14.147,0.013
2450760.79256,14.139,0.013
2450762.81329,13.73,0.007
2450769.82568,13.997,0.013
2450773.81311,13.79,0.011
2450776.83914,14.134,0.014
2450779.78003,13.713,0.007
2450781.79657,13.771,0.011
2450788.80747,13.766,0.014
2450790.82224,13.76,0.015
2450795.77899,13.969,0.01
2450798.77423,13.758,0.013
2450816.82989,13.844,0.011
2450817.77239,13.961,0.011
2450824.71976,13.757,0.01
2450826.69203,13.982,0.015
2450827.6625,14.087,0.013
2450830.60351,13.745,0.006
2450832.73438,13.782,0.008
2450833.75888,13.803,0.013
2450834.72024,13.945,0.015
2450835.68736,14.026,0.013
2450836.65625,14.135,0.017
2450837.63774,14.134,0.01
2450839.63641,13.711,0.006
2450840.75681,13.799,0.007
2450842.6689,13.911,0.006
2450844.61664,14.072,0.007
2450845.64174,14.159,0.013
2450850.71275,13.777,0.01
2450854.75023,14.157,0.008
2450855.73483,13.944,0.008
2450856.64217,13.728,0.008
2450857.70045,13.795,0.011
2450859.73022,13.866,0.01
2450860.67142,13.966,0.011
2450867.59451,13.755,0.006
2450874.70605,13.78,0.014
2450876.57524,13.805,0.014
2450876.67538,13.804,0.011
2450880.59888,14.112,0.013
2450887.64389,14.116,0.008
2450892.56102,13.782,0.013
2450895.60436,14.028,0.017
2450898.58206,13.897,0.01
2450922.5016,14.163,0.017
2450933.52579,13.727,0.01
2450951.48371,13.765,0.011
2451041.89786,14.114,0.013
2451072.84618,13.749,0.015
2451078.79832,13.81,0.008
2451080.8332,13.789,0.01
2451081.80991,13.82,0.017
2451083.87815,14.02,0.013
2451089.77514,13.767,0.014
2451090.79694,13.869,0.017
2451091.85508,13.965,0.01
2451092.85339,14.093,0.014
2451093.88022,14.157,0.014
2451102.8591,14.168,0.011
2451116.79946,13.938,0.014
2451126.70121,14.036,0.01
2451129.79997,13.857,0.015
