epoch,mag,errmag
2450739.86687,14.455,0.007
2450744.77517,14.59,0.014
2450745.85982,14.508,0.011
2450750.80605,14.568,0.008
2450751.80689,14.661,0.013
2450752.8647,14.705,0.013
2450755.78892,14.492,0.006
2450766.84571,14.412,0.011
2450773.8013,14.52,0.008
2450776.82651,14.434,0.008
2450780.78689,14.696,0.008
2450782.81551,14.554,0.014
2450792.75307,14.491,0.01
2450795.83839,14.445,0.013
2450798.7627,14.688,0.014
2450817.76104,14.693,0.015
2450819.83775,14.588,0.008
2450824.70841,14.489,0.011
2450827.6979,14.696,0.011
2450828.75752,14.608,0.013
2450830.76324,14.508,0.01
2450831.60051,14.41,0.008
2450832.77011,14.443,0.015
2450833.58969,14.449,0.01
2450835.81147,14.644,0.013
2450841.76082,14.435,0.008
2450842.75074,14.446,0.007
2450846.77762,14.682,0.007
2450850.76848,14.41,0.008
2450855.71541,14.701,0.01
2450856.67742,14.613,0.011
2450857.73609,14.541,0.01
2450859.76598,14.431,0.014
2450860.65896,14.431,0.013
2450874.69507,14.705,0.013
2450876.61112,14.515,0.011
2450876.71362,14.501,0.013
2450878.70113,14.415,0.01
2450880.63547,14.479,0.015
2450887.67971,14.436,0.01
2450893.71634,14.66,0.011
2450896.51808,14.476,0.013
2450900.57156,14.576,0.015
2450931.58444,14.608,0.007
2450934.53327,14.423,0.014
2450950.52643,14.593,0.013
2451079.81732,14.702,0.013
2451080.82096,14.672,0.01
2451086.85494,14.495,0.013
2451092.83299,14.487,0.017
2451093.84508,14.405,0.015
2451108.79497,14.68,0.008
2451126.77203,14.71,0.011
2451129.83634,14.488,0.007
2451131.84229,14.423,0.008
2451132.83191,14.444,0.007
2451137.81409,14.577,0.008
2451142.78209,14.508,0.01
2451152.73974,14.548,0.007
2451154.75529,14.718,0.013
2451155.71154,14.679,0.013
2451157.76542,14.501,0.008
2451159.77115,14.433,0.007
2451163.83704,14.677,0.008
2451166.76942,14.517,0.011
2451167.79567,14.49,0.01
2451168.7783,14.423,0.007
2451171.7472,14.567,0.014
2451175.7446,14.541,0.008
2451179.79405,14.463,0.011
2451183.84246,14.661,0.017
2451185.83981,14.496,0.01
2451187.79514,14.417,0.014
2451189.7316,14.501,0.017
2451191.7703,14.679,0.011
2451192.82908,14.682,0.01
2451193.82104,14.597,0.011
2451194.69668,14.534,0.008
2451201.78518,14.718,0.007
2451202.7944,14.636,0.015
2451204.70098,14.486,0.01
2451206.8011,14.417,0.011
2451207.71136,14.456,0.008
2451211.76929,14.676,0.008
2451214.68342,14.48,0.013
2451215.58823,14.404,0.008
2451216.66465,14.447,0.015
2451217.74634,14.506,0.013
2451219.66003,14.68,0.013
2451223.72249,14.484,0.01
2451226.61212,14.471,0.011
2451227.61693,14.539,0.01
2451233.57775,14.458,0.013
2451235.71554,14.459,0.008
2451240.71382,14.585,0.011
2451242.53175,14.482,0.01
2451244.66827,14.441,0.01
2451247.52609,14.631,0.008
2451248.62627,14.704,0.01
2451254.59531,14.471,0.01
2451256.63255,14.618,0.013
2451258.61973,14.674,0.015
2451261.52557,14.473,0.013
2451264.53656,14.506,0.015
2451267.55811,14.691,0.007
2451272.53839,14.439,0.007
2451276.5687,14.709,0.01
2451279.55504,14.494,0.01
2451301.58726,14.486,0.008
2451315.53661,14.582,0.007
2451320.5119,14.484,0.014
2451330.52206,14.537,0.008
2451431.87451,14.432,0.013
2451433.86943,14.587,0.007
2451436.7829,14.617,0.014
2451441.8799,14.465,0.007
2451443.90155,14.645,0.008
2451447.83255,14.49,0.006
2451449.87438,14.416,0.007
2451471.8304,14.635,0.014
2451476.72201,14.469,0.015
2451478.80041,14.449,0.017
2451484.7886,14.517,0.008
2451488.85259,14.482,0.008
2451493.74121,14.555,0.014
2451496.63811,14.419,0.015
2451498.70517,14.526,0.017
2451500.84543,14.693,0.008
2451503.68074,14.512,0.008
2451505.78804,14.406,0.007
2451507.739,14.497,0.008
2451508.69171,14.576,0.013
2451509.717,14.652,0.01
2451511.71025,14.598,0.008
2451512.81498,14.532,0.017
2451514.75863,14.414,0.007
2451517.72375,14.543,0.013
2451519.67733,14.705,0.011
2451522.7575,14.497,0.008
2451523.70244,14.449,0.006
2451525.67894,14.459,0.006
2451527.79841,14.604,0.017
2451528.80679,14.697,0.013
2451529.84999,14.664,0.014
2451531.82814,14.509,0.01
2451538.78453,14.703,0.015
2451542.80911,14.415,0.014
2451544.75101,14.457,0.014
