  2450739.86757   14.741    0.007
  2450744.77587   14.809    0.013
  2450745.86052   14.845    0.011
  2450746.84637   14.707    0.013
  2450747.74182   14.730    0.011
  2450750.80675   14.670    0.010
  2450751.80759   14.811    0.010
  2450752.86540   14.836    0.010
  2450755.78962   14.888    0.007
  2450759.71546   14.856    0.015
  2450766.84641   14.790    0.007
  2450773.80200   14.762    0.007
  2450776.82721   14.863    0.010
  2450780.78759   14.755    0.006
  2450782.81621   14.836    0.010
  2450788.84372   14.748    0.015
  2450792.75377   14.806    0.011
  2450795.83909   14.767    0.011
  2450798.76340   14.677    0.011
  2450817.76174   14.846    0.015
  2450819.83845   14.776    0.010
  2450824.70911   14.821    0.010
  2450827.69860   14.863    0.008
  2450828.75822   14.720    0.008
  2450829.70584   14.701    0.010
  2450830.76394   14.863    0.013
  2450831.60121   14.844    0.008
  2450832.77081   14.637    0.014
  2450833.59039   14.770    0.013
  2450834.69438   14.866    0.017
  2450835.81217   14.668    0.010
  2450837.67406   14.850    0.013
  2450841.76152   14.835    0.011
  2450842.75144   14.690    0.008
  2450846.77832   14.737    0.010
  2450850.76918   14.793    0.011
  2450855.71611   14.813    0.011
  2450856.67812   14.668    0.008
  2450857.73679   14.801    0.015
  2450858.69993   14.845    0.017
  2450859.76668   14.677    0.011
  2450860.65966   14.737    0.011
  2450874.69577   14.792    0.011
  2450876.61182   14.708    0.008
  2450876.71432   14.722    0.010
  2450878.70183   14.821    0.013
  2450880.63617   14.651    0.013
  2450887.68041   14.671    0.011
  2450892.55079   14.876    0.013
  2450896.51878   14.843    0.011
  2450900.57226   14.725    0.011
  2450919.57413   14.833    0.008
  2450931.58514   14.666    0.007
  2450934.53397   14.777    0.010
  2450950.52713   14.869    0.013
  2451079.81802   14.814    0.011
  2451080.82166   14.859    0.010
  2451083.83220   14.865    0.010
  2451084.82759   14.792    0.017
  2451086.85564   14.836    0.010
  2451093.84578   14.835    0.013
  2451106.77466   14.743    0.017
  2451108.79567   14.764    0.013
  2451126.77273   14.663    0.010
  2451129.83704   14.667    0.007
  2451131.84299   14.856    0.007
  2451137.81479   14.777    0.008
  2451138.85610   14.857    0.013
  2451142.78279   14.800    0.011
  2451152.74044   14.866    0.008
  2451154.75599   14.758    0.011
  2451155.71224   14.876    0.008
  2451157.76612   14.671    0.010
  2451159.77185   14.820    0.010
  2451163.83774   14.697    0.013
  2451164.85267   14.746    0.017
  2451166.77012   14.800    0.010
  2451167.79637   14.666    0.008
  2451168.77900   14.783    0.010
  2451171.74790   14.747    0.011
  2451175.74530   14.823    0.008
  2451179.79475   14.889    0.013
  2451181.75822   14.716    0.014
  2451187.79584   14.717    0.014
  2451189.73230   14.862    0.011
  2451191.77100   14.694    0.013
  2451192.82978   14.822    0.011
  2451193.82174   14.846    0.010
  2451194.69738   14.686    0.007
  2451201.78588   14.645    0.007
  2451202.79510   14.790    0.014
  2451204.70168   14.752    0.010
  2451206.80180   14.840    0.010
  2451207.71206   14.804    0.013
  2451211.76999   14.679    0.008
  2451214.68412   14.786    0.015
  2451215.58893   14.658    0.007
  2451216.66535   14.819    0.014
  2451217.74704   14.845    0.013
  2451219.66073   14.769    0.010
  2451220.76870   14.860    0.008
  2451221.63459   14.773    0.015
  2451223.72319   14.843    0.006
  2451226.61282   14.773    0.010
  2451227.61763   14.883    0.007
  2451233.57845   14.794    0.007
  2451235.71624   14.695    0.008
  2451240.71452   14.836    0.013
  2451242.53245   14.675    0.008
  2451244.66897   14.868    0.011
  2451247.52679   14.818    0.014
  2451248.62697   14.826    0.008
  2451254.59601   14.891    0.011
  2451256.63325   14.655    0.007
  2451258.62043   14.861    0.015
  2451261.52627   14.841    0.011
  2451264.53726   14.810    0.010
  2451267.55881   14.768    0.013
  2451272.53909   14.820    0.007
  2451274.57092   14.801    0.008
  2451276.56940   14.727    0.011
  2451278.57296   14.869    0.017
  2451279.55574   14.800    0.010
  2451290.53706   14.673    0.015
  2451301.58796   14.758    0.007
  2451315.53731   14.787    0.008
  2451320.51260   14.825    0.017
  2451330.52276   14.855    0.011
  2451431.87521   14.792    0.011
  2451433.87013   14.703    0.010
  2451436.78360   14.773    0.013
  2451439.86191   14.885    0.015
  2451441.88060   14.756    0.014
  2451443.90225   14.771    0.008
  2451447.83325   14.668    0.006
  2451449.87508   14.847    0.006
  2451471.83110   14.661    0.014
  2451478.80111   14.661    0.011
  2451484.78930   14.809    0.008
  2451488.85329   14.651    0.010
  2451491.79990   14.759    0.011
  2451493.74191   14.859    0.014
  2451496.63881   14.767    0.015
  2451500.84613   14.874    0.010
  2451503.68144   14.802    0.010
  2451505.78874   14.680    0.007
  2451507.73970   14.848    0.011
  2451508.69241   14.794    0.013
  2451509.71770   14.678    0.014
  2451511.71095   14.827    0.010
  2451512.81568   14.672    0.015
  2451514.75933   14.857    0.007
  2451517.72445   14.851    0.014
  2451519.67803   14.669    0.014
  2451522.75820   14.726    0.010
  2451523.70314   14.725    0.007
  2451525.67964   14.810    0.007
  2451527.79911   14.845    0.011
  2451528.80749   14.869    0.014
  2451529.85069   14.652    0.010
  2451531.82884   14.866    0.010
  2451538.78523   14.850    0.013
  2451542.80981   14.791    0.011
  2451544.75171   14.813    0.017
  2451547.82431   14.756    0.010
  2451548.83382   14.880    0.015
  2451549.84373   14.760    0.015
  2451552.72030   14.838    0.013
  2451554.81056   14.774    0.013
  2451555.79893   14.856    0.014
  2451555.85201   14.847    0.011
  2451561.59193   14.775    0.010
  2451562.79672   14.846    0.013
  2451566.64468   14.794    0.011
  2451568.66759   14.827    0.006
  2451575.69361   14.865    0.013
  2451577.76072   14.679    0.010
  2451579.73063   14.874    0.011
  2451581.67859   14.726    0.014
  2451584.65467   14.640    0.011
  2451589.76069   14.860    0.010
  2451592.63740   14.800    0.013
  2451593.55481   14.847    0.010
  2451595.62738   14.749    0.011
  2451596.74077   14.837    0.013
  2451599.73264   14.822    0.008
  2451600.66047   14.836    0.011
  2451601.73861   14.642    0.010
  2451602.71999   14.789    0.014
  2451606.68658   14.852    0.007
  2451609.70006   14.809    0.011
  2451610.71765   14.841    0.010
  2451611.69491   14.696    0.008
  2451613.68563   14.854    0.011
  2451615.69566   14.715    0.008
  2451616.63260   14.818    0.010
  2451617.67579   14.821    0.014
  2451618.51710   14.684    0.015
  2451620.54065   14.853    0.011
  2451620.69051   14.882    0.010
  2451622.68495   14.692    0.013
  2451624.68302   14.842    0.007
  2451625.66266   14.650    0.014
  2451627.67920   14.875    0.014
  2451629.65416   14.730    0.013
  2451630.67115   14.852    0.010
  2451633.50862   14.794    0.013
  2451634.62794   14.868    0.010
  2451635.64147   14.692    0.007
  2451644.56798   14.870    0.014
  2451653.53499   14.714    0.011
  2451654.58643   14.866    0.014
  2451656.60317   14.690    0.011
  2451662.51578   14.785    0.011
  2451665.55109   14.852    0.008
  2451670.51043   14.707    0.010
  2451782.91015   14.662    0.007
  2451783.90128   14.812    0.011
  2451790.88816   14.835    0.015
