HJD,mag,Band,Survey
-38378.104213000275,13.729667999999998,B,DASCH
-38376.09064800013,14.152553,B,DASCH
-37302.15173499985,14.987198000000001,B,DASCH
-36503.27371300012,15.048439000000002,B,DASCH
-36122.192318999674,14.567979000000001,B,DASCH
-36077.383621999994,14.775587,B,DASCH
-35746.266046999954,14.869639999999999,B,DASCH
-35699.3191180001,14.30158,B,DASCH
-35699.2796430001,14.264142000000001,B,DASCH
-35403.112991999835,13.890789000000002,B,DASCH
-35360.29256500024,14.066046,B,DASCH
-34910.49210799998,14.4173,B,DASCH
-34717.12539499998,14.843198999999998,B,DASCH
-34691.12999399984,15.202809,B,DASCH
-34684.1350730001,14.965157000000001,B,DASCH
-34628.27092400007,15.160592999999999,B,DASCH
-34339.115691999905,12.216453,B,DASCH
-34260.35360600008,15.029517000000002,B,DASCH
-33892.32028400013,14.259185999999998,B,DASCH
-33892.26661100006,12.378319,B,DASCH
-33879.39148399979,15.357834,B,DASCH
-33868.349642999936,14.588335,B,DASCH
-33622.1382840001,15.06596,B,DASCH
-33602.17960099969,15.473576999999999,B,DASCH
-33254.157263999805,14.929363,B,DASCH
-33142.44217000017,15.012094,B,DASCH
-32871.19901299989,14.541301999999998,B,DASCH
-32034.39363399986,15.273276000000001,B,DASCH
-31630.66971600009,12.630377000000001,B,DASCH
-31482.42106400011,12.512246000000001,B,DASCH
-31387.199128000066,14.377616,B,DASCH
-31387.182506999932,14.286567000000002,B,DASCH
-31369.19790400006,15.152922,B,DASCH
-31002.18229100015,14.264154000000001,B,DASCH
-30998.45260699978,10.717951,B,DASCH
-30672.209661999717,11.335643,B,DASCH
-30047.301547000185,11.309818,B,DASCH
-29960.233095999807,11.977679,B,DASCH
-28839.209937999956,12.821147999999999,B,DASCH
-28797.25022999989,14.019872,B,DASCH
-27390.1119479998,14.481595,B,DASCH
-26231.367550999857,15.381926000000002,B,DASCH
-26002.106786000077,12.671625,B,DASCH
-25587.228695000056,14.267593,B,DASCH
-25511.4100589999,15.034067000000002,B,DASCH
-25510.371243999805,15.361085999999998,B,DASCH
-25508.36910100002,15.370313000000001,B,DASCH
