HJD,mag,Band,Survey
-38378.104030000046,14.567372,B,DASCH
-38378.104030000046,14.350204000000002,B,DASCH
-38376.09045200003,15.118201999999998,B,DASCH
-37302.151677999645,14.607141,B,DASCH
-37277.133770999964,14.635835,B,DASCH
-36520.19421999995,15.013370000000002,B,DASCH
-36152.18619300006,14.820573999999999,B,DASCH
-36152.15864900034,15.001876999999999,B,DASCH
-36077.3833560003,14.783998,B,DASCH
-36077.30635600025,14.765967999999999,B,DASCH
-36051.42651899997,15.134895000000002,B,DASCH
-36051.41436100006,15.104762,B,DASCH
-36043.41754900012,15.282321,B,DASCH
-35699.297453999985,14.190832,B,DASCH
-35360.29223900009,14.562032,B,DASCH
-35038.228982000146,15.621441,B,DASCH
-34717.12516399985,15.088417999999999,B,DASCH
-34690.12565700011,14.842029,B,DASCH
-34627.27611300023,15.237232999999998,B,DASCH
-33603.11698300019,14.024655,B,DASCH
-33272.122353999875,15.082222,B,DASCH
-33179.43313700007,15.314192000000002,B,DASCH
-33179.34913800005,15.615231,B,DASCH
-33179.25313899992,15.694007999999998,B,DASCH
-33179.162140000146,15.645092000000002,B,DASCH
-33176.36216699984,15.339592999999999,B,DASCH
-33144.4274360002,15.20776,B,DASCH
-33143.44344199961,15.477310999999998,B,DASCH
-32409.41646400001,15.616172,B,DASCH
-32066.393298000097,15.53933,B,DASCH
-32034.393515999895,14.654736999999999,B,DASCH
-32033.40952000022,15.118651000000002,B,DASCH
-31369.1975159999,15.032625,B,DASCH
-26534.403574000113,16.062132000000002,B,DASCH
-26513.455554999877,15.009079000000002,B,DASCH
-26510.461546000093,15.595734,B,DASCH
-26509.427542999852,15.742407,B,DASCH
-26470.484302999917,15.790554,B,DASCH
-26332.13142400002,15.77715,B,DASCH
-26318.12047099974,15.758698999999998,B,DASCH
-26317.12447499996,15.510477999999999,B,DASCH
-26316.128479999956,15.426734,B,DASCH
-26293.221624999773,16.161070000000002,B,DASCH
-26267.32085700007,15.808498,B,DASCH
-26265.198878000025,15.452993,B,DASCH
-26262.15190900024,14.796178,B,DASCH
-26261.214918000158,15.066435999999998,B,DASCH
-26259.20993899973,15.436394,B,DASCH
-26258.165949000046,15.629951,B,DASCH
-26247.36205899995,15.301806,B,DASCH
-26171.476570999715,15.306823000000001,B,DASCH
-26124.4734459999,14.535568,B,DASCH
-26123.471439999994,14.475256,B,DASCH
-26099.499252999667,14.300568,B,DASCH
-25948.180492999963,14.474957999999999,B,DASCH
-25943.166520999745,15.411251000000002,B,DASCH
-25934.195579000283,14.783345,B,DASCH
-25918.250706000254,15.464407000000001,B,DASCH
-25639.104460999835,15.346153,B,DASCH
-25591.149455999956,14.970245000000002,B,DASCH
-25591.10445600003,14.712223000000002,B,DASCH
-25587.228471999988,15.546053,B,DASCH
-25581.19950200012,14.415089000000002,B,DASCH
-25537.273852999788,15.781685000000001,B,DASCH
-25511.409692999907,15.727632,B,DASCH
-25510.370879999828,15.519935999999998,B,DASCH
-25507.39225899987,14.940929999999998,B,DASCH
-25506.401233000215,14.796853,B,DASCH
-25498.38623900013,15.754788000000001,B,DASCH
-25452.464915000368,14.662260999999999,B,DASCH
-25362.502193999942,14.669715,B,DASCH
-25197.168626999948,15.591267000000002,B,DASCH
-25175.316821000073,15.056941,B,DASCH
-24820.483169999905,14.886123999999999,B,DASCH
-24765.643230000045,15.313649,B,DASCH
-24469.454209999647,14.516701000000001,B,DASCH
-24457.39288600022,14.16036,B,DASCH
-24456.447912999894,14.380495999999999,B,DASCH
-24439.513188000303,15.256956,B,DASCH
-24439.453284000047,15.088945,B,DASCH
-24438.49099700013,15.518551,B,DASCH
-24437.580997999758,15.645241,B,DASCH
-24436.453540999908,15.805558,B,DASCH
-24431.54619299993,13.984085,B,DASCH
-24429.457489000168,14.664609,B,DASCH
-24407.608500999864,14.889563,B,DASCH
-24401.553607000038,15.606697,B,DASCH
-24386.62037499994,15.570661999999999,B,DASCH
-24385.682382000145,15.871234,B,DASCH
-24385.617382999975,14.941783,B,DASCH
-24384.676390000153,15.348638000000001,B,DASCH
-24384.578391000163,15.13352,B,DASCH
-24383.717397000175,15.34856,B,DASCH
-24383.65139799984,14.834868,B,DASCH
-24383.58739800006,14.989631,B,DASCH
-24378.714432000183,14.883498000000001,B,DASCH
-24378.552433000412,14.772028,B,DASCH
-24377.58844000008,14.992085000000001,B,DASCH
-24376.61844599992,15.573360000000001,B,DASCH
-24357.68354099989,15.090969,B,DASCH
-24354.65455099987,14.452454999999999,B,DASCH
-24350.728560999967,15.563464000000002,B,DASCH
-24349.727563000284,15.747046,B,DASCH
-24348.697565999813,15.442823,B,DASCH
-24150.35441099992,15.284288,B,DASCH
-24149.36141199991,15.432623999999999,B,DASCH
-24113.4605419999,15.135045000000002,B,DASCH
-24087.4427459999,15.173957999999999,B,DASCH
-24053.523081999738,14.259974,B,DASCH
-24040.71020699991,14.566234,B,DASCH
-24022.667127000168,15.455109,B,DASCH
-24002.64149700012,14.418301000000001,B,DASCH
-23988.66455299966,14.751497,B,DASCH
-23944.704510999843,15.864347,B,DASCH
-23939.75748600019,14.704845,B,DASCH
-23754.417504999787,15.994291,B,DASCH
-23735.442633000202,14.997570000000001,B,DASCH
-23725.517715999857,15.166895000000002,B,DASCH
-23697.45229799999,14.840262,B,DASCH
-23696.422999000177,14.946982,B,DASCH
-23695.64500699984,15.243023,B,DASCH
-23691.482048999984,15.983825,B,DASCH
-23690.519960999954,15.911704,B,DASCH
-23687.615087999962,15.067754999999998,B,DASCH
-23680.67115700012,15.722691000000001,B,DASCH
-23677.657186000142,15.862465,B,DASCH
-23676.663195999805,15.536399,B,DASCH
-23671.554244,14.943806,B,DASCH
-23669.66026100004,15.247407999999998,B,DASCH
-23664.553306000307,15.514973000000001,B,DASCH
-23658.66835499974,15.020247,B,DASCH
-23589.728550000116,15.768139000000001,B,DASCH
-23587.747543999925,15.198007999999998,B,DASCH
-23586.64553999994,14.952805999999999,B,DASCH
-23585.71353700012,14.417598000000002,B,DASCH
-23578.751508000307,15.421041,B,DASCH
-23573.76448199991,14.923055999999999,B,DASCH
-23572.74547700025,14.389047,B,DASCH
-23558.77138499962,14.736502,B,DASCH
-23555.77536199987,15.292556,B,DASCH
-23547.78029699996,14.358244000000001,B,DASCH
-23545.78328000009,14.749295000000002,B,DASCH
-23544.786270999815,14.929768,B,DASCH
-23543.78626300022,15.245191,B,DASCH
-23434.38642100012,14.519323000000002,B,DASCH
-23432.370418000035,14.655149,B,DASCH
-23431.37741700001,14.850975,B,DASCH
-23429.368414000142,15.696022,B,DASCH
-23427.37241199985,15.762602,B,DASCH
-23426.364411999937,15.758745000000001,B,DASCH
-23422.368410999887,15.152215,B,DASCH
-23408.362339999992,14.338638000000001,B,DASCH
-23406.389620999806,14.335069,B,DASCH
-23406.384434000123,14.981986,B,DASCH
-23405.400435999967,15.127323,B,DASCH
-23394.42450800026,14.592137,B,DASCH
-23394.375479000155,14.864376000000002,B,DASCH
-23373.481606999878,15.377212,B,DASCH
-23364.437679999974,15.851754999999999,B,DASCH
-23342.517033999786,15.02048,B,DASCH
-23320.559106000233,14.392291,B,DASCH
-23315.6171550001,15.597731,B,DASCH
-23313.43117599981,15.665298000000002,B,DASCH
-23310.609203000087,15.59586,B,DASCH
-23310.45420499984,15.295107000000002,B,DASCH
-23289.665384000167,15.540427,B,DASCH
-23289.591607999988,15.224063000000001,B,DASCH
-23288.61235299986,15.452971,B,DASCH
-23286.526407000143,15.817105999999999,B,DASCH
-23205.760102999862,14.506077,B,DASCH
-23072.39342899993,15.682372,B,DASCH
-23071.36342599988,15.381124,B,DASCH
-23069.355421999935,14.950475,B,DASCH
-23068.345420000143,14.915807000000001,B,DASCH
-23054.383411000017,14.373663,B,DASCH
-23054.364527000114,14.437197,B,DASCH
-23053.37641200004,14.676023,B,DASCH
-23053.37041199999,14.369995999999999,B,DASCH
-23051.38841400016,15.016086999999999,B,DASCH
-23050.381415000185,15.229147,B,DASCH
-23049.39741599979,15.537063,B,DASCH
-23043.389427999966,14.981691,B,DASCH
-23043.380427999888,15.202307999999999,B,DASCH
-23039.398438999895,14.682766,B,DASCH
-23039.396439000033,15.140135,B,DASCH
-23026.452491999604,14.827662,B,DASCH
-23023.403508000076,15.412079,B,DASCH
-23019.445530999918,15.241385999999999,B,DASCH
-23011.43658400001,15.677751999999998,B,DASCH
-23010.46659100009,15.566347,B,DASCH
-23010.431590999942,15.795748000000001,B,DASCH
-22988.545775000006,14.81589,B,DASCH
-22960.608052999713,15.516347,B,DASCH
-22959.613063000143,15.2151,B,DASCH
-22940.646246999968,14.653745,B,DASCH
-22929.674343000166,15.172058999999999,B,DASCH
-22689.42241099989,14.867192999999999,B,DASCH
-22635.533036000095,15.108509,B,DASCH
-22600.54929300025,14.325451999999999,B,DASCH
-22586.660140000284,14.728804,B,DASCH
-22586.6261400003,14.805713,B,DASCH
-22578.68821699964,15.82893,B,DASCH
-22578.65621699998,15.699007,B,DASCH
-22577.728225999977,15.570523000000001,B,DASCH
-22577.69334599981,15.199402,B,DASCH
-22573.73626299994,14.575161999999999,B,DASCH
-22573.704263000283,14.789693,B,DASCH
-22573.671262999997,14.793529000000001,B,DASCH
-22573.63726300001,14.773163,B,DASCH
-22573.552263999823,14.726496,B,DASCH
-22573.44526500022,14.749737,B,DASCH
-22556.69199799979,15.082291,B,DASCH
-22550.727444000077,15.232672,B,DASCH
-22550.69344400009,15.073626,B,DASCH
-22550.66144399997,15.209764999999999,B,DASCH
-22550.61944400007,15.131407999999999,B,DASCH
-22550.566445000004,14.998437,B,DASCH
-22550.53844500007,15.052378,B,DASCH
-22545.63747500023,15.366610000000001,B,DASCH
-22543.724484999664,15.739253,B,DASCH
-22543.691486000083,15.648685,B,DASCH
-22543.646486000158,15.622314999999999,B,DASCH
-22543.61348599987,15.552273999999999,B,DASCH
-22543.46748699993,15.695867000000002,B,DASCH
-22542.72349100001,15.9348,B,DASCH
-22542.689491000026,16.014816,B,DASCH
