HJD,mag,Band,Survey
-36822.37933699973,12.891599000000001,B,DASCH
-36123.18575099995,15.483108999999999,B,DASCH
-36098.234904999845,16.05455,B,DASCH
-36043.41726100026,15.689601000000001,B,DASCH
-35415.21165099973,15.259563,B,DASCH
-35361.28694900032,15.511873000000001,B,DASCH
-33179.34888399998,15.867356,B,DASCH
-33179.25288499985,15.683503,B,DASCH
-32033.409218000248,15.232484,B,DASCH
-28795.280022999737,14.864410999999999,B,DASCH
-26332.13162200013,15.278865,B,DASCH
-26293.221624999773,15.818235000000001,B,DASCH
-25943.166602999903,15.318987,B,DASCH
-25639.104770999867,15.862743,B,DASCH
-25591.149604999926,15.366076000000001,B,DASCH
-25591.104605,15.066716,B,DASCH
-25581.19960099971,15.278564999999999,B,DASCH
-25537.273716999684,15.430036,B,DASCH
-25507.392000999767,15.574971,B,DASCH
-25498.38595600007,15.670891000000001,B,DASCH
-25233.39491100004,16.037373000000002,B,DASCH
-24401.553321999963,15.237185,B,DASCH
-24357.683247999754,15.550384,B,DASCH
-24348.69729299983,15.704197,B,DASCH
-24149.361645000055,15.609814000000002,B,DASCH
-24053.522847000044,15.742916000000001,B,DASCH
-24047.487886999734,16.012493,B,DASCH
-23687.450379000045,15.734043,B,DASCH
-23671.5539599997,15.795179000000001,B,DASCH
-23670.65965999989,14.960367999999999,B,DASCH
-23670.62780299969,15.209976000000001,B,DASCH
-23670.595945000183,15.241168,B,DASCH
-23670.532232000027,14.943851,B,DASCH
-23670.436660999898,15.014996,B,DASCH
-23555.775373000186,15.198198999999999,B,DASCH
-23408.362530000042,14.984746,B,DASCH
-23312.545308000408,15.850387,B,DASCH
-23284.529498000164,15.076679,B,DASCH
-23284.463014000095,15.084047,B,DASCH
-23054.38364699995,15.213984,B,DASCH
-23054.36476300005,15.241904000000002,B,DASCH
-23023.40360099962,15.080865,B,DASCH
-22949.459902000148,14.953312,B,DASCH
-22929.67403799994,15.042615,B,DASCH
-22626.475197999738,14.979847,B,DASCH
-22574.627869999968,15.898938000000001,B,DASCH
-22574.562770999968,15.655417000000002,B,DASCH
-22574.49767199997,15.922539000000002,B,DASCH
-22573.65797400009,13.50435,B,DASCH
-22554.592104999814,14.280012,B,DASCH
-22543.64617599966,15.630581,B,DASCH
-22542.6511830003,15.310556,B,DASCH
-22542.618183000013,15.360971,B,DASCH
-22542.56418300001,15.252398999999999,B,DASCH
-22542.53118300019,15.275001000000001,B,DASCH
-22542.498184000142,15.464934,B,DASCH
-22542.465183999855,15.384591,B,DASCH
-22526.696215000004,16.693579,B,DASCH
-22521.698809999973,15.852189000000001,B,DASCH
-22483.715395000298,13.186903,B,DASCH
-22341.353716999758,16.03475,B,DASCH
-22339.400708000176,16.122559,B,DASCH
-22335.346959999762,13.242207,B,DASCH
-22318.439631999936,16.192759,B,DASCH
-22305.372607000172,15.820032999999999,B,DASCH
-22273.540628999937,15.816987,B,DASCH
-22250.580800999887,15.009592000000001,B,DASCH
-22249.587691000197,15.542971,B,DASCH
-22243.698749000207,16.344217,B,DASCH
-22223.5208709999,16.494198,B,DASCH
-22200.570029000286,14.064267999999998,B,DASCH
-22199.618034999818,13.574839,B,DASCH
-22199.528036000207,15.745201000000002,B,DASCH
-22197.685049000196,14.247345999999999,B,DASCH
-22197.50105000008,15.348291,B,DASCH
-22104.769390999805,14.194695000000001,B,DASCH
-21965.407670999877,15.798035999999998,B,DASCH
-21965.348670999985,15.963119,B,DASCH
-21964.36366699962,15.894096,B,DASCH
-21928.39660099987,16.156031,B,DASCH
-21874.638627000153,15.202862,B,DASCH
-21874.503581000026,15.099070999999999,B,DASCH
-21874.42393800011,15.257983,B,DASCH
-21868.660585999954,15.714454000000002,B,DASCH
-21865.69234099984,15.295017000000001,B,DASCH
-21865.486655999906,15.638160000000001,B,DASCH
-21864.64105999982,14.8934,B,DASCH
-21864.57319100015,15.052631,B,DASCH
-21863.66318800021,14.931154000000001,B,DASCH
-21842.492979000323,15.093063,B,DASCH
-21833.684040000197,13.912703,B,DASCH
-21829.52706799982,13.981176999999999,B,DASCH
-21817.723147000186,14.016870999999998,B,DASCH
-21786.70146800019,16.045395000000003,B,DASCH
-21723.769989999942,13.570828,B,DASCH
-21620.37076599989,15.875148000000001,B,DASCH
-21591.407641000114,15.282051999999998,B,DASCH
-21576.393608999904,16.022591000000002,B,DASCH
-21543.474628000055,15.946632000000001,B,DASCH
-21513.60974700004,16.029799,B,DASCH
-21511.54575800011,15.751972,B,DASCH
-21488.525069999974,14.984345999999999,B,DASCH
-21488.49321300024,15.212926000000001,B,DASCH
-21452.719145999756,14.16731,B,DASCH
-21452.65414599981,14.100582999999999,B,DASCH
-21241.38169799978,16.159433,B,DASCH
-21238.442684999667,15.229682,B,DASCH
-21237.427680999972,15.183222,B,DASCH
-21237.405102000106,14.72458,B,DASCH
-21236.36367700016,15.352473000000002,B,DASCH
-21223.466634000186,15.830939,B,DASCH
-21219.410215000156,15.841341,B,DASCH
-21219.37162400037,15.865291000000001,B,DASCH
-21217.372618999798,15.619925,B,DASCH
-21216.389616999775,15.422765,B,DASCH
-21195.436939999927,15.031533,B,DASCH
-21156.528293999843,15.680210999999998,B,DASCH
-21153.655617999844,15.228515,B,DASCH
-21153.59771999996,15.168675,B,DASCH
-21135.599820999894,15.730641,B,DASCH
-21124.621891999617,16.013645,B,DASCH
-21121.596913000103,15.368782000000001,B,DASCH
-21093.55874000024,16.20179,B,DASCH
-21080.65664799977,15.371156,B,DASCH
-20895.341797000263,15.766136,B,DASCH
-20886.377747000195,16.370192000000003,B,DASCH
-20871.420677999966,15.247098999999999,B,DASCH
-20865.401655999944,16.098233999999998,B,DASCH
-20841.423603999894,15.857394000000001,B,DASCH
-20839.433602999896,14.964222,B,DASCH
-20831.44324199995,15.526357999999998,B,DASCH
-20796.63668200001,15.735898,B,DASCH
-20782.598649000283,16.159285,B,DASCH
-20780.61173899984,15.759964000000002,B,DASCH
-20780.481540000066,16.034622,B,DASCH
-20779.61655299971,15.779785999999998,B,DASCH
-20779.471118999645,15.907877,B,DASCH
-20778.67538499972,14.75756,B,DASCH
-20777.470356999896,15.356024,B,DASCH
-20776.704402999952,15.522576999999998,B,DASCH
-20770.680818999652,15.881542000000001,B,DASCH
-20770.6328189997,16.093135999999998,B,DASCH
-20695.632295999676,15.775124,B,DASCH
-20650.758396000136,15.571794,B,DASCH
-20413.700769999996,15.253848999999999,B,DASCH
-20413.617769999895,15.321985,B,DASCH
-20402.681836000178,15.182698,B,DASCH
-20397.599868999794,16.08075,B,DASCH
-20394.43489000015,16.256987,B,DASCH
-20328.63330299966,15.039691,B,DASCH
-20325.728316000197,15.776501000000001,B,DASCH
-20309.761369999964,15.725802999999999,B,DASCH
-20309.703370000236,15.588029,B,DASCH
-20131.392643999774,15.307916,B,DASCH
-20043.496799000073,16.024269,B,DASCH
-20037.729834000114,15.183569,B,DASCH
-20029.55388699984,15.792454999999999,B,DASCH
-20011.722009999678,15.959447,B,DASCH
-20005.716050999705,15.070954,B,DASCH
-20005.61805200018,15.214139000000001,B,DASCH
-19955.660334999673,16.203218,B,DASCH
-19942.736374000087,15.200182,B,DASCH
-19941.727376000024,15.423542000000001,B,DASCH
-19919.764395999722,15.716379000000002,B,DASCH
-19882.755305000115,16.026344,B,DASCH
-19856.721870999783,13.51089,B,DASCH
-19794.36276699975,15.693280999999999,B,DASCH
-19793.397762000095,15.811444,B,DASCH
-19686.551750999875,16.303576,B,DASCH
-19685.613756000064,16.219334,B,DASCH
-19681.65677900007,15.267856,B,DASCH
-19681.558779000305,15.288215,B,DASCH
-19681.445779999718,15.132107000000001,B,DASCH
-19680.55978500005,15.355801999999999,B,DASCH
-19680.485785000026,15.56468,B,DASCH
-19677.553802999668,16.026595999999998,B,DASCH
-19674.696820000187,15.952663000000001,B,DASCH
-19674.614821000025,15.846264000000001,B,DASCH
-19648.687994000036,15.659668,B,DASCH
-19634.719091000035,16.111960999999997,B,DASCH
-19632.7191039999,15.873762,B,DASCH
-19632.66310499981,15.999355,B,DASCH
-19627.729136999696,15.617425,B,DASCH
-19627.674138000235,15.565026999999999,B,DASCH
-19626.73014399968,15.586576999999998,B,DASCH
-19626.67514399998,15.598753,B,DASCH
-19619.730188000016,15.223979,B,DASCH
-19619.606188999955,15.240875,B,DASCH
-19394.415626999922,16.217942999999998,B,DASCH
-19359.531611999962,15.545114000000002,B,DASCH
-19359.463611999992,15.456114999999999,B,DASCH
-19359.395612000022,15.218657,B,DASCH
-19358.52861399995,14.991388,B,DASCH
-19358.45861400012,15.198893,B,DASCH
-19358.39261400001,14.900825,B,DASCH
-19352.42962699989,16.146776000000003,B,DASCH
-19351.53062900016,16.164944000000002,B,DASCH
-19351.46262900019,15.985935000000001,B,DASCH
-19334.51768699987,15.733433999999999,B,DASCH
-19334.507687000092,15.738135999999999,B,DASCH
-19334.412686999887,15.943564000000002,B,DASCH
-19330.548704999965,16.000462,B,DASCH
-19327.619719000068,14.931045999999998,B,DASCH
-19327.554718999658,14.751151,B,DASCH
-19327.489718999714,15.294076,B,DASCH
-19327.42472000001,15.083886999999999,B,DASCH
-19326.555724000093,15.224554999999999,B,DASCH
-19326.49072400015,15.304920000000001,B,DASCH
-19326.42572499998,15.389998,B,DASCH
-19322.57674399996,15.972407999999998,B,DASCH
-19320.46975600021,16.189857,B,DASCH
-19319.45976100024,15.975467000000002,B,DASCH
-19319.42476100009,15.739120000000002,B,DASCH
-19304.497851999942,15.389909,B,DASCH
-19304.429851999972,15.725692,B,DASCH
-19298.636890000198,15.862698000000002,B,DASCH
-19298.48389100004,15.57854,B,DASCH
-19274.527056000195,15.276944,B,DASCH
-19274.427056999877,15.247511,B,DASCH
-19249.72221599985,16.16531,B,DASCH
-19232.728304000106,15.391604999999998,B,DASCH
-19190.763396000024,15.344988,B,DASCH
-18951.654775999952,15.150727999999999,B,DASCH
-18939.451849999838,15.447826999999998,B,DASCH
-18923.664956000168,16.239732999999998,B,DASCH
-18891.603172999807,16.211388,B,DASCH
-18890.507179999724,15.966244,B,DASCH
-18804.64075900009,13.852423000000002,B,DASCH
-18790.64915899979,12.924164999999999,B,DASCH
-18715.347866999917,16.179741,B,DASCH
-18704.35580000002,15.997576,B,DASCH
-18696.40175600024,16.081701000000002,B,DASCH
-18682.358688000124,15.80478,B,DASCH
-18678.418672000058,15.379053,B,DASCH
-18669.36264100019,15.132112,B,DASCH
-18563.627919999883,15.523653,B,DASCH
-18475.750386000145,16.073139,B,DASCH
-18470.68939199997,15.341248,B,DASCH
-18389.78261400014,14.014351999999999,B,DASCH
-18342.34481899999,15.559729,B,DASCH
-18330.411751999985,16.098866,B,DASCH
-18329.40674600005,16.191153,B,DASCH
-18325.407726000063,15.120614999999999,B,DASCH
