HJD,mag,Band,Survey
-38378.104110999964,14.741833999999999,B,DASCH
-37302.15175200021,14.857338,B,DASCH
-37277.13385199988,14.757794,B,DASCH
-36880.162239999976,14.40961,B,DASCH
-36152.1862639999,14.531863000000001,B,DASCH
-36152.15872000018,14.682799,B,DASCH
-36123.18596199993,15.021906,B,DASCH
-36122.31596899964,14.715845000000002,B,DASCH
-36122.19197000004,14.387317000000001,B,DASCH
-36105.251120000146,14.362596,B,DASCH
-36077.38333699992,14.920229,B,DASCH
-36077.30633699987,14.966022,B,DASCH
-36051.426467999816,15.226745999999999,B,DASCH
-36051.41430900013,13.906854000000001,B,DASCH
-36047.451479999814,14.341316,B,DASCH
-36043.41749000037,14.918228,B,DASCH
-35747.393845000304,14.017869000000001,B,DASCH
-35746.26569500007,13.512564000000001,B,DASCH
-35699.3188860002,13.932807999999998,B,DASCH
-35386.29115699977,14.195874,B,DASCH
-35107.11297799973,14.966216000000001,B,DASCH
-35059.26537200017,14.722339999999999,B,DASCH
-35038.22903699987,14.451487,B,DASCH
-34717.125245000236,13.757615,B,DASCH
-34709.131893999875,14.474105999999999,B,DASCH
-34690.125727999955,14.831757999999999,B,DASCH
-34628.270600999705,13.924817000000001,B,DASCH
-34627.3207779997,14.365388000000001,B,DASCH
-34627.2761090002,14.370559,B,DASCH
-34380.11453999998,14.87568,B,DASCH
-34378.09853300033,14.508564999999999,B,DASCH
-34298.48080999963,13.354157,B,DASCH
-34297.46733100014,14.666197,B,DASCH
-34273.282025999855,13.81623,B,DASCH
-33986.167856000364,10.089359,B,DASCH
-33986.16335499985,14.640054999999998,B,DASCH
-33920.308741000015,11.093368,B,DASCH
-33892.31997699989,14.768707999999998,B,DASCH
-33879.39122400014,14.308527999999999,B,DASCH
-33869.44905399997,9.853010000000001,B,DASCH
-33679.13414500002,11.521519,B,DASCH
-33622.13813900016,14.015588000000001,B,DASCH
-33563.27611600002,15.165092000000001,B,DASCH
-33272.122433000244,14.238789,B,DASCH
-33183.35611800011,14.935026,B,DASCH
-33179.34915299993,14.524039000000002,B,DASCH
-33179.25315300003,14.597570000000001,B,DASCH
-33179.16215400025,14.646935999999998,B,DASCH
-33176.36217799969,15.033251000000002,B,DASCH
-33144.42740199994,14.865454999999999,B,DASCH
-33143.44340700004,15.085532,B,DASCH
-32924.09610700002,15.111246,B,DASCH
-32918.11422500014,13.864633999999999,B,DASCH
-32905.123425999656,13.593347,B,DASCH
-32475.2483620001,13.445585000000001,B,DASCH
-32436.272253999952,15.242644,B,DASCH
-32409.416424999945,14.291595000000001,B,DASCH
-32066.393288999796,14.975320000000002,B,DASCH
-32034.393463999964,14.442008,B,DASCH
-32033.409467999823,14.947795999999999,B,DASCH
-31369.197552000172,14.253263,B,DASCH
-31352.195292999968,13.370417999999999,B,DASCH
-29571.171546000056,14.123807999999999,B,DASCH
-28812.204640999902,13.788451,B,DASCH
-28797.306671000086,14.491168,B,DASCH
-28797.18132099975,11.086464,B,DASCH
-28795.271982999984,14.609967999999999,B,DASCH
-28663.50540299993,14.408520999999999,B,DASCH
-27999.42350200005,14.22645,B,DASCH
-27390.111690000165,14.658083999999999,B,DASCH
-26534.403504000045,14.770979,B,DASCH
-26513.4554750002,14.140082999999999,B,DASCH
-26510.46146599995,14.58484,B,DASCH
-26509.427461999934,14.566407,B,DASCH
-26470.484234999865,14.34285,B,DASCH
-26332.131504000165,14.168318,B,DASCH
-26318.120552000124,15.026105,B,DASCH
-26317.12455700012,14.421959,B,DASCH
-26316.128560999874,14.283225,B,DASCH
-26293.221698000096,15.004554,B,DASCH
-26267.320908000227,14.028132999999999,B,DASCH
-26265.198927000165,14.639856,B,DASCH
