epoch,mag,errmag
2450822.70718,15.339,0.015
2450825.85722,14.941,0.01
2450844.80743,15.086,0.007
2450875.69654,14.984,0.008
2450900.68336,15.022,0.008
2451143.81445,15.333,0.015
2451152.83691,15.19,0.011
2451155.73288,15.159,0.011
2451156.83946,15.011,0.014
2451159.84666,14.814,0.01
2451160.79025,14.898,0.01
2451169.82739,14.806,0.008
2451205.80038,15.166,0.01
2451212.7359,15.113,0.007
2451232.71245,15.126,0.01
2451239.67734,14.748,0.01
2451258.54051,14.804,0.013
2451477.78169,15.073,0.015
2451495.79043,15.328,0.008
2451521.79827,14.805,0.013
2451522.81672,14.94,0.01
2451545.82818,15.332,0.013
2451568.75431,14.986,0.01
2451576.74151,15.308,0.011
2451586.69592,15.315,0.015
2451593.68541,15.006,0.013
2451596.65109,15.351,0.013
2451615.63506,15.281,0.008
2451621.63526,14.776,0.011
2451624.65514,15.132,0.007
2451631.63719,14.803,0.014
2451658.59646,15.045,0.008
