epoch,mag,errmag
2450799.81505,14.002,0.008
2450825.8356,14.62,0.007
2450875.67472,13.98,0.01
2450900.6614,14.54,0.006
2451087.85328,14.467,0.007
2451090.82072,14.023,0.01
2451130.82684,14.533,0.011
2451143.79315,14.127,0.011
2451152.81555,14.427,0.008
2451154.84856,14.166,0.008
2451156.81805,14.063,0.008
2451159.82525,14.556,0.008
2451169.80587,14.443,0.008
2451212.67146,14.406,0.01
2451221.67466,14.095,0.013
2451222.67546,14.358,0.008
2451233.6891,14.342,0.01
2451241.58053,14.114,0.013
2451259.57135,14.699,0.007
2451472.78341,14.528,0.007
2451495.80226,14.724,0.008
2451499.71634,14.106,0.007
2451499.83806,14.113,0.006
2451521.73343,14.135,0.01
2451524.76958,14.325,0.007
2451550.66952,14.752,0.013
2451562.65204,14.504,0.013
2451576.67565,14.008,0.008
2451583.6658,14.66,0.008
2451590.63793,14.431,0.011
2451593.61162,14.75,0.011
2451596.58681,14.08,0.008
2451612.65921,14.487,0.01
2451618.5562,14.101,0.01
2451621.57077,14.245,0.011
2451623.59003,14.508,0.008
2451629.59424,14.123,0.013
