epoch,mag,errmag
2450485.6456,14.753,0.008
2450527.65575,14.698,0.01
2450714.88735,14.166,0.011
2450748.80265,14.846,0.011
2450755.85513,14.086,0.008
2450799.77224,14.319,0.011
2450821.77936,14.494,0.017
2450825.79328,14.117,0.01
2450836.75733,13.751,0.008
2450837.77196,13.944,0.015
2450843.76268,14.623,0.007
2450844.73249,14.761,0.008
2450857.59847,14.612,0.014
2450859.68423,14.819,0.013
2450881.62087,14.125,0.008
2450890.57485,14.564,0.008
2450894.53689,14.03,0.013
2450921.5905,13.975,0.013
2451158.84346,14.073,0.008
2451205.7242,14.662,0.007
2451225.65163,14.159,0.013
2451235.60412,14.842,0.01
2451245.64297,14.423,0.01
2451496.80038,14.515,0.007
2451499.81696,14.842,0.008
2451515.72982,14.555,0.007
2451523.82865,14.405,0.008
2451545.7398,13.973,0.011
2451567.66415,14.705,0.015
2451584.67501,14.701,0.011
2451612.5628,14.679,0.01
2451620.63197,14.334,0.01
2451623.56971,14.708,0.015
2451629.57283,13.762,0.01
