epoch,mag,errmag
2450799.78644,14.634,0.007
2450822.65689,14.341,0.01
2450825.8068,14.747,0.01
2450894.63551,14.781,0.008
2451134.77581,14.814,0.014
2451143.76356,14.857,0.014
2451152.78528,14.941,0.007
2451156.7811,14.389,0.008
2451160.73774,14.824,0.011
2451166.71499,14.456,0.011
2451212.70639,14.944,0.01
2451221.71619,15.07,0.014
2451222.71037,14.998,0.007
2451233.72406,14.363,0.006
2451241.61548,14.295,0.015
2451259.60634,14.426,0.008
2451472.81823,14.304,0.004
2451477.75245,14.931,0.014
2451494.84062,14.903,0.01
2451499.75118,14.533,0.01
2451524.80442,14.389,0.01
2451545.79856,14.842,0.008
2451562.68702,14.821,0.008
2451576.71059,14.493,0.006
2451583.70069,14.419,0.007
2451612.69422,14.632,0.014
2451618.59116,14.316,0.014
2451621.60574,14.706,0.008
2451623.62497,14.927,0.006
2451629.62924,14.515,0.008
