epoch,mag,errmag
2450706.898,14.703,0.007
2450716.83479,14.922,0.014
2450722.84397,14.789,0.01
2450748.82526,15.24,0.011
2450755.81642,15.167,0.013
2450799.73923,14.938,0.017
2450821.74714,14.896,0.008
2450824.77675,15.331,0.008
2450825.76113,15.291,0.013
2450826.85559,14.831,0.007
2450833.74522,15.136,0.008
2450835.78506,14.764,0.014
2450836.72472,14.906,0.015
2450837.73988,14.993,0.013
2450843.78466,14.86,0.008
2450844.75395,14.918,0.006
2450845.7765,15.115,0.01
2450859.70569,14.921,0.008
2450881.7092,14.877,0.011
2450891.57508,15.199,0.007
2450894.50289,14.887,0.01
2450921.61404,15.196,0.008
2451107.86922,14.91,0.014
2451153.8275,14.987,0.013
2451225.61951,14.956,0.013
2451235.66354,14.89,0.007
2451246.66403,15.359,0.008
2451253.54419,15.262,0.011
2451477.82717,15.028,0.011
2451515.75195,15.098,0.01
2451545.70707,15.081,0.013
2451551.7555,14.882,0.014
2451565.57652,14.727,0.008
2451579.68783,14.814,0.007
2451615.59223,15.356,0.006
2451620.65337,15.0,0.007
2451623.51287,15.372,0.006
2451628.55916,15.072,0.008
