  6475 5:17:55.36 -69:45:46.4  8.46081  438.46923  0.92741  13.962  14.654  15.244   0.593   0.692  12.890   0.143  13.681  14.191  14.626   0.450   0.509   0.216   5.056  FU
  6477 5:17:38.52 -69:45:19.4  5.57569  450.27277  0.74630  14.548  15.271  15.938   0.670   0.723  13.427   0.143  14.268  14.808  15.321   0.527   0.540   0.418   4.776  FU
  6487 5:17:35.80 -69:48:13.3  2.78740  444.98390  0.44520  15.572  16.282  16.850   0.571   0.710  14.471   0.143  15.291  15.819  16.233   0.428   0.527   0.450   4.510  FU
  6499 5:17:56.43 -69:47:21.3  3.04590  442.96784  0.48372  15.460  16.154  16.736   0.585   0.694  14.384   0.143  15.179  15.691  16.118   0.442   0.511   0.458   4.572  FU
 14056 5:17:51.29 -69:43:55.7  4.53245  440.60696  0.65633  13.365  14.043  14.618   0.578   0.676  12.317   0.143  13.085  13.579  14.000   0.435   0.493   0.170   3.895  BR
 14079 5:18:00.96 -69:44:11.1  3.21422  446.54973  0.50708  14.716  15.354  15.877   0.525   0.637  13.729   0.143  14.436  14.890  15.260   0.382   0.454   0.037   3.670  FO
 14108 5:17:40.21 -69:41:54.1  2.67692  443.60865  0.42764  14.972  15.625  16.211   0.588   0.652  13.962   0.143  14.691  15.161  15.593   0.445   0.469   0.045   5.050  FO
 21803 5:17:41.27 -69:41:26.0  3.34018  442.90386  0.52377  15.313  16.055  16.735   0.681   0.742  14.163   0.143  15.032  15.592  16.117   0.538   0.559   0.272   4.452  FU
 21841 5:17:56.63 -69:38:53.5  4.81332  447.00248  0.68244  14.852  15.587  16.302   0.717   0.733  13.716   0.143  14.572  15.124  15.684   0.574   0.550   0.386   4.843  FU
 21940 5:18:06.67 -69:39:00.5  3.79058  444.89319  0.57871  15.277  16.033  16.686   0.656   0.756  14.104   0.143  14.996  15.570  16.068   0.513   0.573   0.409   4.678  FU
 30165 5:18:01.36 -69:37:15.2  3.39548  443.34212  0.53090  14.522  15.145  15.666   0.523   0.621  13.559   0.138  14.252  14.697  15.069   0.385   0.444   9.999   9.999  FO
 30189 5:17:44.80 -69:35:59.0  1.90523  445.79129  0.27995  15.249  15.783  16.214   0.433   0.534  14.421   0.138  14.978  15.336  15.618   0.295   0.357   0.198   4.538  FO
 30199 5:17:55.09 -69:34:55.2  4.10548  446.01413  0.61336  15.017  15.732  16.367   0.637   0.714  13.909   0.138  14.747  15.285  15.771   0.499   0.537   0.426   4.741  FU
 30200 5:17:56.56 -69:34:53.1  3.28648  445.95482  0.51673  15.157  15.779  16.241   0.465   0.621  14.194   0.138  14.887  15.331  15.645   0.327   0.444   0.406   4.479  FU
 38692 5:17:40.78 -69:32:43.1  2.48131  444.20821  0.39468  14.943  15.517  16.012   0.497   0.574  14.054   0.138  14.673  15.070  15.416   0.359   0.397   0.125   4.724  FO
 47332 5:17:42.52 -69:30:32.7  2.41726  446.66510  0.38332  14.993  15.573  16.041   0.469   0.580  14.095   0.138  14.723  15.126  15.444   0.331   0.403   0.077   4.675  FO
 47466 5:17:50.04 -69:28:29.3  1.30878  445.78620  0.11687  16.385  16.983  17.553   0.571   0.598  15.458   0.138  16.114  16.536  16.956   0.433   0.422   0.484   4.058  FU
 55964 5:18:03.87 -69:25:36.0  6.73460  444.14657  0.82831  14.330  15.071  15.766   0.697   0.741  13.182   0.138  14.060  14.624  15.170   0.559   0.565   0.386   5.078  FU
 55965 5:17:31.85 -69:25:11.4  5.38312  445.71246  0.73103  14.441  15.047  15.605   0.560   0.605  13.503   0.138  14.171  14.599  15.009   0.422   0.428   0.402   4.660  FU
 64918 5:17:41.71 -69:21:31.5  3.36583  447.34809  0.52709  15.688  16.578  17.325   0.751   0.889  14.310   0.142  15.410  16.118  16.712   0.609   0.707   0.419   4.598  FU
 79610 5:17:35.81 -69:16:01.4  3.28909  444.71806  0.51708  15.400  16.152  16.849   0.700   0.752  14.234   0.142  15.122  15.692  16.236   0.558   0.570   0.427   4.556  FU
 79631 5:18:03.63 -69:15:14.1  2.48507  443.02817  0.39534  15.817  16.480  17.024   0.545   0.663  14.789   0.142  15.538  16.020  16.410   0.403   0.481   0.438   4.531  FU
 86332 5:17:30.84 -69:12:02.5  3.07799  447.83326  0.48827  15.239  15.917  16.461   0.548   0.677  14.190   0.142  14.960  15.457  15.848   0.406   0.495   0.405   4.412  FU
 93939 5:17:35.39 -69:09:17.5  3.42011  445.82877  0.53404  15.204  15.899  16.579   0.682   0.694  14.129   0.146  14.918  15.426  15.948   0.536   0.507   0.355   4.557  FU
120458 5:18:07.25 -69:49:44.9  2.83184  447.68271  0.45207  15.567  16.263  16.897   0.636   0.696  14.488   0.143  15.286  15.799  16.279   0.493   0.513   0.432   4.487  FU
126780 5:18:29.69 -69:48:41.1  2.98019  444.75829  0.47424  15.594  16.393  17.033   0.642   0.799  14.356   0.143  15.313  15.930  16.415   0.499   0.616   0.395   4.560  FU
126816 5:18:08.90 -69:45:44.8  2.76179  445.22020  0.44119  14.836  15.453  15.973   0.521   0.617  13.880   0.143  14.556  14.990  15.355   0.378   0.434   0.089   4.279  FO
126926 5:18:08.74 -69:45:23.0  2.20562  443.36457  0.34353  15.825  16.509  16.997   0.491   0.684  14.765   0.143  15.545  16.045  16.379   0.348   0.501   0.436   4.277  FU
127752 5:18:35.83 -69:45:45.8  1.16730  445.14641  0.06718  18.024  18.516  18.906   0.392   0.492  17.261   0.143  17.743  18.053  18.288   0.249   0.309   0.214   4.491  FA
