epoch,mag,errmag
2450728.87405,14.264,0.01
2450729.85695,14.262,0.007
2450739.84164,14.016,0.008
2450742.85393,14.131,0.014
2450744.82679,14.275,0.008
2450745.83634,14.24,0.011
2450746.8744,14.09,0.014
2450750.75147,14.138,0.007
2450751.78196,14.227,0.007
2450752.84336,14.265,0.01
2450755.75548,14.013,0.007
2450759.75205,14.219,0.011
2450760.80656,14.288,0.008
2450762.82729,14.062,0.008
2450776.85309,14.262,0.011
2450779.79402,14.039,0.008
2450781.81056,14.1,0.008
2450788.82148,14.081,0.013
2450790.83622,14.224,0.015
2450795.79293,14.045,0.008
2450798.7882,14.229,0.017
2450816.84387,14.197,0.015
2450817.78634,14.049,0.01
2450824.73373,14.174,0.013
2450828.73587,14.096,0.01
2450829.8004,14.176,0.008
2450831.62546,14.266,0.007
2450832.74836,14.155,0.014
2450834.73418,14.027,0.014
2450835.70136,14.061,0.011
2450836.67015,14.114,0.014
2450837.6517,14.19,0.014
2450839.65034,14.261,0.008
2450840.77075,14.102,0.01
2450842.68284,14.046,0.008
2450845.65565,14.202,0.01
2450850.72669,14.032,0.007
2450854.76414,14.261,0.007
2450855.74876,14.23,0.007
2450856.65611,14.081,0.01
2450857.71438,14.023,0.008
2450858.66823,14.042,0.015
2450859.74414,14.083,0.01
2450860.68531,14.146,0.011
2450867.60844,14.077,0.007
2450874.72001,14.073,0.01
2450876.58914,14.191,0.011
2450876.68933,14.182,0.013
2450880.61281,14.044,0.011
2450892.57493,14.178,0.011
2450895.61831,14.153,0.013
2450898.59597,14.072,0.015
2450922.51554,14.065,0.015
2450933.53969,14.291,0.007
2450951.49766,14.02,0.013
2451072.88747,14.173,0.013
2451079.83029,14.11,0.015
2451080.87453,14.187,0.006
2451086.82608,14.066,0.013
2451089.78913,14.292,0.015
2451090.81093,14.258,0.011
2451091.86908,14.13,0.015
2451102.87306,14.082,0.014
2451116.81344,14.016,0.014
2451129.81393,14.287,0.013
2451131.8186,14.029,0.008
2451132.81045,14.042,0.008
2451142.76084,14.127,0.008
2451151.85547,14.237,0.01
2451153.72709,14.255,0.013
2451159.74837,14.231,0.01
2451167.74496,14.238,0.013
2451168.75598,14.268,0.011
2451171.72382,14.031,0.017
2451174.85164,14.188,0.011
2451178.7696,14.032,0.015
2451181.73515,14.114,0.014
2451183.7687,14.248,0.01
2451185.81763,14.156,0.013
2451187.77087,14.035,0.008
2451189.75926,14.132,0.011
2451191.82414,14.269,0.01
2451192.85489,14.248,0.01
2451194.6744,14.021,0.011
2451196.6913,14.052,0.007
2451202.69667,14.019,0.014
2451207.68958,14.273,0.014
2451214.72406,14.2,0.014
2451215.55016,14.267,0.007
2451216.61822,14.236,0.015
2451217.68581,14.082,0.008
2451219.62307,14.044,0.008
2451221.59372,14.153,0.008
2451223.68388,14.277,0.008
2451224.5635,14.209,0.007
2451226.57179,14.021,0.011
2451227.57884,14.041,0.008
2451232.66846,14.176,0.011
2451235.56963,14.066,0.014
2451238.65554,14.268,0.007
2451241.55574,14.02,0.014
2451242.62915,14.033,0.014
2451243.57287,14.057,0.015
2451245.54143,14.167,0.008
2451247.67584,14.28,0.013
2451248.64355,14.138,0.008
2451254.552,14.253,0.011
2451255.585,14.251,0.01
2451257.61662,13.991,0.007
2451266.59487,14.054,0.01
2451267.61094,14.086,0.01
2451275.53337,14.093,0.007
2451278.51601,14.302,0.013
2451290.49378,14.072,0.014
2451296.58469,14.027,0.011
2451300.53077,14.183,0.011
2451305.50919,14.04,0.01
2451308.54018,14.205,0.01
2451315.49939,14.142,0.007
2451318.48209,14.237,0.013
2451320.52428,13.994,0.01
2451331.48673,14.176,0.008
2451431.83004,14.052,0.013
2451435.87451,14.275,0.008
2451437.8672,14.019,0.014
2451440.90619,14.121,0.007
2451448.86202,14.129,0.01
2451459.88774,14.238,0.007
