epoch,mag,errmag
2450457.82446,13.906,0.013
2450458.68101,13.919,0.007
2450459.64432,13.975,0.008
2450459.84998,13.986,0.013
2450461.65292,14.137,0.008
2450461.78111,14.158,0.013
2450462.60968,14.175,0.008
2450465.85295,13.897,0.014
2450466.84842,13.91,0.011
2450469.78625,14.082,0.013
2450472.82206,14.004,0.014
2450475.58259,13.91,0.008
2450477.80016,14.029,0.014
2450478.80584,14.126,0.011
2450480.64257,14.116,0.015
2450481.5404,13.98,0.011
2450482.83307,13.897,0.011
2450483.53854,13.915,0.008
2450484.53672,13.906,0.006
2450485.5413,13.969,0.013
2450486.53346,14.037,0.011
2450487.56083,14.129,0.008
2450488.57322,14.175,0.007
2450489.53326,14.084,0.015
2450490.54194,13.939,0.013
2450491.54352,13.885,0.008
2450493.53179,13.923,0.013
2450494.52676,13.99,0.007
2450494.78624,14.013,0.013
2450495.52883,14.069,0.008
2450496.52403,14.152,0.008
2450498.52335,14.03,0.011
2450501.5478,13.899,0.008
2450507.53396,13.992,0.008
2450509.53115,13.904,0.013
2450510.56185,13.923,0.008
2450514.62003,14.187,0.014
2450516.52473,13.948,0.01
2450517.52425,13.894,0.01
2450518.56112,13.903,0.014
2450519.51415,13.928,0.013
2450519.6637,13.937,0.008
2450519.74151,13.934,0.01
2450520.68038,14.002,0.008
2450521.65386,14.087,0.007
2450524.54712,14.043,0.013
2450526.60619,13.89,0.011
2450527.5052,13.897,0.01
2450530.54497,14.112,0.007
2450531.51799,14.18,0.007
2450536.66833,13.912,0.007
2450552.61825,13.904,0.013
2450554.53267,13.94,0.013
2450558.52571,14.131,0.01
2450562.48063,13.916,0.011
2450673.83534,13.886,0.007
2450701.80492,13.939,0.007
2450704.84673,14.162,0.007
2450715.81228,13.989,0.01
2450722.82284,14.176,0.01
2450726.78087,13.905,0.014
2450728.82059,14.0,0.013
2450729.87543,14.101,0.007
2450741.87107,13.973,0.014
2450744.87656,13.912,0.008
2450747.78525,14.131,0.01
2450748.73936,14.182,0.008
2450751.72258,13.887,0.006
2450759.79596,13.896,0.013
2450761.85734,13.916,0.015
2450765.79897,14.167,0.008
2450769.78975,13.893,0.01
2450778.77965,13.911,0.008
2450780.85045,13.993,0.013
2450781.78448,14.07,0.011
2450789.75199,14.016,0.008
2450795.85371,13.9,0.013
2450796.85439,13.917,0.013
2450797.85189,13.971,0.011
2450798.84896,14.044,0.014
2450805.77429,13.921,0.007
2450816.71663,14.092,0.013
2450817.82288,14.172,0.013
2450818.85881,14.123,0.013
2450819.85282,13.97,0.013
2450822.781,13.903,0.013
2450827.65076,14.1,0.014
2450828.83533,13.933,0.01
2450830.80123,13.901,0.011
2450831.64645,13.911,0.008
2450832.72263,13.984,0.014
2450833.65544,14.048,0.013
2450834.76977,14.155,0.008
2450837.81477,13.892,0.014
2450839.60159,13.9,0.007
2450842.78874,14.096,0.006
2450850.67781,14.016,0.007
2450854.73857,13.946,0.008
2450856.72988,13.912,0.006
2450858.61117,13.967,0.01
2450860.7578,14.166,0.01
2450875.5929,13.955,0.008
2450880.50992,13.978,0.008
2450887.59017,14.176,0.014
2450892.67413,13.937,0.008
2450897.49521,14.034,0.013
2450922.47856,14.174,0.011
2450928.49708,14.018,0.004
2450931.51955,14.12,0.007
2450934.49173,13.913,0.008
2450950.49413,13.904,0.014
2450952.4858,13.897,0.013
2451065.91156,13.926,0.008
2451068.80295,14.15,0.017
2451069.79716,14.171,0.007
2451077.82251,14.161,0.008
2451088.84054,13.968,0.011
2451092.87309,13.983,0.014
2451126.67944,13.931,0.011
2451129.72659,14.163,0.014
2451132.77678,13.885,0.011
2451136.8101,14.022,0.013
2451142.70234,13.906,0.015
2451154.80477,14.075,0.015
2451157.79806,14.036,0.01
2451160.83153,13.916,0.011
2451166.80692,13.973,0.013
2451169.78746,13.933,0.007
2451171.83589,14.052,0.013
2451174.76224,14.07,0.013
2451175.84354,13.913,0.01
2451179.83751,13.999,0.011
2451183.73232,14.045,0.017
2451185.84706,13.899,0.011
2451187.8026,13.96,0.013
2451191.83104,14.106,0.011
2451194.73836,13.893,0.011
2451201.75356,13.939,0.006
2451207.632,14.153,0.01
2451211.71234,13.891,0.014
2451214.60549,14.008,0.008
2451217.65888,14.138,0.013
2451219.7147,13.893,0.014
2451223.58298,14.019,0.007
2451234.66844,14.164,0.014
2451236.65931,13.907,0.007
2451241.70573,14.094,0.011
2451243.5127,14.157,0.007
2451245.59742,13.894,0.015
2451247.69686,13.908,0.014
2451248.66456,13.973,0.011
2451254.51604,13.875,0.014
2451259.50842,14.143,0.014
2451264.50262,13.909,0.006
2451267.5218,14.09,0.006
2451273.52797,13.907,0.01
2451275.50698,14.021,0.006
2451278.5395,14.102,0.008
2451288.4843,13.939,0.017
2451290.614,13.896,0.008
2451298.52555,13.893,0.011
2451301.53083,14.025,0.01
2451306.47212,13.883,0.011
2451312.46504,14.183,0.007
2451316.48041,13.886,0.01
2451319.52099,14.071,0.011
2451320.461,14.162,0.011
2451330.45805,14.124,0.011
2451331.46082,13.993,0.008
2451332.45625,13.882,0.01
2451333.46184,13.894,0.006
2451335.45821,13.99,0.006
2451336.48177,14.045,0.006
2451339.45484,14.1,0.007
2451339.46477,14.091,0.007
2451340.45296,13.958,0.007
2451340.47758,13.932,0.008
2451342.45757,13.899,0.008
2451348.46001,14.059,0.007
2451350.46248,13.899,0.014
2451354.94049,14.136,0.01
2451360.94199,13.932,0.011
2451365.94176,14.036,0.01
2451375.9322,13.893,0.008
2451400.89332,13.98,0.015
2451412.90371,13.933,0.006
2451430.8678,13.987,0.008
2451432.86501,14.131,0.006
2451433.90234,14.184,0.007
2451446.88439,13.91,0.007
2451458.81107,14.12,0.006
2451459.83853,14.186,0.007
2451462.74987,13.889,0.007
2451475.78986,14.089,0.01
2451484.73098,14.13,0.013
2451487.75666,13.966,0.014
2451491.68479,13.985,0.011
2451493.8367,14.153,0.008
2451494.73027,14.173,0.007
2451497.78616,13.893,0.007
2451499.69394,13.946,0.007
2451502.68924,14.164,0.015
2451503.83914,14.149,0.008
2451505.72963,13.894,0.011
2451507.80083,13.917,0.006
2451510.77689,14.118,0.008
2451512.7359,14.113,0.01
2451514.84714,13.899,0.007
2451515.70126,13.903,0.011
2451517.73294,13.977,0.007
2451521.69201,14.063,0.006
2451525.74302,13.945,0.007
2451527.73574,14.09,0.014
2451529.67902,14.18,0.007
2451531.79639,13.913,0.013
2451542.67652,13.919,0.007
2451544.71916,14.051,0.013
2451547.7915,14.052,0.007
2451548.76923,13.94,0.013
2451552.68708,14.004,0.015
2451553.76277,14.097,0.015
2451554.77798,14.166,0.013
2451555.76499,14.159,0.011
2451561.55813,14.013,0.008
2451562.76435,14.12,0.008
2451564.65324,14.131,0.007
2451567.61076,13.904,0.006
2451570.5779,14.017,0.007
2451573.61819,14.086,0.008
2451576.60353,13.907,0.015
2451579.66648,14.065,0.011
2451583.71705,13.905,0.01
2451585.65216,13.913,0.013
2451588.60232,14.1,0.008
2451593.59901,13.897,0.013
2451595.70441,13.976,0.014
2451600.69021,13.952,0.007
2451604.54086,13.983,0.013
2451606.5156,14.156,0.006
2451609.61621,13.905,0.013
2451610.57907,13.902,0.007
2451611.6497,13.914,0.008
2451615.50193,14.172,0.011
2451617.50138,14.011,0.008
2451621.49648,13.956,0.007
2451623.49492,14.102,0.01
2451625.49689,14.101,0.008
2451629.54195,13.931,0.008
2451630.55079,13.99,0.007
2451632.49731,14.154,0.011
2451634.5374,14.043,0.015
2451635.6089,13.914,0.01
2451643.52887,14.012,0.01
2451645.48602,13.907,0.006
2451653.54164,13.887,0.008
2451655.51535,13.909,0.013
2451657.50672,14.066,0.01
2451660.53191,14.062,0.006
2451662.48282,13.899,0.013
2451664.49762,13.932,0.015
2451667.55138,14.172,0.008
2451671.48075,13.909,0.007
2451676.48548,14.193,0.011
2451690.48945,13.963,0.007
2451768.90672,13.968,0.008
2451771.86942,14.179,0.007
2451773.89226,13.968,0.011
2451775.91234,13.902,0.013
2451784.89945,13.898,0.01
2451789.89392,14.152,0.015
2451803.88539,13.974,0.007
2451809.81147,13.892,0.013
2451812.8347,13.999,0.013
2451814.84958,14.165,0.01
2451818.84248,13.896,0.008
2451822.83484,14.11,0.006
2451828.86,13.917,0.015
2451829.83125,13.978,0.01
2451830.8447,14.038,0.011
2451834.88364,13.926,0.008
2451846.81016,13.975,0.011
2451846.86115,13.963,0.01
2451850.79078,14.135,0.006
2451855.8329,13.968,0.007
2451863.74067,13.918,0.01
2451867.76425,14.161,0.013
2451869.73764,13.947,0.011
2451870.76803,13.893,0.007
2451871.85217,13.914,0.011
2451873.81185,14.006,0.011
