epoch,mag,errmag
2450728.85864,13.767,0.013
2450739.82619,14.034,0.008
2450742.83849,13.74,0.01
2450744.81136,13.77,0.008
2450745.8209,13.786,0.017
2450752.82787,13.775,0.015
2450759.73666,13.667,0.013
2450760.79112,13.75,0.011
2450762.81185,13.883,0.007
2450769.82424,13.776,0.014
2450773.81167,14.153,0.011
2450776.8377,13.714,0.011
2450781.79513,14.169,0.014
2450790.8208,14.109,0.011
2450795.77755,13.929,0.013
2450816.82845,13.659,0.014
2450817.77095,13.711,0.014
2450824.71832,13.721,0.011
2450826.69059,13.782,0.017
2450827.66106,13.785,0.013
2450830.60207,14.134,0.006
2450831.6101,14.118,0.007
2450832.73294,13.797,0.017
2450833.66571,13.673,0.014
2450833.75744,13.665,0.014
2450835.68592,13.789,0.01
2450836.65481,13.907,0.015
2450837.6363,14.028,0.015
2450839.63497,14.127,0.006
2450840.75537,13.861,0.01
2450842.66746,13.76,0.008
2450844.6152,13.866,0.006
2450845.6403,14.002,0.011
2450850.71131,13.73,0.007
2450854.74879,14.12,0.006
2450855.73339,14.137,0.007
2450856.64073,14.008,0.008
2450857.69901,13.684,0.011
2450859.72878,13.775,0.011
2450860.60731,13.811,0.015
2450860.66998,13.8,0.011
2450867.59307,13.749,0.007
2450874.70461,13.69,0.011
2450876.5738,13.772,0.01
2450876.67394,13.791,0.011
2450880.59744,14.137,0.011
2450887.64245,14.133,0.007
2450892.55958,13.771,0.014
2450895.60292,14.096,0.015
2450922.50016,13.921,0.013
2450933.52435,13.771,0.01
2450951.48227,13.947,0.015
2451072.84474,13.778,0.015
2451080.83176,13.787,0.015
2451083.87671,14.103,0.015
2451086.81065,13.71,0.013
2451090.7955,13.973,0.017
2451091.85364,14.067,0.013
2451092.85195,14.154,0.015
2451093.87878,14.065,0.011
2451102.85766,13.828,0.015
2451113.85379,13.772,0.01
2451116.79802,14.104,0.014
2451126.69977,14.063,0.013
2451129.79853,13.77,0.013
2451131.80318,13.974,0.007
2451132.79505,14.071,0.008
2451134.8081,14.076,0.011
2451142.7454,14.117,0.015
2451151.84008,13.887,0.014
2451153.71169,13.745,0.014
2451157.72797,14.113,0.007
2451161.79802,13.729,0.014
2451163.79468,13.867,0.008
2451165.79486,14.096,0.017
2451167.72956,14.04,0.014
2451168.74054,13.69,0.008
2451171.70844,13.821,0.015
2451174.83624,14.16,0.014
2451178.75423,13.762,0.015
2451181.7198,14.044,0.015
2451183.75333,14.129,0.014
2451185.80225,13.689,0.007
2451187.75548,13.787,0.013
2451191.80875,14.124,0.008
2451192.83954,13.849,0.008
2451194.65905,13.739,0.008
2451196.67589,13.902,0.004
2451202.68126,13.729,0.015
2451204.66144,13.843,0.014
2451207.6742,14.157,0.008
2451211.7006,13.773,0.015
2451215.5653,14.142,0.007
2451216.63336,14.095,0.017
2451217.701,13.713,0.013
2451219.63818,13.751,0.017
2451223.69905,14.162,0.007
2451226.58694,13.679,0.008
2451227.59399,13.762,0.011
2451232.68356,14.159,0.01
2451235.58477,13.757,0.008
2451241.57094,13.987,0.014
2451242.64429,13.661,0.013
2451245.5566,13.852,0.017
2451247.69097,14.086,0.01
2451248.65876,14.16,0.007
2451254.56714,13.968,0.011
2451255.60015,14.073,0.011
2451258.59746,13.737,0.011
2451266.61004,13.8,0.008
2451268.53114,13.76,0.007
2451275.54856,13.66,0.017
2451278.53116,13.868,0.011
2451296.59983,14.065,0.007
2451305.52435,14.151,0.006
2451308.55536,13.689,0.011
2451315.51451,13.889,0.01
2451318.49723,13.776,0.01
2451320.5394,14.021,0.011
2451331.50184,14.011,0.006
2451433.8417,13.831,0.011
2451435.88958,14.085,0.004
2451437.88232,14.032,0.007
2451448.87709,13.76,0.011
2451458.78122,13.917,0.006
2451461.74921,14.15,0.01
2451462.86839,13.908,0.004
2451471.75964,13.676,0.013
2451475.85404,13.988,0.013
2451478.77878,14.046,0.013
2451481.84101,13.77,0.006
2451484.84531,14.066,0.007
2451487.83812,13.746,0.01
2451491.77683,13.964,0.006
2451493.71874,14.128,0.01
2451495.76221,13.84,0.006
2451500.82388,14.038,0.008
2451503.71416,13.946,0.01
2451505.82102,13.758,0.014
2451507.71706,13.872,0.006
2451508.83367,14.017,0.014
2451509.69521,14.103,0.008
2451510.6607,14.148,0.015
2451511.74331,13.984,0.008
2451512.77735,13.667,0.011
2451514.79184,13.78,0.007
2451518.70949,14.147,0.011
2451520.73482,13.691,0.01
2451522.7355,13.781,0.007
2451523.73566,13.799,0.008
2451525.71158,14.064,0.008
2451527.77695,14.094,0.008
2451528.70289,13.745,0.011
2451531.72026,13.823,0.007
2451538.67739,13.763,0.01
2451541.63324,14.01,0.007
2451542.78755,14.137,0.014
2451544.68996,13.918,0.013
2451546.71459,13.735,0.011
2451547.71624,13.776,0.014
2451548.69335,13.885,0.011
2451552.65567,13.988,0.011
2451553.67936,13.669,0.013
2451554.65793,13.722,0.017
2451555.68244,13.776,0.014
2451556.65657,13.832,0.007
2451560.6483,14.044,0.007
2451575.66817,14.155,0.011
2451578.7085,13.671,0.014
2451582.65378,14.038,0.015
2451585.64456,13.916,0.011
2451588.64785,13.774,0.01
2451595.60493,13.726,0.01
2451599.67093,14.08,0.01
2451601.63094,14.043,0.014
2451604.62898,13.786,0.007
2451606.58599,13.987,0.008
2451609.54222,14.087,0.014
2451610.55715,13.788,0.013
2451611.61721,13.712,0.011
2451613.5976,13.797,0.015
2451616.52631,14.138,0.008
2451618.6755,13.769,0.008
2451621.56171,13.8,0.013
2451623.65886,14.029,0.008
2451625.63989,14.142,0.013
2451627.61018,13.68,0.004
2451631.51955,14.022,0.017
2451633.63498,14.154,0.014
2451635.51793,13.674,0.01
2451653.5124,13.753,0.01
2451657.56579,14.157,0.01
2451659.5804,13.807,0.013
2451662.54797,13.783,0.013
2451664.57105,14.026,0.013
2451672.51369,14.009,0.013
2451695.49664,13.79,0.01
2451768.87498,13.764,0.006
2451773.93329,13.932,0.013
2451782.86454,13.661,0.013
2451788.87298,14.159,0.007
2451804.8682,14.155,0.007
2451811.88875,14.026,0.011
2451815.86493,13.674,0.007
2451822.74661,14.013,0.007
2451829.89589,14.14,0.01
2451844.80382,14.045,0.014
2451850.78514,13.779,0.006
2451858.78925,13.792,0.01
2451860.83163,14.009,0.008
2451863.80474,13.979,0.014
2451866.75543,13.777,0.011
2451868.73655,13.987,0.014
