  2450739.86638   15.677    0.011
  2450744.77468   15.619    0.010
  2450745.85933   15.654    0.015
  2450746.84518   15.630    0.020
  2450747.74063   15.662    0.017
  2450750.80556   15.629    0.013
  2450751.80640   15.664    0.015
  2450752.86421   15.612    0.011
  2450755.78843   15.666    0.008
  2450766.84522   15.624    0.011
  2450773.80081   15.659    0.011
  2450776.82602   15.639    0.013
  2450780.78640   15.634    0.011
  2450782.81502   15.630    0.011
  2450788.84253   15.665    0.014
  2450792.75258   15.647    0.011
  2450795.83790   15.603    0.014
  2450798.76221   15.653    0.017
  2450817.76055   15.670    0.020
  2450819.83726   15.655    0.011
  2450824.70792   15.613    0.010
  2450827.69741   15.676    0.014
  2450828.75703   15.633    0.013
  2450829.70465   15.673    0.017
  2450830.76275   15.608    0.011
  2450832.76962   15.619    0.017
  2450833.58920   15.649    0.015
  2450834.69319   15.625    0.020
  2450835.81098   15.666    0.010
  2450841.76033   15.655    0.010
  2450842.75025   15.608    0.011
  2450846.77713   15.612    0.010
  2450850.76799   15.613    0.014
  2450855.71492   15.623    0.017
  2450856.67693   15.689    0.013
  2450857.73560   15.595    0.013
  2450858.69874   15.664    0.017
  2450859.76549   15.605    0.013
  2450860.65847   15.641    0.014
  2450876.61063   15.637    0.013
  2450876.71313   15.665    0.015
  2450878.70064   15.657    0.011
  2450880.63498   15.645    0.015
  2450887.67922   15.610    0.011
  2450892.54960   15.622    0.013
  2450893.71585   15.655    0.010
  2450896.51759   15.617    0.017
  2450900.57107   15.647    0.015
  2450919.57294   15.618    0.014
  2450931.58395   15.640    0.010
  2450934.53278   15.662    0.013
  2450950.52594   15.665    0.013
  2451079.81683   15.645    0.013
  2451080.82047   15.641    0.010
  2451086.85445   15.645    0.015
  2451092.83250   15.652    0.018
  2451093.84459   15.604    0.015
  2451108.79448   15.655    0.013
  2451126.77154   15.624    0.015
  2451129.83585   15.623    0.013
  2451131.84180   15.661    0.011
  2451132.83142   15.622    0.011
  2451137.81360   15.646    0.010
  2451138.85491   15.592    0.015
  2451142.78160   15.615    0.011
  2451152.73925   15.622    0.010
  2451154.75480   15.643    0.014
  2451155.71105   15.640    0.018
  2451157.76493   15.620    0.011
  2451159.77066   15.621    0.011
  2451163.83655   15.622    0.011
  2451166.76893   15.658    0.014
  2451168.77781   15.671    0.013
  2451171.74671   15.604    0.014
  2451175.74411   15.628    0.014
  2451179.79356   15.623    0.015
  2451181.75703   15.618    0.017
  2451183.84197   15.622    0.017
  2451185.83932   15.627    0.020
  2451187.79465   15.611    0.014
  2451189.73111   15.655    0.017
  2451191.76981   15.646    0.015
  2451192.82859   15.644    0.015
  2451193.82055   15.620    0.014
  2451201.78469   15.628    0.008
  2451202.79391   15.626    0.020
  2451204.70049   15.597    0.011
  2451206.80061   15.598    0.013
  2451207.71087   15.662    0.015
  2451211.76880   15.664    0.013
  2451214.68293   15.604    0.018
  2451215.58774   15.649    0.011
  2451216.66416   15.610    0.015
  2451217.74585   15.654    0.013
  2451219.65954   15.658    0.010
  2451220.76751   15.624    0.013
  2451221.63340   15.622    0.017
  2451223.72200   15.642    0.011
  2451226.61163   15.628    0.014
  2451227.61644   15.642    0.010
  2451233.57726   15.607    0.010
  2451235.71505   15.590    0.015
  2451240.71333   15.645    0.015
  2451242.53126   15.635    0.010
  2451244.66778   15.656    0.011
  2451247.52560   15.605    0.008
  2451248.62578   15.662    0.010
  2451254.59482   15.664    0.014
  2451258.61924   15.649    0.017
  2451261.52508   15.640    0.015
  2451264.53607   15.629    0.011
  2451267.55762   15.642    0.015
  2451272.53790   15.602    0.010
  2451274.56973   15.609    0.013
  2451276.56821   15.609    0.010
  2451278.57177   15.619    0.013
  2451279.55455   15.666    0.011
