ID_OGLE,RAJ2000.0,DECJ2000.0,Survey,Band,N_epoch,HJD,mag,errmag
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,832.78108,15.094,0.013
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,833.7137,15.313,0.018
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,834.74358,15.438,0.015
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,836.68036,15.238,0.017
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,837.71021,15.367,0.014
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,838.75724,15.56,0.013
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,839.71171,15.118,0.01
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,840.6969,15.291,0.008
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,841.77165,15.512,0.013
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,842.6924,15.1,0.008
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,843.69794,15.349,0.014
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,844.69198,15.5,0.013
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,845.80154,15.186,0.014
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,846.75737,15.267,0.01
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,850.73602,15.387,0.011
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,854.78102,15.522,0.014
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,855.72638,15.098,0.011
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,856.68837,15.303,0.011
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,857.69219,15.459,0.011
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,858.71066,15.426,0.015
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,859.6673,15.26,0.011
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,860.69727,15.399,0.015
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,874.56295,15.572,0.02
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,875.61663,15.149,0.011
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,876.55298,15.317,0.011
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,877.50855,15.524,0.015
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,878.60078,15.169,0.014
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,879.58435,15.263,0.011
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,880.57839,15.41,0.014
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,881.51667,15.546,0.015
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,887.51493,15.475,0.015
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,890.52949,15.442,0.01
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,891.5162,15.399,0.014
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,892.50547,15.229,0.014
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,893.65925,15.347,0.013
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,895.63029,15.209,0.014
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,896.63698,15.385,0.011
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,900.60846,15.503,0.015
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,922.527,15.326,0.011
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,925.61646,15.327,0.015
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,934.51297,15.071,0.01
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,1074.82717,15.565,0.013
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,1076.85917,15.373,0.011
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,1083.86985,15.385,0.011
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,1084.86548,15.552,0.015
OGLE-LMC-CEP-1768,05:22:30.27,-70:09:17.2,OGLE2,I,264,1087.8896,15.508,0.013
