ID_OGLE,RAJ2000.0,DECJ2000.0,Survey,Band,N_epoch,HJD,mag,errmag
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,456.79077,15.87,0.013
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,457.64171,16.038,0.014
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,457.70033,16.05,0.013
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,457.81761,16.049,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,458.67413,15.834,0.013
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,459.63748,16.019,0.013
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,459.84313,16.062,0.01
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,461.64605,16.0,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,461.77427,16.024,0.013
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,462.60282,15.731,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,465.75399,15.978,0.014
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,466.84157,15.736,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,468.77051,15.703,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,469.77943,15.976,0.014
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,470.79731,15.785,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,472.81524,15.874,0.017
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,473.73093,15.899,0.014
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,475.57577,15.824,0.01
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,477.79334,15.848,0.015
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,478.79905,16.05,0.013
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,479.79931,15.832,0.017
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,480.63578,15.998,0.014
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,481.53361,15.706,0.01
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,482.82629,16.018,0.02
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,483.53174,15.72,0.013
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,484.52993,15.961,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,485.5345,15.834,0.014
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,486.52667,15.938,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,487.55406,15.938,0.013
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,488.56644,15.913,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,489.52651,16.055,0.014
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,490.53518,15.879,0.01
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,491.53674,16.068,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,493.52503,16.052,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,494.52,15.827,0.014
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,494.77948,15.878,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,495.52208,16.013,0.014
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,496.51725,15.797,0.01
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,496.73365,15.846,0.01
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,498.51659,15.758,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,499.77901,16.018,0.013
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,500.7765,15.8,0.011
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,501.54104,15.986,0.014
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,507.52724,15.896,0.01
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,509.52441,15.88,0.013
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,510.55511,16.065,0.014
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,510.72034,15.984,0.014
OGLE-LMC-CEP-2321,05:32:43.49,-70:14:48.9,OGLE2,I,304,513.65001,15.839,0.013
