ID_OGLE,RAJ2000.0,DECJ2000.0,Survey,Band,N_epoch,HJD,mag,errmag
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,739.85963,15.477,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,744.76797,15.157,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,745.85258,15.354,0.008
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,747.73391,15.096,0.014
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,750.79884,15.031,0.008
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,751.79965,15.185,0.008
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,752.85748,15.384,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,755.7817,15.278,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,759.70757,15.353,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,761.78878,15.14,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,766.8385,15.388,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,773.79409,15.408,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,776.81929,15.343,0.015
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,778.85238,15.1,0.008
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,780.77966,15.411,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,782.80829,15.184,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,788.83577,15.02,0.014
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,792.74582,15.11,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,795.83117,15.035,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,798.75547,15.371,0.017
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,817.7538,15.269,0.014
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,819.83048,15.031,0.008
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,824.70118,15.287,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,827.69064,15.192,0.014
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,828.75028,15.358,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,829.69788,15.425,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,830.75601,15.127,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,832.76288,15.446,0.014
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,833.58247,15.035,0.008
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,835.80422,15.391,0.014
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,837.66611,15.134,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,841.75359,15.227,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,842.7435,15.414,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,846.77038,15.464,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,850.76124,15.062,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,854.78611,15.122,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,855.70815,15.266,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,856.67017,15.418,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,857.72884,15.049,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,859.75873,15.342,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,860.65169,15.443,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,867.6241,15.427,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,874.6878,15.28,0.015
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,876.60386,15.299,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,876.70634,15.303,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,878.69388,15.042,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,880.62819,15.381,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,887.67245,15.421,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,892.54283,15.045,0.015
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,893.70908,15.29,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,896.5108,15.158,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,900.56428,15.265,0.015
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,919.56617,15.245,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,925.51922,15.393,0.008
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,931.5772,15.277,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,934.52598,15.167,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,947.54078,15.028,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,950.51915,15.36,0.015
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1072.90174,15.239,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1080.81373,15.428,0.014
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1083.82426,15.369,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1086.84772,15.274,0.015
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1090.77537,15.342,0.013
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1093.83784,15.29,0.014
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1108.78776,15.476,0.014
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1126.76484,15.039,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1129.82914,15.386,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1131.83506,15.3,0.008
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1132.82467,15.446,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1137.80687,15.129,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1138.84817,15.32,0.017
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1142.77485,15.382,0.011
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1154.74805,15.077,0.017
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1155.7043,15.252,0.015
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1157.75818,15.048,0.008
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1159.7639,15.352,0.01
OGLE-LMC-CEP-2592,05:36:52.83,-70:12:07.8,OGLE2,I,250,1163.82983,15.444,0.011
