epoch,mag,errmag
2450799.80514,14.512,0.01
2450825.82546,14.678,0.007
2450875.72944,14.85,0.008
2450894.65411,14.177,0.008
2451130.8146,14.745,0.015
2451143.78227,14.826,0.017
2451152.80395,14.465,0.011
2451156.79978,14.922,0.008
2451160.75642,14.647,0.017
2451166.73365,14.628,0.007
2451212.683,14.177,0.01
2451222.68696,14.52,0.011
2451233.70065,14.668,0.008
2451241.59205,14.835,0.013
2451259.58288,14.508,0.01
2451472.79488,14.782,0.007
2451495.81377,14.604,0.008
2451499.72784,15.03,0.008
2451499.84956,15.074,0.007
2451512.78649,14.96,0.013
2451521.74494,14.809,0.013
2451524.78106,14.991,0.008
2451545.77512,14.754,0.014
2451550.68104,14.699,0.014
2451562.66357,14.715,0.011
2451576.68718,14.512,0.011
2451583.6773,14.949,0.011
2451590.64947,14.165,0.011
2451593.62314,14.623,0.015
2451596.59831,15.014,0.013
2451612.67076,14.547,0.011
2451618.56774,14.704,0.01
2451621.58231,15.033,0.01
2451623.60155,14.722,0.011
2451629.60577,14.563,0.014
