epoch,mag,errmag
2450471.70279,15.339,0.013
2450478.61552,15.293,0.015
2450479.66569,15.358,0.014
2450480.70902,14.858,0.01
2450481.68127,14.622,0.013
2450484.65592,15.103,0.01
2450485.66745,15.254,0.008
2450490.6613,14.853,0.011
2450493.6673,15.38,0.01
2450498.65465,14.974,0.011
2450501.61963,15.286,0.008
2450515.71855,15.372,0.01
2450527.58205,14.991,0.008
2450537.57729,15.357,0.008
2450538.62381,14.778,0.007
2450539.5641,14.626,0.011
2450541.6326,14.879,0.008
2450551.57101,15.379,0.007
2450552.55593,15.072,0.007
2450553.5939,14.573,0.01
2450559.58752,15.212,0.011
2450730.78832,15.199,0.007
2450797.79063,15.309,0.01
2450821.68308,14.676,0.011
2450835.72105,14.591,0.01
2450845.68522,15.037,0.008
2450859.59917,14.877,0.013
2450881.65556,14.976,0.011
2450890.60928,15.31,0.007
2450894.579,14.831,0.007
2451130.73774,15.027,0.015
2451182.74236,14.625,0.01
2451188.77742,14.934,0.008
2451190.74744,14.816,0.013
2451193.70077,15.235,0.007
2451205.65971,14.841,0.01
2451212.61636,14.826,0.014
2451229.58713,15.193,0.006
2451239.55244,14.782,0.013
2451247.59729,14.611,0.011
2451496.73376,15.168,0.008
2451511.81001,15.261,0.011
2451515.78386,14.767,0.01
2451524.69285,14.938,0.007
2451543.76587,14.592,0.014
2451550.75574,14.583,0.015
2451572.74062,14.594,0.008
2451573.75955,14.806,0.015
2451587.70908,14.687,0.011
2451612.63817,15.217,0.007
2451619.65566,15.151,0.013
2451622.6153,14.743,0.013
2451624.61261,14.836,0.011
2451631.59447,14.83,0.013
