epoch,mag,errmag
2450706.89788,14.439,0.006
2450722.84385,14.387,0.01
2450748.82514,14.753,0.008
2450755.8163,14.394,0.008
2450799.73911,15.016,0.014
2450821.74702,14.55,0.008
2450824.77663,15.055,0.007
2450825.76101,14.864,0.014
2450826.85547,14.223,0.006
2450833.7451,14.931,0.011
2450835.78494,14.281,0.014
2450836.7246,14.415,0.013
2450837.73976,14.433,0.011
2450843.78454,14.244,0.007
2450844.75383,14.457,0.004
2450845.77638,14.415,0.008
2450857.61929,15.063,0.015
2450859.70557,14.208,0.008
2450881.70908,15.053,0.011
2450891.57496,14.621,0.007
2450894.50277,14.385,0.01
2450921.61392,14.942,0.008
2451107.8691,14.662,0.014
2451153.82738,14.22,0.01
2451225.61939,15.007,0.011
2451235.66342,14.2,0.008
2451246.66391,14.581,0.007
2451253.54407,14.43,0.008
2451477.82705,15.014,0.01
2451496.67326,14.277,0.011
2451515.75183,14.406,0.006
2451524.74722,14.698,0.008
2451545.70695,14.256,0.011
2451551.75538,15.062,0.014
2451565.5764,14.698,0.01
2451579.68771,14.383,0.007
2451615.59211,14.841,0.007
2451620.65325,14.413,0.006
2451623.51275,14.838,0.006
2451628.55904,14.341,0.007
