epoch,mag,errmag
2450799.81315,15.066,0.008
2450822.68364,14.657,0.008
2450825.8337,15.019,0.008
2450875.67282,14.501,0.01
2450900.6595,14.305,0.011
2451087.85138,14.777,0.007
2451090.81882,14.258,0.014
2451130.82494,14.338,0.011
2451143.79125,14.706,0.015
2451152.81365,15.024,0.01
2451154.84666,14.96,0.008
2451156.81615,14.787,0.01
2451159.82335,14.315,0.008
2451160.76695,14.405,0.01
2451169.80397,14.785,0.011
2451212.66956,14.315,0.013
2451221.67276,15.074,0.013
2451222.67356,15.028,0.01
2451233.6872,14.933,0.01
2451241.57863,14.317,0.013
2451259.56945,14.761,0.008
2451472.78151,14.276,0.006
2451495.80036,14.892,0.007
2451499.71444,14.271,0.006
2451499.83616,14.283,0.007
2451521.73153,15.05,0.01
2451524.76768,14.781,0.008
2451545.76169,14.774,0.015
2451550.66762,14.821,0.007
2451562.65014,15.075,0.007
2451576.67375,15.057,0.01
2451583.6639,14.448,0.01
2451590.63603,15.006,0.013
2451593.60972,14.633,0.011
2451596.58491,14.382,0.008
2451612.65731,14.625,0.01
2451618.5543,14.848,0.011
2451621.56887,14.296,0.006
2451623.58813,14.347,0.014
2451629.59234,14.996,0.013
