5276.51842 17.089 0.007
5295.55748 16.925 0.007
5447.88922 17.039 0.006
5459.85713 17.149 0.007
5473.89910 17.198 0.013
5487.81304 16.981 0.007
5509.87563 16.982 0.012
5510.86296 16.853 0.007
5526.81281 17.211 0.007
5556.80614 17.008 0.007
5586.74604 16.975 0.007
5617.68780 17.090 0.007
5648.56236 17.161 0.007
5693.51306 17.062 0.007
5693.51935 17.070 0.007
5834.85353 16.804 0.006
5861.85694 17.200 0.007
5868.80277 17.105 0.007
5886.86784 17.101 0.012
5887.84222 16.938 0.006
5898.80864 17.000 0.007
5925.82056 17.167 0.007
5939.75675 17.172 0.008
5954.76312 16.959 0.006
5970.66280 17.158 0.007
6009.58597 16.828 0.006
6231.82135 17.042 0.008
6245.87115 16.937 0.010
6264.78655 16.999 0.007
6308.75052 17.054 0.006
7334.74177 16.894 0.007
