epoch,mag,errmag
2450728.87977,13.735,0.011
2450744.75807,13.925,0.01
2450745.84269,13.915,0.015
2450747.724,13.815,0.008
2450748.67604,13.79,0.007
2450750.78897,13.47,0.007
2450751.78975,13.492,0.006
2450752.84757,13.512,0.015
2450755.77178,13.696,0.01
2450759.69766,13.922,0.01
2450761.77885,13.829,0.011
2450766.82854,13.535,0.011
2450773.78409,13.845,0.01
2450776.80928,13.516,0.01
2450780.76964,13.552,0.01
2450782.79828,13.684,0.014
2450788.82571,13.827,0.017
2450792.73575,13.488,0.015
2450795.82106,13.636,0.008
2450798.74535,13.9,0.015
2450817.74359,13.523,0.017
2450819.82024,13.461,0.014
2450824.69092,13.786,0.011
2450828.74,13.803,0.015
2450830.74573,13.688,0.008
2450832.56559,13.48,0.01
2450832.75259,13.472,0.015
2450833.57216,13.485,0.008
2450835.79389,13.582,0.015
2450839.65421,13.924,0.007
2450841.74323,13.86,0.006
2450842.73319,13.821,0.007
2450844.58808,13.616,0.006
2450846.76002,13.477,0.011
2450850.75084,13.664,0.013
2450854.76806,13.924,0.007
2450856.65973,13.798,0.007
2450857.7184,13.763,0.008
2450858.68157,13.502,0.013
2450859.74831,13.459,0.013
2450860.64126,13.492,0.008
2450874.67732,13.486,0.013
2450876.59338,13.566,0.011
2450876.69586,13.578,0.008
2450878.68341,13.742,0.004
2450880.61771,13.904,0.01
2450887.66194,13.467,0.007
2450892.53232,13.777,0.014
2450893.69855,13.857,0.007
2450896.50027,13.83,0.01
2450900.55374,13.464,0.017
2450919.55564,13.745,0.007
2450931.56672,13.583,0.008
2450934.51552,13.852,0.004
2450950.50874,13.889,0.011
2450951.50224,13.809,0.011
2451072.89186,13.92,0.014
2451080.80384,13.553,0.013
2451083.81437,13.807,0.014
2451086.83784,13.877,0.013
2451090.76551,13.477,0.015
2451091.87331,13.486,0.015
2451093.82796,13.533,0.011
2451108.77788,13.605,0.011
2451120.73509,13.508,0.014
2451126.75489,13.946,0.014
2451131.82514,13.471,0.006
2451132.81474,13.468,0.007
2451137.79691,13.735,0.013
2451138.83821,13.856,0.013
2451142.76489,13.808,0.015
2451155.69424,13.811,0.011
2451157.74812,13.687,0.007
2451159.75381,13.459,0.01
2451163.81971,13.65,0.01
2451166.7521,13.911,0.01
2451168.76096,13.851,0.008
2451179.7766,13.844,0.007
2451181.74009,13.919,0.015
2451183.825,13.821,0.014
2451185.82237,13.488,0.007
2451187.77768,13.48,0.017
2451192.81159,13.814,0.015
2451193.8035,13.882,0.007
2451194.67915,13.939,0.011
2451201.76764,13.495,0.007
2451204.68336,13.645,0.008
2451206.78353,13.837,0.008
2451207.69376,13.902,0.011
2451211.67027,13.804,0.015
2451213.63371,13.469,0.015
2451214.71245,13.485,0.017
2451215.53854,13.503,0.006
2451216.60662,13.546,0.017
2451217.67423,13.616,0.014
2451219.61146,13.761,0.008
2451223.67224,13.814,0.011
2451224.55192,13.811,0.006
2451226.56017,13.488,0.011
2451232.65683,13.716,0.014
2451235.55799,13.948,0.007
2451238.64393,13.821,0.011
2451241.54416,13.473,0.013
2451243.56127,13.529,0.01
2451245.52983,13.647,0.008
2451247.6642,13.837,0.015
2451248.63192,13.92,0.01
2451254.54035,13.478,0.01
2451257.605,13.546,0.011
2451260.59106,13.767,0.014
2451264.58148,13.792,0.01
