epoch,mag,errmag
2450728.86583,14.401,0.01
2450729.84871,14.201,0.007
2450739.8334,14.0,0.007
2450742.84572,14.146,0.011
2450744.81856,14.377,0.01
2450745.82811,14.366,0.01
2450746.8662,14.093,0.015
2450748.66294,14.02,0.007
2450751.77373,14.211,0.008
2450752.8351,14.328,0.008
2450759.74387,14.172,0.014
2450762.81907,14.292,0.006
2450769.83147,14.364,0.01
2450773.81888,14.038,0.008
2450776.8449,14.205,0.01
2450779.78579,14.211,0.014
2450781.80237,14.016,0.007
2450788.81323,14.004,0.013
2450790.82801,14.019,0.015
2450795.78473,14.366,0.007
2450798.78001,14.036,0.011
2450816.83566,14.004,0.013
2450817.77813,14.14,0.014
2450824.72552,13.975,0.008
2450827.66825,14.318,0.014
2450828.72769,14.393,0.011
2450831.61727,14.006,0.006
2450832.74011,13.993,0.01
2450834.72598,14.182,0.015
2450835.69314,14.268,0.007
2450836.66199,14.395,0.017
2450837.64349,14.341,0.015
2450838.77115,14.003,0.007
2450839.64214,13.976,0.006
2450840.76256,14.025,0.007
2450842.67464,14.158,0.006
2450845.64747,14.384,0.011
2450850.7185,14.141,0.01
2450854.75595,14.214,0.008
2450855.74055,13.959,0.007
2450856.64791,14.007,0.01
2450857.7062,13.992,0.007
2450859.73594,14.162,0.011
2450860.67713,14.271,0.014
2450867.60026,14.135,0.006
2450874.71177,13.963,0.007
2450876.58094,14.191,0.014
2450876.68113,14.205,0.007
2450880.60458,13.979,0.013
2450890.67317,14.032,0.007
2450892.56673,14.158,0.017
2450895.61008,14.386,0.011
2450898.58775,14.027,0.01
2450922.50728,13.951,0.01
2450933.53147,14.014,0.008
2450951.4894,14.168,0.014
2451078.81205,14.395,0.011
2451080.86629,13.95,0.011
2451081.81567,14.018,0.017
2451083.88392,14.078,0.011
2451089.78091,13.979,0.011
2451090.80268,14.017,0.017
2451091.86085,14.014,0.011
2451092.8592,14.149,0.015
2451102.86486,14.333,0.01
2451113.86099,14.004,0.008
2451116.80523,13.988,0.013
2451126.70698,14.182,0.014
2451129.80572,14.206,0.014
