epoch,mag,errmag
2450456.64308,13.486,0.01
2450456.71381,13.474,0.01
2450456.76126,13.461,0.017
2450456.81272,13.457,0.01
2450457.60499,13.485,0.014
2450457.66367,13.471,0.01
2450457.72223,13.459,0.015
2450457.78088,13.443,0.014
2450458.63739,13.47,0.017
2450458.69609,13.477,0.007
2450459.60083,13.562,0.013
2450459.65939,13.549,0.01
2450459.71883,13.546,0.011
2450459.76267,13.555,0.008
2450459.80648,13.536,0.013
2450461.56555,13.702,0.011
2450461.60936,13.701,0.011
2450461.66797,13.69,0.011
2450461.73415,13.695,0.013
2450461.79614,13.696,0.011
2450462.56606,13.797,0.015
2450462.6247,13.789,0.015
2450465.66952,13.777,0.011
2450465.7172,13.75,0.014
2450465.80205,13.719,0.015
2450466.65329,13.691,0.015
2450466.71981,13.686,0.014
2450466.80478,13.706,0.01
2450467.65693,13.698,0.015
2450467.76154,13.704,0.013
2450467.82748,13.672,0.017
2450468.66362,13.546,0.007
2450468.73381,13.508,0.011
2450468.7924,13.503,0.01
2450468.82897,13.487,0.013
2450469.66449,13.475,0.01
2450469.74261,13.447,0.015
2450469.80153,13.433,0.014
2450470.73928,13.482,0.008
2450471.65034,13.54,0.014
2450471.7871,13.519,0.011
2450472.6249,13.588,0.007
2450472.66878,13.592,0.014
2450472.71259,13.569,0.011
2450472.7785,13.62,0.013
2450474.70447,13.709,0.013
2450475.53888,13.823,0.006
2450475.59767,13.856,0.006
2450475.66381,13.822,0.011
2450475.71593,13.83,0.011
2450476.74864,13.834,0.007
2450477.53563,13.815,0.011
2450477.5869,13.795,0.01
2450477.73437,13.773,0.013
2450477.81525,13.753,0.011
2450477.85947,13.746,0.014
2450478.54175,13.755,0.011
2450478.76217,13.704,0.014
2450478.82113,13.711,0.013
2450479.5406,13.738,0.008
2450479.5845,13.726,0.013
2450479.76197,13.677,0.013
2450479.82213,13.71,0.008
2450480.57665,13.61,0.008
2450480.65782,13.55,0.015
2450480.75137,13.553,0.011
2450480.79551,13.524,0.011
2450481.56185,13.499,0.008
2450481.71024,13.457,0.011
2450481.7542,13.455,0.01
2450481.79816,13.475,0.011
2450482.71106,13.457,0.017
2450482.78899,13.465,0.014
2450483.57735,13.507,0.006
2450483.62177,13.483,0.008
2450483.66567,13.482,0.008
2450483.70965,13.494,0.011
2450483.75355,13.486,0.013
2450483.79747,13.525,0.006
2450484.57601,13.589,0.007
2450484.68469,13.539,0.013
2450484.72907,13.565,0.013
2450484.77305,13.555,0.014
2450485.57966,13.651,0.007
2450485.72657,13.617,0.013
2450485.77072,13.628,0.008
2450486.57616,13.733,0.01
2450486.6217,13.723,0.01
2450486.71823,13.779,0.011
2450486.76343,13.726,0.014
2450487.60314,13.784,0.014
2450487.65134,13.8,0.017
2450487.69917,13.804,0.014
2450487.74331,13.869,0.013
2450487.78748,13.806,0.008
2450488.63261,13.851,0.015
2450488.70145,13.867,0.008
2450488.74546,13.89,0.011
2450488.78953,13.853,0.007
2450489.69727,13.809,0.015
2450489.74119,13.811,0.014
2450489.78521,13.779,0.01
2450490.5576,13.743,0.011
2450490.6948,13.735,0.011
2450490.73891,13.728,0.017
2450490.78291,13.744,0.014
2450491.58212,13.748,0.006
2450491.63393,13.721,0.01
2450491.67805,13.704,0.011
2450491.79147,13.731,0.011
2450492.56631,13.68,0.004
2450492.64064,13.64,0.01
2450493.56933,13.484,0.008
2450493.61383,13.487,0.007
2450494.56405,13.502,0.007
2450494.65223,13.48,0.017
2450494.69651,13.476,0.014
2450494.74152,13.438,0.014
2450495.56683,13.514,0.007
2450495.64049,13.492,0.013
2450496.56224,13.563,0.006
2450496.60699,13.559,0.007
2450496.65107,13.553,0.013
2450497.73543,13.595,0.01
2450498.56132,13.701,0.008
2450498.60537,13.7,0.014
2450498.71911,13.699,0.014
2450498.76304,13.74,0.014
2450499.55628,13.798,0.011
2450499.60196,13.779,0.015
2450499.74226,13.781,0.011
2450500.56922,13.859,0.01
2450500.59899,13.873,0.01
2450500.64386,13.857,0.007
2450500.69503,13.841,0.013
2450500.73946,13.863,0.007
2450501.56317,13.853,0.01
2450501.68192,13.818,0.011
2450507.55157,13.471,0.01
2450507.5968,13.499,0.006
2450509.54747,13.587,0.014
2450509.59454,13.611,0.011
2450509.64686,13.59,0.008
2450510.5891,13.682,0.01
2450510.63467,13.687,0.008
2450510.68226,13.706,0.007
2450512.58119,13.857,0.007
2450512.62957,13.889,0.007
2450512.70385,13.87,0.008
2450512.74938,13.838,0.017
2450513.5615,13.888,0.004
2450513.60708,13.851,0.01
2450513.69875,13.855,0.015
2450514.56975,13.767,0.01
2450514.63881,13.755,0.013
2450514.68915,13.751,0.013
2450514.73601,13.744,0.015
2450515.5639,13.731,0.011
2450515.61865,13.716,0.015
2450515.66686,13.708,0.011
2450516.57019,13.73,0.011
2450516.62437,13.684,0.014
2450516.67136,13.717,0.01
2450516.7179,13.687,0.01
2450517.56819,13.548,0.011
2450517.61804,13.545,0.013
2450517.66802,13.521,0.014
2450517.7142,13.511,0.015
2450518.60553,13.493,0.008
2450518.65079,13.489,0.015
2450518.69986,13.502,0.007
2450520.70696,13.515,0.013
2450521.56245,13.578,0.008
2450521.67036,13.57,0.008
2450523.62395,13.769,0.014
2450523.67383,13.745,0.011
2450524.56383,13.855,0.013
2450524.61394,13.867,0.008
2450527.67629,13.743,0.011
2450530.56642,13.489,0.01
2450531.5638,13.486,0.014
2450532.55327,13.519,0.013
2450534.60389,13.686,0.007
2450536.52341,13.802,0.015
2450536.56867,13.815,0.008
2450537.61827,13.875,0.017
2450537.66512,13.861,0.013
2450538.50607,13.814,0.014
2450538.55783,13.861,0.015
2450540.67595,13.733,0.015
2450541.52509,13.659,0.011
2450541.58214,13.659,0.011
2450542.61354,13.513,0.013
2450542.65768,13.507,0.017
2450543.55237,13.468,0.014
2450543.59646,13.483,0.017
2450543.63354,13.493,0.017
2450544.50519,13.487,0.017
2450544.5495,13.508,0.013
2450544.63897,13.491,0.011
2450551.49492,13.745,0.008
2450552.50321,13.74,0.011
2450553.51166,13.683,0.013
2450553.6224,13.708,0.007
2450554.48841,13.535,0.014
2450554.57388,13.511,0.007
2450555.49473,13.493,0.007
2450560.50398,13.786,0.014
2450561.504,13.805,0.015
2450562.50551,13.856,0.006
2450565.51249,13.702,0.011
2450566.50651,13.558,0.01
2450567.50758,13.466,0.01
2450569.50267,13.481,0.008
2450571.48847,13.6,0.015
2450572.51732,13.706,0.013
2450574.47958,13.872,0.011
2450575.47822,13.81,0.006
2450577.48718,13.728,0.013
2450578.5002,13.616,0.014
2450583.48564,13.587,0.014
2450672.871,13.883,0.015
2450689.90148,13.489,0.013
2450699.90488,13.728,0.007
2450701.8218,13.519,0.01
2450704.86428,13.548,0.006
2450706.84575,13.711,0.006
2450714.81316,13.504,0.014
2450720.83411,13.843,0.011
2450728.77297,13.533,0.011
2450729.77296,13.581,0.013
2450730.72853,13.652,0.011
2450741.82277,13.546,0.014
2450745.77758,13.883,0.007
2450747.82601,13.797,0.017
2450753.77395,13.518,0.008
2450759.81441,13.76,0.006
2450772.80768,13.706,0.011
2450775.78939,13.462,0.017
2450779.80803,13.637,0.007
2450781.82492,13.797,0.014
2450789.76845,13.511,0.011
2450790.77897,13.541,0.007
2450795.73657,13.841,0.015
2450796.80842,13.761,0.008
2450797.73624,13.727,0.014
2450798.70821,13.695,0.013
2450805.79312,13.754,0.006
2450816.76415,13.648,0.013
2450817.68337,13.722,0.01
2450819.78305,13.845,0.01
2450829.72063,13.724,0.014
2450832.67682,13.838,0.011
2450836.77563,13.488,0.01
2450840.65502,13.596,0.007
2450843.6555,13.839,0.013
2450850.62907,13.465,0.011
2450854.65983,13.738,0.011
2450855.63381,13.828,0.011
2450856.6001,13.855,0.007
2450858.5727,13.748,0.007
2450875.54802,13.481,0.011
2450879.63454,13.791,0.015
2450880.53363,13.836,0.008
2450887.54691,13.501,0.014
2450892.63045,13.847,0.013
2450895.52135,13.729,0.008
2450898.52815,13.445,0.008
2450922.59555,13.521,0.006
2450928.52145,13.76,0.015
2450931.54341,13.816,0.006
2450933.55318,13.718,0.007
2450947.49283,13.488,0.006
2450951.54279,13.609,0.014
2451045.87486,13.453,0.013
2451052.89663,13.828,0.017
2451053.87678,13.752,0.017
2451061.8875,13.676,0.014
2451068.87188,13.644,0.011
2451069.88257,13.474,0.011
2451071.89961,13.506,0.011
2451081.86002,13.49,0.017
2451087.80709,13.702,0.015
2451091.80957,13.738,0.01
2451106.84706,13.456,0.013
2451107.77482,13.423,0.018
2451119.79235,13.441,0.017
2451126.81424,13.845,0.017
2451132.73817,13.47,0.014
2451136.77143,13.751,0.013
2451142.66262,13.6,0.014
2451144.73156,13.48,0.007
2451151.7574,13.809,0.015
2451155.75666,13.485,0.008
2451161.73216,13.748,0.018
2451165.75285,13.731,0.013
2451169.74778,13.486,0.008
2451174.72159,13.818,0.013
2451179.73841,13.568,0.013
2451181.81047,13.488,0.01
2451186.76491,13.804,0.011
2451187.82617,13.857,0.018
2451188.75417,13.796,0.013
2451201.71379,13.773,0.007
2451203.73218,13.678,0.013
2451207.59056,13.519,0.008
2451211.62829,13.828,0.011
2451214.62916,13.726,0.018
2451217.60405,13.476,0.017
2451220.60888,13.581,0.014
2451223.63509,13.85,0.008
2451225.57605,13.806,0.007
2451227.65658,13.699,0.013
2451231.55245,13.5,0.01
2451234.60069,13.705,0.008
2451236.60817,13.851,0.01
2451240.55864,13.671,0.014
2451242.66237,13.486,0.011
2451244.60981,13.537,0.017
2451252.65842,13.703,0.008
2451256.5273,13.525,0.008
2451260.55138,13.844,0.008
2451265.52772,13.567,0.011
2451273.57361,13.871,0.008
2451277.50989,13.609,0.017
2451288.50818,13.745,0.013
2451290.57555,13.493,0.008
2451298.55085,13.861,0.01
2451301.49255,13.712,0.01
2451305.53836,13.524,0.008
2451308.46788,13.743,0.011
2451313.51435,13.742,0.01
2451316.50625,13.5,0.011
2451319.48245,13.616,0.013
2451329.5221,13.493,0.014
2451339.48085,13.495,0.008
2451418.838,13.756,0.007
2451430.89249,13.729,0.007
2451432.82633,13.851,0.01
2451451.76665,13.48,0.015
2451458.85761,13.816,0.006
2451459.77326,13.757,0.006
2451478.84076,13.647,0.006
2451481.67958,13.841,0.008
2451487.70896,13.458,0.017
2451490.70578,13.613,0.011
2451492.69889,13.757,0.011
2451499.65522,13.456,0.011
2451505.69101,13.836,0.015
2451507.82451,13.775,0.01
2451510.80051,13.572,0.017
2451514.80833,13.568,0.007
2451517.64379,13.793,0.013
2451519.71746,13.819,0.01
2451521.65319,13.714,0.015
2451523.77394,13.488,0.011
2451525.76829,13.504,0.008
2451527.69723,13.626,0.008
2451529.76473,13.8,0.008
2451531.75782,13.839,0.006
2451538.7144,13.545,0.01
2451541.6705,13.765,0.007
2451542.70038,13.839,0.007
2451544.62634,13.778,0.011
2451547.75328,13.529,0.011
2451548.73088,13.481,0.013
2451552.58989,13.64,0.014
2451554.71636,13.808,0.01
2451555.7231,13.861,0.011
2451562.72603,13.519,0.004
2451564.60462,13.657,0.007
2451570.60256,13.751,0.004
2451574.77503,13.491,0.014
2451577.72674,13.69,0.011
2451580.7608,13.844,0.01
2451583.64614,13.703,0.013
2451585.73276,13.462,0.011
2451588.74045,13.613,0.008
2451593.57468,13.831,0.008
2451595.72848,13.693,0.011
2451596.70844,13.603,0.007
2451599.63027,13.525,0.013
2451601.70635,13.664,0.006
2451604.58784,13.901,0.008
2451606.62279,13.736,0.007
2451610.64921,13.446,0.011
2451613.54025,13.665,0.007
2451615.57221,13.804,0.007
2451617.64354,13.827,0.011
2451619.62723,13.726,0.01
2451620.57839,13.694,0.008
2451622.52855,13.499,0.015
2451624.5251,13.552,0.01
2451626.52595,13.694,0.01
2451627.64707,13.795,0.006
2451629.52605,13.863,0.014
2451630.6075,13.76,0.013
2451632.54404,13.71,0.006
2451643.51371,13.762,0.01
2451654.55109,13.78,0.014
2451656.5373,13.742,0.011
2451659.54473,13.479,0.01
2451661.56872,13.528,0.008
2451664.53039,13.775,0.017
2451667.53558,13.754,0.007
2451670.55735,13.523,0.008
2451769.88918,13.494,0.01
2451771.916,13.563,0.006
2451784.88152,13.619,0.007
2451789.87023,13.764,0.017
2451804.81985,13.633,0.011
2451812.81494,13.856,0.011
2451816.82628,13.689,0.008
2451821.81685,13.603,0.007
2451823.85899,13.778,0.011
2451826.84208,13.768,0.011
2451829.81579,13.529,0.008
2451830.82912,13.491,0.011
2451834.86807,13.659,0.01
2451859.8052,13.716,0.008
2451861.82241,13.878,0.008
2451864.79985,13.728,0.013
2451865.78,13.7,0.011
2451868.81941,13.51,0.014
2451870.75271,13.605,0.013
2451873.79624,13.85,0.01
