epoch,mag,errmag
2450728.88064,13.838,0.007
2450739.85062,13.927,0.008
2450744.75894,13.556,0.008
2450745.84356,13.446,0.013
2450747.72487,13.698,0.01
2450748.67691,13.749,0.008
2450750.78984,13.959,0.007
2450751.79062,13.979,0.007
2450752.84844,13.845,0.011
2450755.77265,13.448,0.007
2450759.69853,13.803,0.011
2450761.77972,13.992,0.011
2450766.82941,13.496,0.015
2450773.78496,13.812,0.008
2450776.81015,13.43,0.01
2450780.77051,13.824,0.007
2450782.79915,13.993,0.01
2450788.82658,13.663,0.013
2450792.73662,13.972,0.01
2450795.82193,13.608,0.008
2450817.74446,13.52,0.011
2450819.82111,13.638,0.01
2450824.69179,13.969,0.008
2450829.68848,13.55,0.008
2450830.7466,13.667,0.007
2450832.56646,13.798,0.007
2450832.75346,13.817,0.013
2450833.57303,13.912,0.01
2450835.79476,13.898,0.011
2450837.65666,13.622,0.015
2450839.65508,13.456,0.006
2450841.7441,13.698,0.007
2450842.73406,13.753,0.011
2450844.58895,13.962,0.006
2450846.76089,13.805,0.013
2450850.75171,13.599,0.008
2450854.76893,13.921,0.008
2450856.6606,13.894,0.01
2450857.71927,13.705,0.007
2450858.68244,13.618,0.014
2450859.74918,13.473,0.013
2450860.64213,13.484,0.007
2450874.67819,13.839,0.008
2450876.59425,14.002,0.013
2450876.69673,14.01,0.011
2450878.68428,13.666,0.006
2450880.61858,13.459,0.011
2450887.66281,13.965,0.008
2450892.53319,13.615,0.013
2450893.69942,13.721,0.004
2450896.50114,13.952,0.013
2450919.55651,13.811,0.007
2450931.56759,13.618,0.004
2450950.50961,13.871,0.013
2451072.89273,13.891,0.014
2451080.80471,13.685,0.015
2451083.81524,13.933,0.013
2451086.83871,13.678,0.014
2451090.76638,13.654,0.01
2451092.81677,13.779,0.014
2451093.82883,13.887,0.008
2451108.77875,13.589,0.015
2451126.75576,13.993,0.01
2451129.82006,13.584,0.013
2451131.82601,13.58,0.006
2451132.81561,13.674,0.008
2451137.79778,13.883,0.008
2451138.83908,13.692,0.017
2451142.76576,13.658,0.011
2451155.69511,13.831,0.008
2451157.74899,13.965,0.008
2451159.75468,13.664,0.008
2451163.82058,13.678,0.011
2451166.75297,13.897,0.013
2451168.76183,13.94,0.01
2451175.72808,13.764,0.017
2451179.77747,13.863,0.011
2451181.74096,13.593,0.011
2451183.82587,13.578,0.017
2451185.82324,13.735,0.013
2451187.77855,13.929,0.014
2451189.71498,13.924,0.011
2451192.81246,13.475,0.013
2451193.80437,13.474,0.007
2451194.68002,13.645,0.01
2451201.76851,13.608,0.013
2451204.68423,13.556,0.007
2451206.7844,13.749,0.006
2451207.69463,13.828,0.011
2451211.67114,13.704,0.013
2451213.63458,13.484,0.017
2451214.71332,13.509,0.017
2451215.53941,13.65,0.01
2451216.60749,13.714,0.014
2451217.6751,13.785,0.014
2451219.61233,13.988,0.008
2451223.67311,13.571,0.011
2451224.55279,13.43,0.007
2451226.56104,13.675,0.014
2451232.6577,13.673,0.013
2451235.55886,13.485,0.01
2451238.6448,13.797,0.008
2451241.54503,13.957,0.013
2451242.61602,13.766,0.013
2451243.56214,13.617,0.01
2451245.5307,13.444,0.008
2451247.66507,13.691,0.013
2451248.63279,13.777,0.008
2451254.54122,13.599,0.008
2451257.60587,13.673,0.01
2451260.59193,13.908,0.017
2451264.58235,13.613,0.007
2451266.58409,13.463,0.008
2451267.6002,13.645,0.007
2451274.58324,13.627,0.01
2451275.52261,13.599,0.008
2451278.50525,13.658,0.008
2451281.51332,13.941,0.017
2451290.48305,13.796,0.014
2451296.57392,13.546,0.008
2451300.52003,13.742,0.015
2451305.49846,13.681,0.011
2451308.52945,13.509,0.011
2451315.48867,13.772,0.014
2451329.45698,13.533,0.017
2451331.47599,13.709,0.006
2451431.81933,13.585,0.015
2451433.8159,13.586,0.011
2451435.8638,13.727,0.007
2451437.85652,13.944,0.008
2451440.89549,13.67,0.007
2451448.85133,13.957,0.007
2451459.87703,13.953,0.007
2451461.72338,13.669,0.008
2451475.82826,13.643,0.01
2451478.75298,13.862,0.013
2451481.81518,13.843,0.01
2451484.81949,13.438,0.008
2451487.81229,13.737,0.013
2451488.86034,13.834,0.015
2451493.69294,13.634,0.015
2451495.73637,13.466,0.011
2451498.65755,13.771,0.013
2451500.79808,13.969,0.007
2451503.68837,13.608,0.008
2451507.69121,13.671,0.008
2451508.80785,13.749,0.013
2451509.66935,13.823,0.01
2451511.71753,13.976,0.01
2451512.75154,13.877,0.008
2451514.76601,13.614,0.006
2451517.84371,13.672,0.013
2451518.68364,13.693,0.013
2451520.70896,13.879,0.006
2451522.70964,13.946,0.006
2451523.70982,13.789,0.004
2451529.80248,13.796,0.015
2451531.69442,13.939,0.008
2451538.65155,13.661,0.008
2451541.60737,13.908,0.01
2451544.66405,13.748,0.007
2451546.67327,13.527,0.015
2451547.69032,13.448,0.007
2451548.66749,13.634,0.007
2451551.69684,13.862,0.013
2451552.62979,13.951,0.008
2451553.65349,13.975,0.014
2451554.6321,13.848,0.01
2451555.65654,13.635,0.011
2451556.6307,13.595,0.006
2451560.62243,13.722,0.01
2451564.54155,13.93,0.007
2451568.61826,13.482,0.008
2451578.68261,13.448,0.014
2451582.62791,13.834,0.013
2451585.61871,13.885,0.011
2451588.62193,13.474,0.01
2451595.57901,13.94,0.007
2451599.64502,13.446,0.011
2451600.59792,13.623,0.008
2451602.67151,13.758,0.006
2451604.6031,13.951,0.014
2451606.56007,13.864,0.015
2451610.53119,13.523,0.008
2451613.57168,13.809,0.015
2451614.64275,13.91,0.007
2451616.50037,13.931,0.01
2451618.6459,13.606,0.015
2451621.53577,13.649,0.015
2451623.63294,13.758,0.007
2451625.61399,13.953,0.011
2451631.49362,13.538,0.007
2451633.60905,13.742,0.014
2451635.49206,13.924,0.011
2451653.48647,13.689,0.01
2451657.53988,13.96,0.008
2451660.51475,13.619,0.01
2451662.52209,13.494,0.014
2451664.54516,13.694,0.01
2451669.51508,13.785,0.006
2451687.48543,13.906,0.007
2451695.47079,13.683,0.013
2451768.84919,13.717,0.008
2451773.90754,13.722,0.013
2451782.83875,13.981,0.013
2451788.84717,13.691,0.007
2451804.84244,13.798,0.01
2451811.86299,13.859,0.013
2451815.83916,13.671,0.006
2451818.88148,13.524,0.007
2451822.72086,13.893,0.01
2451829.87012,13.63,0.008
2451844.77795,14.0,0.013
2451850.75931,13.66,0.004
2451858.76342,13.589,0.007
2451860.8058,13.59,0.006
2451863.7789,13.825,0.01
2451866.72961,13.901,0.01
2451868.7107,13.616,0.008
2451870.83175,13.495,0.008
