epoch,mag,errmag
2450455.73329,13.848,0.017
2450455.78087,13.843,0.015
2450456.60096,13.935,0.008
2450456.65068,13.938,0.007
2450456.72142,13.963,0.008
2450456.82032,13.966,0.008
2450457.56866,14.003,0.014
2450457.6126,13.997,0.011
2450457.67124,13.989,0.01
2450457.72982,14.001,0.017
2450457.78848,14.014,0.015
2450457.84719,14.009,0.01
2450458.64505,13.978,0.013
2450459.56226,13.903,0.014
2450459.60843,13.889,0.013
2450459.667,13.87,0.01
2450459.72645,13.884,0.013
2450459.77028,13.879,0.007
2450459.81407,13.882,0.014
2450461.61695,13.81,0.01
2450461.6756,13.81,0.014
2450461.74174,13.805,0.017
2450461.80376,13.814,0.007
2450462.57368,13.596,0.017
2450462.63232,13.596,0.017
2450465.67716,13.661,0.01
2450465.72485,13.674,0.008
2450465.80962,13.667,0.017
2450466.66088,13.732,0.017
2450466.8124,13.747,0.01
2450467.66453,13.795,0.014
2450467.76914,13.808,0.017
2450468.67122,13.905,0.011
2450468.7414,13.92,0.013
2450468.79999,13.915,0.013
2450469.67209,14.007,0.01
2450469.80912,13.991,0.017
2450470.74686,14.007,0.011
2450471.65793,13.909,0.008
2450471.79471,13.898,0.013
2450472.63252,13.872,0.013
2450472.67638,13.865,0.011
2450472.72017,13.871,0.014
2450472.78612,13.892,0.011
2450474.71208,13.643,0.013
2450475.54647,13.603,0.006
2450475.60526,13.577,0.008
2450475.6714,13.596,0.006
2450475.72353,13.585,0.007
2450476.75753,13.597,0.007
2450477.54321,13.639,0.007
2450477.59453,13.617,0.013
2450477.74199,13.63,0.015
2450477.82286,13.641,0.014
2450478.54936,13.694,0.01
2450478.76975,13.699,0.015
2450478.82872,13.711,0.014
2450479.54819,13.748,0.015
2450479.59211,13.762,0.014
2450479.75501,13.767,0.01
2450479.82972,13.79,0.01
2450480.58426,13.872,0.01
2450480.75898,13.884,0.011
2450480.80311,13.91,0.014
2450481.56944,13.935,0.007
2450481.71781,13.953,0.011
2450481.76179,13.979,0.006
2450481.80575,13.972,0.013
2450482.71868,14.017,0.014
2450482.79658,14.024,0.014
2450483.58495,13.972,0.006
2450483.6294,13.965,0.008
2450483.67325,13.969,0.01
2450483.71726,13.961,0.008
2450483.76114,13.965,0.008
2450483.80506,13.942,0.011
2450484.58362,13.882,0.011
2450484.73667,13.881,0.01
2450484.78066,13.874,0.013
2450485.58726,13.851,0.014
2450485.73421,13.854,0.017
2450485.77829,13.873,0.011
2450486.58377,13.751,0.011
2450486.62928,13.75,0.01
2450486.72583,13.709,0.011
2450486.77103,13.708,0.013
2450487.61072,13.6,0.013
2450487.65901,13.592,0.014
2450487.70676,13.597,0.01
2450487.75093,13.587,0.011
2450487.79511,13.604,0.008
2450488.64019,13.576,0.015
2450488.70905,13.579,0.008
2450488.75306,13.58,0.008
2450488.79711,13.606,0.013
2450489.74878,13.625,0.014
2450490.56519,13.661,0.013
2450490.70241,13.664,0.011
2450490.7465,13.682,0.011
2450490.79052,13.675,0.014
2450491.58972,13.742,0.007
2450491.64154,13.748,0.011
2450491.68567,13.757,0.014
2450491.79907,13.778,0.01
2450492.57389,13.835,0.01
2450492.64822,13.844,0.01
2450493.57693,13.903,0.008
2450493.62142,13.925,0.017
2450494.57165,13.999,0.007
2450494.61557,13.994,0.014
2450494.65979,14.0,0.014
2450494.70412,14.007,0.011
2450494.7491,14.009,0.013
2450495.57445,14.001,0.013
2450495.64811,14.001,0.011
2450496.56984,13.902,0.008
2450496.61461,13.921,0.01
2450498.5689,13.815,0.008
2450498.7267,13.804,0.014
2450498.77063,13.815,0.011
2450499.56386,13.615,0.013
2450499.60955,13.607,0.015
2450499.74986,13.597,0.011
2450500.56225,13.567,0.01
2450500.60658,13.588,0.008
2450500.65148,13.582,0.011
2450500.70262,13.578,0.013
2450500.74707,13.58,0.01
2450501.57076,13.581,0.01
2450501.68951,13.581,0.014
2450507.55921,14.009,0.014
2450507.60438,14.009,0.006
2450509.55506,13.875,0.014
2450509.60213,13.867,0.011
2450509.65445,13.873,0.013
2450510.59668,13.843,0.01
2450510.64225,13.874,0.01
2450510.68984,13.852,0.008
2450512.5888,13.578,0.011
2450513.61468,13.577,0.011
2450513.70636,13.584,0.013
2450513.75358,13.587,0.015
2450514.57734,13.613,0.01
2450514.6464,13.629,0.013
2450514.69676,13.624,0.011
2450514.74362,13.638,0.011
2450515.57149,13.684,0.013
2450515.62624,13.685,0.014
2450515.67448,13.691,0.013
2450516.5778,13.785,0.008
2450516.63201,13.775,0.008
2450516.67893,13.778,0.014
2450516.72548,13.775,0.011
2450517.62562,13.868,0.01
2450517.67561,13.859,0.015
2450517.72179,13.863,0.01
2450518.61316,13.937,0.01
2450518.65839,13.95,0.017
2450518.70746,13.965,0.008
2450519.57377,14.008,0.015
2450519.70281,14.012,0.01
2450523.5792,13.788,0.006
2450523.63175,13.773,0.014
2450524.57156,13.597,0.007
2450524.62159,13.598,0.008
2450527.68388,13.666,0.013
2450531.57143,13.988,0.011
2450532.56092,14.018,0.007
2450534.61148,13.899,0.008
2450536.53106,13.647,0.014
2450536.5763,13.626,0.01
2450536.62673,13.653,0.008
2450537.52569,13.591,0.015
2450537.62585,13.584,0.015
2450538.56543,13.602,0.015
2450539.67749,13.653,0.013
2450541.58971,13.809,0.013
2450542.62113,13.892,0.015
2450542.66527,13.913,0.011
2450544.51277,14.028,0.014
2450544.55708,14.028,0.013
2450544.60135,14.016,0.01
2450544.64657,14.027,0.008
2450551.5025,13.631,0.013
2450552.51082,13.677,0.013
2450553.51926,13.757,0.01
2450553.62999,13.769,0.011
2450554.49602,13.846,0.013
2450554.58148,13.842,0.011
2450560.51155,13.804,0.011
2450565.5201,13.721,0.01
2450566.5141,13.808,0.014
2450567.51515,13.904,0.013
2450569.51025,14.0,0.01
2450571.49605,13.866,0.013
2450572.52529,13.842,0.007
2450573.52915,13.671,0.006
2450574.48752,13.564,0.015
2450575.48616,13.585,0.013
2450577.49513,13.701,0.015
2450578.50818,13.777,0.008
2450582.49084,13.967,0.01
2450672.87897,13.626,0.014
2450689.90945,13.787,0.011
2450699.91286,13.633,0.008
2450701.82979,13.749,0.01
2450704.87228,14.016,0.006
2450706.85372,13.902,0.006
2450714.82115,13.81,0.014
2450720.8421,13.805,0.007
2450728.78094,13.955,0.013
2450729.78094,14.014,0.011
2450730.73649,13.983,0.006
2450741.83073,13.996,0.014
2450745.78555,13.815,0.01
2450747.83397,13.571,0.011
2450753.78193,13.992,0.008
2450759.82238,13.619,0.008
2450772.81563,13.582,0.01
2450795.74452,13.704,0.008
2450796.81644,13.581,0.01
2450797.74419,13.571,0.015
2450798.71616,13.599,0.01
2450805.80108,13.89,0.007
2450816.77211,13.992,0.011
2450817.69131,13.906,0.01
2450819.79101,13.832,0.01
2450822.8052,13.587,0.014
2450824.83448,13.7,0.015
2450832.68479,13.745,0.011
2450840.66297,13.997,0.008
2450843.66345,13.859,0.011
2450850.63701,13.786,0.011
2450856.60806,13.858,0.007
2450875.55594,13.827,0.017
2450879.64248,13.914,0.01
2450880.54157,13.87,0.007
2450887.55484,13.785,0.01
2450892.6384,13.887,0.01
2450895.52929,13.605,0.007
2450898.53612,13.664,0.013
2450928.52945,13.967,0.01
2450933.56111,13.587,0.007
2450947.50076,13.673,0.007
2451051.8694,13.987,0.011
2451052.9046,13.904,0.017
2451053.88478,13.864,0.02
2451054.9005,13.801,0.015
2451059.88574,13.732,0.011
2451061.89548,13.902,0.014
2451068.89359,13.578,0.017
2451076.86487,13.981,0.008
2451081.86799,13.574,0.014
2451087.81506,14.009,0.017
2451091.81757,13.826,0.015
2451113.79559,14.012,0.018
2451126.82337,13.924,0.015
2451132.74612,13.629,0.01
2451136.7794,13.958,0.013
2451142.67058,13.577,0.015
2451144.73952,13.609,0.013
2451151.76536,13.888,0.014
2451155.76464,13.573,0.014
2451161.74011,13.992,0.017
2451165.76083,13.84,0.017
2451169.75574,13.648,0.006
2451174.72956,14.041,0.007
2451179.74638,13.585,0.011
2451181.81842,13.591,0.015
2451186.77284,13.991,0.01
2451187.83413,13.98,0.011
2451189.84296,13.874,0.014
2451201.72171,13.87,0.008
2451203.74156,13.692,0.015
2451207.5985,13.678,0.011
2451214.63711,13.861,0.013
2451217.61199,13.566,0.017
2451220.61682,13.742,0.018
2451223.64305,13.996,0.01
2451225.58397,13.907,0.01
2451227.66451,13.855,0.007
2451231.5604,13.621,0.014
2451234.60864,13.885,0.008
2451236.61613,14.032,0.006
2451240.5686,13.745,0.015
2451242.67029,13.579,0.011
2451244.61993,13.702,0.01
2451247.55046,13.949,0.01
2451256.53521,13.649,0.013
2451260.56072,13.98,0.017
2451265.53567,13.665,0.006
2451273.58157,14.01,0.01
2451277.51784,13.771,0.014
2451281.57686,13.661,0.013
2451288.51612,13.863,0.014
2451290.5835,13.591,0.008
2451298.55878,14.003,0.007
2451301.50052,13.837,0.011
2451305.5463,13.626,0.01
2451308.47581,13.86,0.011
2451313.5223,13.855,0.013
2451316.51418,13.578,0.008
2451319.49042,13.737,0.011
2451329.51479,13.591,0.014
2451332.49003,13.806,0.006
2451340.46193,13.587,0.01
2451418.84598,13.767,0.014
2451430.90045,13.736,0.01
2451437.79423,13.848,0.008
2451447.8795,13.942,0.007
2451470.84589,13.988,0.014
2451478.84875,13.64,0.008
2451487.71693,13.757,0.013
2451490.71378,13.627,0.014
2451492.70687,13.748,0.015
2451497.83156,13.94,0.008
2451499.66317,13.832,0.011
2451502.65839,13.616,0.01
2451505.699,13.792,0.011
2451507.83246,13.986,0.01
2451510.80846,13.873,0.015
2451512.70517,13.694,0.008
