  2450826.81092   16.289    0.014
  2450844.76390   16.259    0.008
  2450875.63763   16.485    0.015
  2450897.65506   16.509    0.014
  2451084.87204   16.445    0.014
  2451090.85414   16.226    0.014
  2451108.86010   16.261    0.010
  2451131.74392   16.539    0.010
  2451144.77101   16.501    0.017
  2451152.84764   16.509    0.013
  2451153.74559   16.181    0.013
  2451155.79675   16.394    0.014
  2451157.81518   16.225    0.010
  2451159.79059   16.394    0.011
  2451166.82436   16.157    0.017
  2451194.75509   16.543    0.010
  2451205.74542   16.375    0.013
  2451207.76404   16.398    0.011
  2451212.74596   16.105    0.011
  2451214.77164   16.478    0.011
  2451216.73143   16.128    0.011
  2451221.72733   16.209    0.010
  2451234.68507   16.327    0.010
  2451239.62340   16.458    0.014
  2451248.56869   16.518    0.008
  2451258.55087   16.171    0.011
  2451291.60118   16.373    0.015
  2451471.86287   16.285    0.013
  2451477.79267   16.328    0.011
  2451492.83498   16.297    0.010
  2451498.81780   16.349    0.010
  2451521.80863   16.488    0.015
  2451522.82710   16.155    0.015
  2451545.83800   16.471    0.010
  2451550.80776   16.547    0.018
  2451551.80798   16.126    0.014
  2451568.69916   16.121    0.011
  2451579.73939   16.554    0.010
  2451587.73209   16.484    0.014
  2451593.69707   16.134    0.014
  2451596.66685   16.564    0.015
  2451615.64508   16.246    0.014
  2451619.67688   16.242    0.015
  2451622.63612   16.294    0.015
  2451625.58002   16.551    0.011
  2451631.64702   16.125    0.017
