  2450477.67665   16.911    0.014
  2450478.71111   16.099    0.014
  2450499.69191   16.929    0.018
  2450786.82815   16.981    0.020
  2450800.78468   16.339    0.013
  2450818.77937   16.630    0.017
  2450820.72575   16.963    0.020
  2450827.81092   16.019    0.015
  2450846.69708   16.586    0.010
  2450851.71424   16.472    0.014
  2450880.68693   16.629    0.014
  2450891.64404   16.597    0.015
  2451120.83947   16.163    0.017
  2451176.78166   16.038    0.011
  2451184.78433   16.715    0.015
  2451186.70864   16.857    0.018
  2451190.84401   16.781    0.017
  2451206.69918   16.595    0.013
  2451208.70910   16.993    0.017
  2451215.66444   16.095    0.011
  2451222.61974   16.325    0.013
  2451233.63248   16.213    0.013
  2451252.55624   16.727    0.011
  2451518.75997   16.723    0.017
  2451532.74468   16.505    0.020
  2451607.64048   16.902    0.013
