ID_OGLE,RAJ2000.0,DECJ2000.0,N_epoch_OGLE,ID_DASCH,N_epoch_DASCH,ID_EROS,N_epoch_EROS,ID_MACHO,N_epoch_Macho,N_total,OGLE_Period
OGLE-LMC-CEP-0842,05:04:11.63,-70:15:33.9,629,0,0.0,lm0106k23364,920.0,0,0.0,1549.0,5.1455353
OGLE-LMC-CEP-0843,05:04:14.14,-69:06:11.5,702,S013203072910,428.0,0,0.0,1-3808-12,2492.0,3622.0,8.3619563
OGLE-LMC-CEP-0844,05:04:15.47,-69:01:36.4,1320,S013203077766,762.0,0,0.0,1-3810-11,2548.0,4630.0,17.213084600000002
OGLE-LMC-CEP-0845,05:04:16.19,-70:36:03.5,673,0,0.0,lm0551k19711,1042.0,23-3786-13,972.0,2687.0,4.4187571
OGLE-LMC-CEP-0846,05:04:18.13,-68:33:59.9,1202,S0132030107394,915.0,0,0.0,19-3937-7,1746.0,3863.0,9.0511187
OGLE-LMC-CEP-0847,05:04:19.63,-68:55:49.1,1529,S013203085056,116.0,lm0177l11063,938.0,0,0.0,2583.0,20.638944600000002
OGLE-LMC-CEP-0848,05:04:21.08,-68:43:42.8,1859,APASS_J050421.1-684343,1299.0,lm0177k3563,580.0,0,0.0,3738.0,15.9879745
OGLE-LMC-CEP-0850,05:04:24.06,-70:39:48.3,785,0,0.0,0,0.0,0,0.0,785.0,4.4134927
OGLE-LMC-CEP-0851,05:04:24.75,-67:34:47.5,840,0,0.0,0,0.0,0,0.0,840.0,2.6819994
OGLE-LMC-CEP-0852,05:04:24.76,-70:10:52.0,1289,0,0.0,0,0.0,0,0.0,1289.0,4.3348605000000004
OGLE-LMC-CEP-0853,05:04:25.18,-69:07:38.5,1103,0,0.0,0,0.0,1-3929-107,2550.0,3653.0,3.0273859
OGLE-LMC-CEP-0854,05:04:26.61,-67:24:06.0,1010,APASS_J050426.6-672406,1089.0,0,0.0,0,0.0,2099.0,9.048601099999999
OGLE-LMC-CEP-0858,05:04:31.44,-69:13:50.7,1315,0,0.0,0,0.0,1-3927-46,2550.0,3865.0,3.2111949
OGLE-LMC-CEP-0860,05:04:31.60,-68:18:20.1,1408,0,0.0,0,0.0,19-3941-12,1744.0,3152.0,3.0721165
OGLE-LMC-CEP-0861,05:04:33.74,-69:35:13.9,711,0,0.0,lm0102l4686,778.0,0,0.0,1489.0,1.8308096
OGLE-LMC-CEP-0862,05:04:34.79,-69:15:11.0,1203,0,0.0,0,0.0,1-3927-58,2550.0,3753.0,3.0408858
OGLE-LMC-CEP-0863,05:04:35.04,-68:52:36.3,1391,0,0.0,0,0.0,1-3933-64,2550.0,3941.0,3.2755781
OGLE-LMC-CEP-0866,05:04:41.02,-69:16:17.1,1173,0,0.0,0,0.0,0,0.0,1173.0,3.4495328
OGLE-LMC-CEP-0869,05:04:45.51,-67:23:13.6,920,0,0.0,0,0.0,0,0.0,920.0,4.050840099999999
OGLE-LMC-CEP-0871,05:04:47.65,-68:35:22.7,1521,S0132030106381,680.0,0,0.0,19-3937-11,1748.0,3949.0,9.1080554
OGLE-LMC-CEP-0873,05:04:52.72,-70:46:11.4,1206,0,0.0,0,0.0,23-3904-14,974.0,2180.0,4.466945900000001
OGLE-LMC-CEP-0877,05:05:00.94,-67:37:27.8,766,0,0.0,0,0.0,25-3952-280,826.0,1592.0,3.7833306
OGLE-LMC-CEP-0878,05:05:02.75,-70:33:12.5,743,S013202371976,413.0,0,0.0,23-4029-14,962.0,2118.0,9.7227311
OGLE-LMC-CEP-0882,05:05:07.51,-70:08:22.6,293,0,0.0,0,0.0,10-4035-31,1710.0,2003.0,4.7893376
OGLE-LMC-CEP-0884,05:05:08.90,-69:15:12.1,1746,S013203065572,952.0,0,0.0,1-4048-6,2548.0,5246.0,7.707465299999999
OGLE-LMC-CEP-0885,05:05:10.14,-68:09:50.4,1633,0,0.0,lm0173m29493,671.0,19-4064-53,1746.0,4050.0,2.7538392999999997
OGLE-LMC-CEP-0886,05:05:14.51,-68:46:07.3,1135,0,0.0,0,0.0,0,0.0,1135.0,4.3807278
OGLE-LMC-CEP-0888,05:05:16.04,-68:43:24.5,1454,S013203098957,645.0,0,0.0,0,0.0,2099.0,9.3692912
OGLE-LMC-CEP-0889,05:05:17.10,-69:54:20.9,1994,0,0.0,lm0104m26656,865.0,10-4038-14,1710.0,4569.0,3.1682644
OGLE-LMC-CEP-0893,05:05:22.19,-68:24:07.5,1355,0,0.0,0,0.0,19-4061-46,1744.0,3099.0,2.415628
OGLE-LMC-CEP-0896,05:05:24.61,-70:34:41.2,517,0,0.0,0,0.0,23-4028-33,958.0,1475.0,3.4383827000000005
OGLE-LMC-CEP-0899,05:05:28.25,-69:21:50.9,1534,0,0.0,0,0.0,0,0.0,1534.0,3.5101387
OGLE-LMC-CEP-0904,05:05:30.66,-68:26:25.3,1953,0,0.0,0,0.0,19-4060-26,1744.0,3697.0,2.6352843
OGLE-LMC-CEP-0908,05:05:34.69,-69:20:29.1,1380,0,0.0,0,0.0,0,0.0,1380.0,3.3926203999999998
OGLE-LMC-CEP-0914,05:05:41.04,-71:19:30.5,1656,0,0.0,0,0.0,38-4017-10,692.0,2348.0,2.4829627
OGLE-LMC-CEP-0915,05:05:41.97,-68:51:05.3,1987,S013203090396,978.0,0,0.0,1-4054-15,2548.0,5513.0,7.3958633
OGLE-LMC-CEP-0917,05:05:43.99,-68:59:51.3,2820,0,0.0,0,0.0,0,0.0,2820.0,1.6231784
OGLE-LMC-CEP-0919,05:05:45.86,-68:15:20.8,1175,0,0.0,0,0.0,19-4063-20,1748.0,2923.0,4.8656843
OGLE-LMC-CEP-0922,05:05:49.63,-67:13:11.5,1693,APASS_J050549.6-671311,1081.0,0,0.0,0,0.0,2774.0,8.6225591
OGLE-LMC-CEP-0923,05:05:50.87,-67:31:38.1,870,APASS_J050550.9-673138,1345.0,0,0.0,0,0.0,2215.0,12.064081
OGLE-LMC-CEP-0926,05:05:52.37,-69:09:29.9,1112,0,0.0,0,0.0,1-4171-24,2488.0,3600.0,4.6759899
OGLE-LMC-CEP-0927,05:05:53.38,-68:07:08.1,718,APASS_J050553.4-680708,705.0,0,0.0,19-4186-866,1748.0,3171.0,9.063455900000001
OGLE-LMC-CEP-0930,05:05:55.01,-68:05:35.4,1244,0,0.0,0,0.0,19-4187-926,1748.0,2992.0,3.4276422999999996
OGLE-LMC-CEP-0931,05:05:57.39,-68:26:17.9,1281,0,0.0,0,0.0,0,0.0,1281.0,5.8134387
OGLE-LMC-CEP-0933,05:05:59.19,-66:47:15.0,1880,0,0.0,0,0.0,56-4206-184,604.0,2484.0,2.8948549
OGLE-LMC-CEP-0934,05:06:00.15,-70:27:22.4,1293,0,0.0,0,0.0,23-4151-25,960.0,2253.0,5.065884099999999
OGLE-LMC-CEP-0935,05:06:00.89,-69:06:17.2,1609,APASS_J050600.9-690617,1311.0,lm0100m8602,1069.0,1-4171-12,2488.0,6477.0,21.1161935
OGLE-LMC-CEP-0936,05:06:01.14,-68:37:38.5,1239,0,0.0,0,0.0,19-4179-1265,1750.0,2989.0,8.334261900000001
OGLE-LMC-CEP-0938,05:06:05.75,-68:41:52.1,1566,0,0.0,lm0175n17758,621.0,0,0.0,2187.0,3.5089747000000004
OGLE-LMC-CEP-0939,05:06:05.98,-66:59:43.9,1007,0,0.0,0,0.0,0,0.0,1007.0,2.8617413
OGLE-LMC-CEP-0940,05:06:07.06,-70:26:08.8,436,0,0.0,0,0.0,0,0.0,436.0,4.4417973
OGLE-LMC-CEP-0941,05:06:07.14,-66:37:49.3,902,0,0.0,0,0.0,56-4208-215,604.0,1506.0,1.7272409
OGLE-LMC-CEP-0949,05:06:16.89,-68:40:33.8,763,S0132030102040,771.0,0,0.0,0,0.0,1534.0,12.9166525
OGLE-LMC-CEP-0951,05:06:18.53,-66:38:44.7,1216,0,0.0,0,0.0,56-4208-197,604.0,1820.0,3.1134066000000002
OGLE-LMC-CEP-0952,05:06:19.59,-66:35:47.9,1043,0,0.0,0,0.0,0,0.0,1043.0,3.1232265999999997
OGLE-LMC-CEP-0954,05:06:22.87,-67:58:33.5,1656,0,0.0,0,0.0,20-4188-2236,826.0,2482.0,2.7910137
OGLE-LMC-CEP-0957,05:06:30.95,-69:55:42.5,1855,0,0.0,0,0.0,10-4280-1392,1712.0,3567.0,2.8084617
OGLE-LMC-CEP-0960,05:06:37.62,-66:43:08.9,437,0,0.0,0,0.0,56-4328-27,604.0,1041.0,2.9312963
OGLE-LMC-CEP-0961,05:06:39.12,-68:57:47.1,1194,0,0.0,0,0.0,1-4294-36,2546.0,3740.0,3.7113205999999996
OGLE-LMC-CEP-0962,05:06:39.57,-70:43:22.5,689,0,0.0,lm0551n20500,708.0,23-4268-2366,970.0,2367.0,3.9273216
OGLE-LMC-CEP-0963,05:06:39.89,-68:25:12.7,315,APASS_J050639.9-682513,1021.0,0,0.0,19-4303-317,1748.0,3084.0,8.713410099999999
OGLE-LMC-CEP-0964,05:06:41.50,-67:13:56.2,1488,0,0.0,0,0.0,25-4320-13,820.0,2308.0,2.7935621
OGLE-LMC-CEP-0967,05:06:50.38,-68:06:40.1,937,0,0.0,0,0.0,19-4307-37,1748.0,2685.0,2.8733716
OGLE-LMC-CEP-0969,05:06:52.86,-68:43:25.1,1519,S013203099745,161.0,lm0186k2854,1054.0,0,0.0,2734.0,12.721034300000001
OGLE-LMC-CEP-0970,05:06:52.97,-68:39:35.6,1142,APASS_J050653.0-683936,1395.0,0,0.0,0,0.0,2537.0,17.4598258
OGLE-LMC-CEP-0971,05:06:55.27,-68:38:14.2,1615,0,0.0,0,0.0,0,0.0,1615.0,4.812599099999999
OGLE-LMC-CEP-0972,05:06:55.64,-68:14:55.8,752,0,0.0,0,0.0,19-4305-18,1748.0,2500.0,4.5089543
OGLE-LMC-CEP-0973,05:06:56.18,-69:03:15.5,1250,APASS_J050656.2-690315,1206.0,lm0186l15274,1030.0,0,0.0,3486.0,10.4648836
OGLE-LMC-CEP-0974,05:06:56.75,-66:42:40.3,1669,0,0.0,0,0.0,0,0.0,1669.0,3.1933764
OGLE-LMC-CEP-0975,05:06:58.28,-68:36:41.1,1322,S0132030105561,452.0,0,0.0,0,0.0,1774.0,12.623895599999999
OGLE-LMC-CEP-0976,05:06:58.64,-67:40:44.7,1082,0,0.0,0,0.0,0,0.0,1082.0,3.1649406000000004
OGLE-LMC-CEP-0977,05:06:59.57,-69:18:20.4,1234,0,0.0,0,0.0,1-4289-25,2480.0,3714.0,4.0329777
OGLE-LMC-CEP-0978,05:06:59.71,-68:43:26.3,1252,S013203099155,599.0,lm0186k2899,857.0,0,0.0,2708.0,10.520182
OGLE-LMC-CEP-0984,05:07:04.35,-70:41:35.7,835,0,0.0,0,0.0,22-4269-4318,1252.0,2087.0,4.3827751
OGLE-LMC-CEP-0986,05:07:07.80,-68:53:19.6,82,0,0.0,0,0.0,1-4296-8,2544.0,2626.0,31.060540399999997
OGLE-LMC-CEP-0989,05:07:13.54,-70:34:00.3,1689,0,0.0,0,0.0,0,0.0,1689.0,2.6900341
OGLE-LMC-CEP-0990,05:07:14.94,-68:06:44.4,1640,0,0.0,0,0.0,19-4307-25,1748.0,3388.0,3.8150553999999994
OGLE-LMC-CEP-0993,05:07:16.39,-70:47:06.4,1451,0,0.0,0,0.0,22-4388-16,1278.0,2729.0,3.4408193
OGLE-LMC-CEP-0994,05:07:17.64,-66:49:54.5,1537,0,0.0,0,0.0,56-4447-8,612.0,2149.0,4.240242299999999
OGLE-LMC-CEP-0997,05:07:18.60,-66:34:52.7,1089,0,0.0,0,0.0,0,0.0,1089.0,4.508197
OGLE-LMC-CEP-0998,05:07:19.41,-70:45:43.2,664,0,0.0,0,0.0,22-4388-54,1278.0,1942.0,2.1676139
OGLE-LMC-CEP-0999,05:07:20.09,-70:27:15.3,82,0,0.0,0,0.0,0,0.0,82.0,26.335887899999996
OGLE-LMC-CEP-1001,05:07:21.69,-68:20:18.3,1965,APASS_J050721.7-682018,1297.0,0,0.0,0,0.0,3262.0,14.4670756
OGLE-LMC-CEP-1002,05:07:22.47,-70:44:25.9,1549,0,0.0,0,0.0,22-4389-2627,1276.0,2825.0,3.5159605000000003
OGLE-LMC-CEP-1003,05:07:22.63,-66:48:56.8,656,0,0.0,0,0.0,56-4448-24,612.0,1268.0,4.0033994
OGLE-LMC-CEP-1004,05:07:23.29,-68:38:30.8,1923,0,0.0,0,0.0,0,0.0,1923.0,3.7448072999999997
OGLE-LMC-CEP-1006,05:07:24.44,-70:48:29.9,965,0,0.0,0,0.0,22-4388-20,1278.0,2243.0,3.2665699
OGLE-LMC-CEP-1009,05:07:25.76,-68:28:36.7,1209,0,0.0,0,0.0,19-4423-408,3484.0,4693.0,4.9073887
OGLE-LMC-CEP-1010,05:07:25.89,-70:48:36.9,1061,0,0.0,0,0.0,0,0.0,1061.0,4.803428599999999
OGLE-LMC-CEP-1011,05:07:26.11,-68:53:20.0,1157,0,0.0,0,0.0,0,0.0,1157.0,4.204222799999999
OGLE-LMC-CEP-1012,05:07:26.31,-68:29:13.6,1165,0,0.0,0,0.0,19-4423-409,3484.0,4649.0,5.190862
OGLE-LMC-CEP-1013,05:07:26.73,-66:36:58.4,1203,0,0.0,0,0.0,0,0.0,1203.0,3.7565125
OGLE-LMC-CEP-1015,05:07:27.05,-70:50:42.4,780,0,0.0,0,0.0,0,0.0,780.0,4.3321972
OGLE-LMC-CEP-1018,05:07:29.32,-66:57:58.3,1059,0,0.0,0,0.0,52-4445-25,564.0,1623.0,2.3576054
OGLE-LMC-CEP-1019,05:07:29.63,-68:31:14.1,870,0,0.0,0,0.0,19-4422-357,1744.0,2614.0,4.6703752
OGLE-LMC-CEP-1020,05:07:30.18,-69:12:55.1,1413,0,0.0,0,0.0,0,0.0,1413.0,4.0986833
OGLE-LMC-CEP-1022,05:07:33.19,-70:13:41.0,455,0,0.0,0,0.0,0,0.0,455.0,5.0225333
OGLE-LMC-CEP-1025,05:07:35.95,-70:17:18.7,594,0,0.0,0,0.0,9-4396-51,2228.0,2822.0,2.7256874
OGLE-LMC-CEP-1029,05:07:38.54,-70:48:26.0,741,0,0.0,0,0.0,22-4388-13,2556.0,3297.0,5.6378331
OGLE-LMC-CEP-1030,05:07:40.90,-70:17:50.4,79,0,0.0,0,0.0,9-4395-20,2232.0,2311.0,2.9547658
OGLE-LMC-CEP-1031,05:07:42.12,-69:14:48.1,1704,S013203065976,1308.0,lm0101l6709,841.0,0,0.0,3853.0,18.4694513
OGLE-LMC-CEP-1035,05:07:56.39,-66:37:45.4,1050,0,0.0,0,0.0,0,0.0,1050.0,2.9576729
OGLE-LMC-CEP-1039,05:08:01.06,-67:01:17.1,1053,0,0.0,0,0.0,0,0.0,1053.0,2.6948392000000005
OGLE-LMC-CEP-1044,05:08:05.66,-68:34:53.4,898,0,0.0,0,0.0,0,0.0,898.0,3.9932001000000006
OGLE-LMC-CEP-1045,05:08:05.74,-70:22:52.2,889,0,0.0,0,0.0,9-4515-11,2230.0,3119.0,4.7436251
OGLE-LMC-CEP-1047,05:08:07.26,-68:41:08.1,895,0,0.0,lm0184l29554,922.0,0,0.0,1817.0,3.5910886
OGLE-LMC-CEP-1051,05:08:09.65,-69:15:47.3,742,0,0.0,0,0.0,0,0.0,742.0,3.098861
OGLE-LMC-CEP-1052,05:08:09.86,-67:20:21.6,492,0,0.0,0,0.0,52-4561-16,564.0,1056.0,4.316321599999999
OGLE-LMC-CEP-1053,05:08:09.90,-68:10:37.8,62,0,0.0,0,0.0,19-4548-33,1746.0,1808.0,2.3831176
OGLE-LMC-CEP-1056,05:08:12.52,-66:51:39.2,1403,0,0.0,0,0.0,0,0.0,1403.0,4.460665799999999
OGLE-LMC-CEP-1057,05:08:17.66,-70:11:28.6,1639,0,0.0,0,0.0,10-4518-3764,1710.0,3349.0,5.0740154
OGLE-LMC-CEP-1058,05:08:18.26,-68:46:47.1,280,0,0.0,0,0.0,0,0.0,280.0,30.400403700000002
OGLE-LMC-CEP-1061,05:08:20.13,-70:43:44.9,856,0,0.0,0,0.0,0,0.0,856.0,2.5980533
OGLE-LMC-CEP-1070,05:08:30.37,-69:07:42.5,1254,0,0.0,0,0.0,0,0.0,1254.0,2.7886917
OGLE-LMC-CEP-1071,05:08:30.61,-69:08:46.4,2126,0,0.0,0,0.0,0,0.0,2126.0,3.3813157999999994
OGLE-LMC-CEP-1072,05:08:31.04,-68:12:31.8,519,0,0.0,0,0.0,19-4548-31,1746.0,2265.0,2.6663357000000003
OGLE-LMC-CEP-1073,05:08:33.50,-70:26:53.9,1713,0,0.0,0,0.0,0,0.0,1713.0,5.1700833
OGLE-LMC-CEP-1074,05:08:35.26,-68:48:59.4,1114,0,0.0,0,0.0,1-4539-77,2528.0,3642.0,2.7101144
OGLE-LMC-CEP-1076,05:08:38.45,-68:30:41.4,1079,0,0.0,0,0.0,19-4543-438,1748.0,2827.0,4.281855
OGLE-LMC-CEP-1077,05:08:42.30,-67:13:48.2,1605,0,0.0,0,0.0,0,0.0,1605.0,4.6542712
OGLE-LMC-CEP-1078,05:08:43.12,-68:45:33.1,1130,0,0.0,lm0186m8105,974.0,0,0.0,2104.0,8.559479099999999
OGLE-LMC-CEP-1079,05:08:43.57,-69:08:26.4,1193,0,0.0,0,0.0,1-4534-23,2550.0,3743.0,4.2106348
OGLE-LMC-CEP-1080,05:08:43.98,-68:45:28.0,1874,0,0.0,lm0186m7868,644.0,0,0.0,2518.0,18.6607062
OGLE-LMC-CEP-1081,05:08:44.71,-68:00:25.2,870,0,0.0,0,0.0,20-4672-2809,836.0,1706.0,4.199992900000001
OGLE-LMC-CEP-1083,05:08:46.53,-68:10:31.7,1207,APASS_J050846.5-681032,1196.0,0,0.0,19-4669-2011,1726.0,4129.0,8.8996793
OGLE-LMC-CEP-1085,05:08:47.38,-66:51:43.0,1119,0,0.0,0,0.0,0,0.0,1119.0,3.9682177000000003
OGLE-LMC-CEP-1086,05:08:48.37,-66:55:04.3,1244,APASS_J050848.4-665504,996.0,0,0.0,0,0.0,2240.0,17.2020785
OGLE-LMC-CEP-1087,05:08:48.90,-69:39:14.0,915,0,0.0,0,0.0,0,0.0,915.0,3.5857248999999998
OGLE-LMC-CEP-1088,05:08:49.54,-68:59:59.1,2064,APASS_J050849.5-685959,1205.0,0,0.0,0,0.0,3269.0,13.8791812
OGLE-LMC-CEP-1092,05:08:54.20,-70:06:07.3,1537,0,0.0,0,0.0,9-4640-24,2230.0,3767.0,3.109476
OGLE-LMC-CEP-1093,05:08:54.28,-69:14:33.7,1876,0,0.0,0,0.0,0,0.0,1876.0,3.5869112000000003
OGLE-LMC-CEP-1094,05:08:54.92,-68:43:10.1,1353,APASS_J050854.9-684310,641.0,0,0.0,0,0.0,1994.0,7.0104011
OGLE-LMC-CEP-1096,05:08:57.64,-68:50:59.2,978,0,0.0,0,0.0,1-4659-63,2502.0,3480.0,4.3688532
OGLE-LMC-CEP-1100,05:09:04.38,-70:21:54.1,1731,APASS_J050904.4-702154,1200.0,0,0.0,9-4636-3,2230.0,5161.0,13.629853500000001
OGLE-LMC-CEP-1107,05:09:12.36,-70:51:49.4,1021,0,0.0,0,0.0,22-4629-26,1278.0,2299.0,3.1336522999999996
OGLE-LMC-CEP-1108,05:09:15.12,-69:09:02.5,1883,0,0.0,0,0.0,1-4655-46,2538.0,4421.0,3.0378688
OGLE-LMC-CEP-1109,05:09:15.94,-68:44:29.6,1218,S013203098166,478.0,0,0.0,2-4661-3597,2290.0,3986.0,11.8606009
OGLE-LMC-CEP-1110,05:09:17.79,-68:39:09.1,1262,0,0.0,0,0.0,2-4662-12,2292.0,3554.0,4.9342752
OGLE-LMC-CEP-1112,05:09:18.35,-68:17:58.4,821,S0132030116327,426.0,0,0.0,2-4667-15,2302.0,3549.0,7.926099000000001
OGLE-LMC-CEP-1114,05:09:20.34,-70:32:51.7,1552,0,0.0,0,0.0,9-4634-13,2226.0,3778.0,4.1407602
OGLE-LMC-CEP-1115,05:09:20.47,-68:51:05.3,972,0,0.0,0,0.0,79-4659-3362,3124.0,4096.0,9.671870199999999
OGLE-LMC-CEP-1116,05:09:21.21,-70:49:22.9,937,0,0.0,0,0.0,0,0.0,937.0,3.2997648
OGLE-LMC-CEP-1118,05:09:25.70,-69:19:07.6,1366,0,0.0,lm0101n20034,710.0,79-4652-4043,3088.0,5164.0,3.7793335
OGLE-LMC-CEP-1120,05:09:26.95,-68:54:12.8,1692,S013203087136,697.0,0,0.0,79-4658-3844,3150.0,5539.0,11.9045706
OGLE-LMC-CEP-1122,05:09:27.44,-68:04:04.7,1673,0,0.0,0,0.0,20-4671-3054,828.0,2501.0,4.6912197
OGLE-LMC-CEP-1124,05:09:29.76,-68:58:15.4,1890,0,0.0,0,0.0,79-4778-38,3152.0,5042.0,4.4572723
OGLE-LMC-CEP-1127,05:09:33.81,-70:42:39.4,1173,0,0.0,0,0.0,9-4752-5,2226.0,3399.0,4.451603599999999
OGLE-LMC-CEP-1128,05:09:36.96,-68:02:43.6,801,APASS_J050937.0-680244,1086.0,0,0.0,19-4792-10,1722.0,3609.0,6.862553699999999
OGLE-LMC-CEP-1129,05:09:37.54,-70:17:31.0,1051,0,0.0,0,0.0,9-4759-22,2226.0,3277.0,5.829979499999999
OGLE-LMC-CEP-1135,05:09:49.48,-69:17:08.1,1490,0,0.0,0,0.0,0,0.0,1490.0,2.7574665
OGLE-LMC-CEP-1136,05:09:50.14,-68:31:17.9,1712,0,0.0,0,0.0,2-4785-21,2296.0,4008.0,3.0438813
OGLE-LMC-CEP-1139,05:09:55.93,-68:49:12.9,1349,0,0.0,0,0.0,79-4781-67,3152.0,4501.0,2.7737319
OGLE-LMC-CEP-1140,05:09:56.34,-68:59:40.6,3298,APASS_J050956.3-685941,1155.0,0,0.0,0,0.0,4453.0,8.1860593
OGLE-LMC-CEP-1141,05:09:59.27,-69:08:40.6,1089,0,0.0,0,0.0,79-4776-20,3102.0,4191.0,5.791522799999999
OGLE-LMC-CEP-1142,05:10:00.53,-66:41:56.1,1201,0,0.0,0,0.0,56-4812-18,612.0,1813.0,4.430119599999999
OGLE-LMC-CEP-1144,05:10:02.01,-69:27:18.9,1487,0,0.0,0,0.0,0,0.0,1487.0,3.6554547999999993
OGLE-LMC-CEP-1145,05:10:02.96,-69:01:16.1,1914,0,0.0,0,0.0,79-4778-20,3152.0,5066.0,3.3413160000000004
OGLE-LMC-CEP-1146,05:10:04.44,-68:53:29.6,1833,0,0.0,0,0.0,0,0.0,1833.0,2.7138617000000003
OGLE-LMC-CEP-1149,05:10:12.01,-68:10:13.9,1712,0,0.0,0,0.0,2-4790-48,2310.0,4022.0,2.5244308999999996
OGLE-LMC-CEP-1150,05:10:13.40,-66:35:00.7,1023,0,0.0,0,0.0,56-4814-17,606.0,1629.0,3.5187754
OGLE-LMC-CEP-1156,05:10:22.45,-67:08:46.0,808,0,0.0,0,0.0,0,0.0,808.0,4.5099113
OGLE-LMC-CEP-1161,05:10:28.46,-69:53:16.5,1336,0,0.0,0,0.0,5-4886-55,2144.0,3480.0,2.9702623
OGLE-LMC-CEP-1165,05:10:34.52,-69:13:43.9,1292,0,0.0,0,0.0,79-4895-28,3154.0,4446.0,3.0748363999999997
OGLE-LMC-CEP-1166,05:10:36.10,-69:08:17.8,1166,S01320339182,471.0,0,0.0,0,0.0,1637.0,13.9082639
OGLE-LMC-CEP-1168,05:10:37.28,-71:17:42.3,1311,0,0.0,0,0.0,22-4864-417,2548.0,3859.0,3.9940396000000002
OGLE-LMC-CEP-1169,05:10:37.45,-69:15:06.9,1289,0,0.0,0,0.0,79-4895-92,3154.0,4443.0,2.8451756
OGLE-LMC-CEP-1170,05:10:37.87,-71:17:42.3,1345,0,0.0,0,0.0,22-4864-416,2548.0,3893.0,3.6753077000000003
OGLE-LMC-CEP-1172,05:10:43.64,-70:28:51.4,1671,0,0.0,0,0.0,0,0.0,1671.0,4.82565
OGLE-LMC-CEP-1173,05:10:45.20,-69:06:28.1,1679,0,0.0,lm0101m9998,673.0,0,0.0,2352.0,1.4136063
OGLE-LMC-CEP-1176,05:10:50.52,-70:12:17.4,1573,APASS_J051050.5-701217,827.0,0,0.0,9-4881-17,2224.0,4624.0,7.224093099999999
OGLE-LMC-CEP-1180,05:10:56.30,-69:01:55.7,1784,S013203313523,903.0,0,0.0,79-4898-12,3152.0,5839.0,15.126981900000002
OGLE-LMC-CEP-1181,05:11:00.31,-70:00:00.4,934,0,0.0,0,0.0,0,0.0,934.0,1.9868424
OGLE-LMC-CEP-1184,05:11:05.41,-70:30:34.4,1569,APASS_J051105.4-703034,1149.0,lm0560m10063,1045.0,9-4997-13,2230.0,5993.0,14.212735999999998
OGLE-LMC-CEP-1185,05:11:06.10,-69:06:19.5,1225,0,0.0,0,0.0,0,0.0,1225.0,5.3921003
OGLE-LMC-CEP-1186,05:11:10.06,-66:35:58.9,1592,0,0.0,0,0.0,56-5056-31,612.0,2204.0,1.7991903000000002
OGLE-LMC-CEP-1188,05:11:11.33,-69:12:29.9,1294,0,0.0,0,0.0,79-5017-69,3152.0,4446.0,3.1291216
OGLE-LMC-CEP-1190,05:11:13.99,-69:59:31.8,1283,0,0.0,lm0094l14212,1043.0,5-5005-773,2140.0,4466.0,4.2788571
OGLE-LMC-CEP-1192,05:11:19.83,-68:33:07.3,1655,0,0.0,0,0.0,2-5027-10,2312.0,3967.0,4.9561718
OGLE-LMC-CEP-1194,05:11:23.56,-70:56:06.1,1671,0,0.0,0,0.0,22-4991-17,1276.0,2947.0,3.2295035
OGLE-LMC-CEP-1195,05:11:23.81,-71:18:43.2,1643,0,0.0,0,0.0,22-4985-129,1278.0,2921.0,3.2621375
OGLE-LMC-CEP-1198,05:11:30.79,-70:19:58.0,981,0,0.0,0,0.0,0,0.0,981.0,2.5276939
OGLE-LMC-CEP-1200,05:11:31.39,-68:35:29.1,832,S013203336402,691.0,0,0.0,2-5026-16,2316.0,3839.0,6.6769991
OGLE-LMC-CEP-1208,05:11:41.76,-70:44:14.8,1670,0,0.0,0,0.0,22-4994-2931,1270.0,2940.0,2.5689999
OGLE-LMC-CEP-1209,05:11:45.84,-69:48:01.8,977,0,0.0,0,0.0,5-5129-28,2140.0,3117.0,3.5059977999999994
OGLE-LMC-CEP-1210,05:11:46.51,-70:00:01.3,1549,0,0.0,0,0.0,5-5126-31,2142.0,3691.0,2.834075
OGLE-LMC-CEP-1211,05:11:48.79,-68:46:22.9,1226,0,0.0,0,0.0,2-5144-4495,2306.0,3532.0,3.6524989999999997
OGLE-LMC-CEP-1212,05:11:50.23,-68:30:59.1,786,0,0.0,0,0.0,0,0.0,786.0,3.2508974999999998
OGLE-LMC-CEP-1213,05:11:51.84,-68:06:44.7,923,0,0.0,lm0183k21084,895.0,0,0.0,1818.0,1.8294457999999998
OGLE-LMC-CEP-1214,05:11:53.26,-69:06:48.5,1010,S013203310195,1074.0,0,0.0,79-5139-13,3116.0,5200.0,8.771815199999999
OGLE-LMC-CEP-1218,05:11:57.61,-67:46:37.7,1637,0,0.0,0,0.0,20-5159-21,836.0,2473.0,3.6224623
OGLE-LMC-CEP-1219,05:11:57.99,-71:08:53.6,1424,0,0.0,0,0.0,22-5109-14,1274.0,2698.0,2.9440766
OGLE-LMC-CEP-1222,05:12:00.89,-71:02:25.8,1357,0,0.0,0,0.0,0,0.0,1357.0,1.9374368999999998
OGLE-LMC-CEP-1223,05:12:01.95,-68:50:39.1,1829,0,0.0,0,0.0,79-5143-36,3154.0,4983.0,2.9973157
OGLE-LMC-CEP-1225,05:12:06.55,-69:13:06.4,1240,0,0.0,0,0.0,79-5138-23,3134.0,4374.0,3.9655648
