5260.63876 15.901 0.007
5261.62439 16.119 0.008
5261.64213 16.111 0.008
5262.63593 15.887 0.008
5264.60334 15.848 0.008
5265.60460 16.094 0.009
5266.59714 15.822 0.008
5267.61041 16.092 0.008
5268.59305 15.796 0.008
5269.56235 16.063 0.008
5270.54896 15.772 0.007
5271.57174 16.056 0.008
5273.56021 16.043 0.008
5274.59134 15.731 0.007
5275.57459 16.026 0.008
5276.57066 15.703 0.007
5279.55877 16.000 0.008
5281.53421 15.982 0.008
5282.55364 15.763 0.007
5284.55724 15.868 0.008
5286.53997 15.994 0.008
5288.55364 16.045 0.008
5291.54780 15.885 0.008
5293.53911 15.880 0.008
5295.49531 15.839 0.008
5297.52104 15.830 0.008
5298.56604 16.095 0.008
5301.52682 15.784 0.008
5306.52336 16.040 0.008
5308.53113 16.025 0.008
5309.55178 15.686 0.008
5310.55164 16.014 0.009
5311.51672 15.678 0.008
5313.50071 15.717 0.008
5314.51547 15.980 0.009
5322.46299 15.893 0.008
5325.47727 16.113 0.009
5327.47959 16.118 0.008
5335.47028 16.044 0.008
5341.49179 16.021 0.009
5343.49440 16.006 0.008
5430.91240 15.901 0.008
5439.92188 15.892 0.008
5448.91086 16.064 0.008
5451.82426 15.708 0.007
5454.90322 16.030 0.008
5457.76711 15.806 0.007
5459.87907 15.718 0.007
5462.86796 15.958 0.008
5467.84791 16.091 0.008
5468.83683 15.894 0.008
5470.81173 15.875 0.007
5471.85948 16.111 0.008
5473.79431 16.090 0.008
5477.79627 16.060 0.007
5478.80374 15.781 0.007
5481.74308 16.028 0.008
5484.78845 15.701 0.007
5485.81520 16.033 0.008
5487.73608 15.989 0.007
5488.73910 15.714 0.007
5489.83137 16.007 0.007
5490.73947 15.818 0.007
5491.85357 15.981 0.008
5492.77565 15.863 0.007
5493.79794 15.958 0.008
5494.84268 15.854 0.008
5495.79984 15.935 0.007
5496.79767 16.002 0.008
5497.82783 15.940 0.008
5499.73484 15.883 0.007
5502.80500 16.099 0.008
5503.76022 15.847 0.007
5505.72991 15.823 0.007
5506.74740 16.082 0.007
5507.76550 15.811 0.007
5509.67389 15.758 0.007
5510.72980 16.068 0.008
5511.70599 15.750 0.007
5512.74907 16.049 0.007
5513.71937 15.724 0.007
5514.75192 16.027 0.007
5515.66917 15.679 0.007
5516.75472 16.017 0.007
5517.66785 15.677 0.007
5518.76427 16.014 0.009
5519.69067 15.693 0.008
5521.70754 15.750 0.008
5522.73266 15.985 0.008
5523.69738 15.867 0.007
5524.70581 15.959 0.007
5525.73887 15.906 0.007
5526.69091 15.927 0.007
5527.77165 15.938 0.007
5528.71274 15.930 0.007
5529.69301 16.098 0.008
5530.70024 15.905 0.008
5531.78342 16.068 0.007
5532.69157 15.881 0.007
5533.71491 16.115 0.008
5534.74642 15.880 0.007
5535.72327 16.117 0.008
5536.72592 15.859 0.007
5539.73615 16.083 0.008
5540.82033 15.843 0.007
5541.68649 16.065 0.008
5542.74490 15.802 0.007
5543.77642 16.085 0.008
5544.76392 15.783 0.007
5545.75320 16.052 0.008
5546.70287 15.731 0.007
5547.76267 16.044 0.008
5548.72392 15.704 0.007
5549.68880 16.017 0.008
5550.74267 15.694 0.007
5551.70017 16.012 0.008
5553.74621 16.005 0.008
5554.67954 15.771 0.008
5556.69416 15.843 0.007
5557.67532 15.959 0.007
5558.67624 15.964 0.008
5559.69389 15.934 0.008
5559.71940 15.959 0.007
5560.65810 16.065 0.007
5561.69189 15.926 0.008
5562.71125 16.068 0.007
5563.64522 15.894 0.007
5565.67713 15.886 0.007
5566.70380 16.112 0.008
5568.72410 16.115 0.008
5569.71867 15.859 0.007
5570.75823 16.108 0.008
5571.68924 15.818 0.007
5572.80645 16.126 0.008
5575.71077 15.789 0.007
5576.68496 16.057 0.007
5577.68724 15.751 0.007
5578.69352 16.044 0.008
5579.74447 15.751 0.007
5580.68851 16.030 0.007
5581.69064 15.707 0.007
5582.69762 16.010 0.008
5583.70439 15.686 0.006
5584.69041 16.003 0.007
5585.69028 15.666 0.007
5586.65406 15.993 0.008
5587.63622 15.815 0.007
5588.74016 15.995 0.008
5589.64622 15.902 0.007
5591.68355 15.942 0.007
5592.66579 15.937 0.007
5593.64878 16.052 0.008
5594.66499 15.919 0.007
5595.64366 16.093 0.007
5596.70679 15.910 0.007
5597.62426 16.114 0.008
5598.69058 15.883 0.007
5599.65420 16.111 0.008
5600.68692 15.864 0.007
5601.66656 16.108 0.007
5602.66529 15.837 0.007
5603.67406 16.089 0.008
5604.67446 15.823 0.007
5605.67701 16.072 0.007
5606.68893 15.803 0.007
5607.69984 16.080 0.008
5608.69047 15.780 0.008
5609.71771 16.061 0.008
5611.64826 16.041 0.008
5612.70079 15.753 0.008
5613.66398 16.030 0.008
5614.65590 15.698 0.006
5615.64970 16.020 0.007
5616.66540 15.666 0.006
5619.64766 15.978 0.007
5622.64365 15.875 0.008
5623.60652 15.960 0.007
5624.54765 16.080 0.008
5625.63925 15.934 0.007
5626.60037 16.074 0.008
5627.56509 15.891 0.007
5629.60534 15.893 0.007
5630.61679 16.109 0.008
5632.56490 16.106 0.008
5633.61388 15.851 0.007
5634.57434 16.097 0.008
5635.57864 15.807 0.007
5638.58325 16.066 0.008
5639.59352 15.782 0.008
5640.53250 16.046 0.008
5641.56017 15.736 0.007
5642.50840 16.013 0.007
5643.50618 15.694 0.006
5644.50891 16.010 0.007
5645.50763 15.670 0.007
5646.52065 16.008 0.008
5647.52260 15.674 0.006
5648.52331 15.987 0.008
5649.53806 15.711 0.007
5650.51849 15.974 0.007
5651.52440 15.836 0.006
5652.51935 15.957 0.007
5653.54943 15.911 0.007
5654.55797 15.953 0.007
5655.54914 15.987 0.008
5656.55803 15.926 0.007
5657.51798 16.087 0.008
5659.51729 16.112 0.008
5660.56268 15.892 0.007
5664.49687 15.836 0.008
5665.51210 16.103 0.008
5666.50894 15.824 0.008
5667.49110 16.081 0.008
5668.49663 15.802 0.008
5669.49064 16.068 0.008
5670.54213 15.799 0.007
5671.49253 16.039 0.009
5672.48744 15.731 0.007
5674.49549 15.717 0.006
5675.48834 16.028 0.008
5676.54362 15.730 0.005
5677.48505 16.011 0.007
5678.51928 15.682 0.007
5679.48689 16.000 0.008
5680.53497 15.680 0.007
5681.49975 15.983 0.008
5682.49916 15.742 0.007
5683.50410 15.964 0.008
5684.50852 15.844 0.007
5685.48022 15.955 0.008
5686.48110 15.983 0.007
5687.48327 15.937 0.008
5691.47479 15.899 0.008
5692.52556 16.102 0.009
5694.49140 16.114 0.008
5695.47583 15.846 0.007
5696.48424 16.104 0.008
5697.47416 15.836 0.008
5699.48370 15.812 0.008
5700.47528 16.091 0.009
5702.47214 16.072 0.008
5706.47185 16.035 0.008
5709.45893 15.680 0.006
5784.93197 16.066 0.008
5796.89949 15.980 0.008
5803.88323 16.080 0.008
5805.84773 16.107 0.008
5806.89870 15.891 0.007
5809.85989 16.103 0.007
5810.86303 15.830 0.007
5812.85592 15.810 0.007
5814.90491 15.805 0.007
5815.88428 16.061 0.007
5816.85844 15.769 0.008
5817.86008 16.040 0.007
5818.88810 15.752 0.007
5819.84207 16.037 0.007
5820.90948 15.740 0.007
5822.82970 15.680 0.006
5823.90458 16.025 0.008
5824.82654 15.681 0.006
5825.81479 15.988 0.007
5826.86329 15.683 0.006
5827.85725 15.999 0.007
5828.88346 15.727 0.006
5829.85683 15.974 0.006
5830.84841 15.901 0.007
5831.84010 15.950 0.006
5832.82950 16.002 0.007
5833.81388 15.929 0.007
5834.81480 16.070 0.007
5835.87470 15.922 0.007
5836.78123 16.105 0.007
5837.86056 15.895 0.007
