  2450822.71924   16.100    0.017
  2450826.81285   16.102    0.014
  2450844.76583   15.565    0.008
  2450875.63956   16.087    0.013
  2450897.65699   15.595    0.010
  2451090.85607   16.102    0.017
  2451108.86203   15.614    0.011
  2451131.74585   15.880    0.010
  2451144.77294   15.371    0.017
  2451152.84957   15.363    0.010
  2451153.74752   15.701    0.013
  2451155.79868   16.095    0.014
  2451157.81711   15.693    0.008
  2451159.79252   16.103    0.011
  2451166.82629   15.937    0.017
  2451194.75702   15.799    0.014
  2451205.74735   15.394    0.008
  2451207.76597   16.017    0.011
  2451212.74789   16.076    0.010
  2451214.77357   15.723    0.011
  2451216.73336   16.085    0.013
  2451221.72926   15.309    0.008
  2451234.68700   15.592    0.011
  2451239.62533   15.840    0.011
  2451248.57062   16.018    0.011
  2451258.55280   15.390    0.014
  2451291.60311   15.613    0.017
  2451471.86480   16.006    0.010
  2451477.79460   15.387    0.014
  2451492.83691   16.081    0.008
  2451498.81973   15.647    0.008
  2451521.81056   15.527    0.010
  2451522.82903   15.549    0.014
  2451545.83993   15.992    0.013
  2451550.80969   15.384    0.011
  2451551.80991   15.731    0.014
  2451568.70109   15.891    0.013
  2451579.74132   15.544    0.007
  2451587.73402   15.504    0.010
  2451593.69900   16.030    0.013
  2451596.66878   15.772    0.010
  2451615.64701   15.299    0.008
  2451619.67881   15.283    0.013
  2451622.63805   16.083    0.015
  2451625.58195   15.893    0.008
  2451631.64895   15.309    0.013
